strain,C11_GPa,C12_GPa,C44_GPa,C11-C12_GPa,C11+2C12_GPa,B_GPa,Gv_GPa,Gr_GPa,GH_GPa,E_GPa,nu,anisotropy
0.005,129.3642038344,60.504317758800006,42.6898930552,68.8598860756,250.37283935200003,83.45761311733334,39.38591304824,38.95196861552985,39.168940831884925,101.61060960799472,0.2970814049339832,1.239906002990814
