label,mode,engineering_strain,energy_Ry,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa
xx_-0.005,xx,-0.005,-4.19052202,-0.632993142028,-0.28317727130000003,-0.28317727130000003,-0.0
xx_+0.005,xx,0.005,-4.19052454,0.6606488963160001,0.32186590628800005,0.32186590628800005,-0.0
xy_-0.005,xy,-0.005,-4.19053096,0.021477341096,0.021477341096,0.025007862920000002,-0.213449465276
xy_+0.005,xy,0.005,-4.19053096,0.021477341096,0.021477341096,0.025007862920000002,0.213449465276
