strain,C11_GPa,C12_GPa,C44_GPa,C11-C12_GPa,C11+2C12_GPa,B_GPa,Gv_GPa,Gr_GPa,GH_GPa,E_GPa,nu,anisotropy
0.005,116.62490425280001,66.2119947076,27.273281090399998,50.41290954520001,249.048893668,83.01629788933333,26.446550563280006,26.407169095553144,26.426859829416575,71.67505800502944,0.3561024364545513,1.0819959147942804
