label,mode,engineering_strain,energy_Ry,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa
xx_-0.005,xx,-0.005,-4.19045027,-0.529872483752,-0.268760973852,-0.268760973852,-0.0
xx_+0.005,xx,0.005,-4.19044981,0.6363765587760001,0.39335897322400004,0.39335897322400004,-0.0
xy_-0.005,xy,-0.005,-4.19045799,0.06060729131200001,0.06060729131200001,0.07119885678400001,-0.136366405452
xy_+0.005,xy,0.005,-4.19045799,0.06060729131200001,0.06060729131200001,0.07119885678400001,0.136366405452
