-1.921808375881814968e+00,2.694874655470140823e+00,-2.872581208102074513e+00,2.670031720364801409e+00,2.694339754200441028e+00,2.861606672946709118e+00,1.411511482061690970e+00,-2.758557585458326855e+00,2.959130002410542915e+00,-2.727060420367006355e+00,-1.363037332034241267e+00,-1.988953013612248188e+00,-1.746178422730267243e+00,-1.605310471802660954e+00,-1.530391733020274092e+00,-2.257537414034259449e+00
-2.782090241450178691e+00,-3.032172162677109650e+00,2.911296901697640216e+00,-3.097896558611604512e+00,2.663936126694992801e+00,2.400061945383373363e+00,1.736848618990252113e+00,1.378218871337516305e+00,1.466294999798638088e+00,-2.633731004151683486e+00,-1.365997691587259810e+00,-3.130187508612445768e+00,-2.658601841968522450e+00,-2.791754229319221903e+00,-1.838197230424569950e+00,-1.967200880226866122e+00
2.742031190600208390e+00,2.945253957546736245e+00,2.167380069154251743e+00,1.864139215664632587e+00,1.995751668833430692e+00,2.066049584445223353e+00,2.188472591195532502e+00,2.383832352104155561e+00,2.782244848691219019e+00,-2.593742186143982664e+00,-7.120983799906115408e-01,-1.583956997143818768e+00,-6.879311043950733229e-01,-1.890091318131615017e+00,-2.302028378328905944e+00,3.099263112716412749e+00
1.020807552410398777e+00,1.306419159344224923e+00,2.260247488738363231e+00,2.049452623421961661e+00,1.287987785806502750e+00,1.929317247204552999e+00,1.854696214673721144e+00,2.324487328736713820e+00,2.145444769466085866e+00,3.040358930940993076e+00,-1.883963063029369778e+00,-1.108237200607328887e+00,-8.222064317928028387e-01,-2.633407262274887195e+00,-2.606234450882472409e+00,2.597141387537252655e+00
1.157145310893852752e+00,5.653276894065113467e-01,1.242674336819818315e+00,1.488811840298314593e+00,2.444393887413558453e+00,2.026756015192961335e+00,2.288229589428783406e+00,2.609840800365622826e+00,2.680737503877609562e+00,2.748252153704336287e+00,-2.527115727867932371e+00,-1.710607436248027469e+00,-2.030033315239386127e+00,2.548029301787225087e+00,-2.688196293226195355e+00,1.985879188726221045e+00
2.275564090684159879e+00,1.431887151414590775e+00,1.695376658312961027e+00,1.276750786268822324e+00,2.650705506373000730e+00,2.182668511980706327e+00,2.726000819409049036e+00,2.623346306341881373e+00,1.719947047141518581e+00,-2.748972016309123134e+00,-1.581851418466276193e+00,-1.344326977440165605e+00,-1.579721367288192457e+00,1.638588406626587002e+00,2.226666951422771490e+00,1.691096500766429145e+00
2.907325948461106258e+00,2.861582271160262536e+00,-3.097137739686725233e+00,2.413871305631287711e+00,2.994746993069144381e+00,2.903249707137714353e+00,2.789702360826153082e+00,2.985897625870704175e+00,3.084378400630632733e+00,-1.358089577457702868e+00,-5.851956306439642930e-01,-1.130234541621782718e+00,-1.456024576805707627e+00,2.558958259033950355e+00,2.561489767814201457e+00,1.786507594639198615e+00
1.753732716633381372e+00,1.469603106503846845e+00,1.576075856218393412e+00,2.544905992651895765e-01,2.298768253449962273e+00,-3.012517697861309074e+00,2.992832501072565599e+00,2.832390619743398119e+00,-2.844676775917365674e+00,-9.793731437448265353e-01,-2.079040624384912661e+00,-2.210220362261423599e+00,-1.806414131746161944e+00,-1.387706877990541710e+00,2.970341602052861241e+00,2.475883650614568054e+00
1.388039178805558826e+00,6.108615317448342630e-01,2.353899423398342350e+00,2.033520999459418555e+00,2.430430957890147070e+00,-2.603057777079943236e+00,-3.046708306867497384e+00,-1.525309950562315109e+00,-2.263876355759592229e+00,-1.483057008138570110e+00,-2.069291861398051324e+00,-2.694122537026690800e+00,-1.843460270545203006e+00,-2.694171350273872001e+00,3.080042391282916903e+00,1.475224637231376867e+00
1.107884362702083791e+00,1.752785216234109100e+00,1.666944682473362249e+00,1.143846435267731110e+00,2.965605703395318038e+00,2.520872263178975281e+00,-2.172522248374411991e+00,-2.033241183666823826e+00,-1.975966804566213986e+00,-1.923022636341960911e+00,-2.624686285521319995e+00,-3.042089586885306396e+00,2.170813254339457821e+00,2.596289306607451053e+00,-3.140518664651485103e+00,-1.344043739276696847e-01
