run,T_K,omega0_eV,Z_omega0,Delta_omega0_meV,converged,iterations,requested_wscut_eV,muc,whole_run_complete
nonlinear-T0.25,0.25,6.7680377175e-05,1.3230115257,0.12821328449000002,True,11,0.1,0.1,True
