segment,distance_A_minus1,q1,q2,q3,f1_cm_minus1,f2_cm_minus1,f3_cm_minus1
0.000000000000000000e+00,6.951346990151274774e-02,1.375000000000000111e-01,0.000000000000000000e+00,1.375000000000000111e-01,9.127286113792663969e+01,9.127286113792668232e+01,1.401280019361372808e+02
0.000000000000000000e+00,7.583287625619572481e-02,1.500000000000000222e-01,0.000000000000000000e+00,1.500000000000000222e-01,9.883382641802022306e+01,9.883382641802030832e+01,1.518612548681721819e+02
0.000000000000000000e+00,8.215228261087868800e-02,1.625000000000000056e-01,0.000000000000000000e+00,1.625000000000000056e-01,1.062113886572891204e+02,1.062113886572891488e+02,1.633402490522523749e+02
0.000000000000000000e+00,8.847168896556166506e-02,1.750000000000000167e-01,0.000000000000000000e+00,1.750000000000000167e-01,1.133937219000971481e+02,1.133937219000972192e+02,1.745470258112989370e+02
0.000000000000000000e+00,9.479109532024462825e-02,1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01,1.203697292051040506e+02,1.203697292051041785e+02,1.854643263162263906e+02
0.000000000000000000e+00,1.011105016749276053e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,1.271290623034185927e+02,1.271290623034186922e+02,1.960756185318174118e+02
0.000000000000000000e+00,1.074299080296105824e-01,2.125000000000000222e-01,0.000000000000000000e+00,2.125000000000000222e-01,1.336621343771682859e+02,1.336621343771683428e+02,2.063651192137223234e+02
0.000000000000000000e+00,1.137493143842935456e-01,2.250000000000000056e-01,0.000000000000000000e+00,2.250000000000000056e-01,1.399601258934223438e+02,1.399601258934224006e+02,2.163178109453220372e+02
0.000000000000000000e+00,1.200687207389765226e-01,2.375000000000000167e-01,0.000000000000000000e+00,2.375000000000000167e-01,1.460149835116082500e+02,1.460149835116083352e+02,2.259194542621007429e+02
0.000000000000000000e+00,1.263881270936594858e-01,2.500000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,1.518194121687307643e+02,1.518194121687308495e+02,2.351565949699970588e+02
0.000000000000000000e+00,1.327075334483424629e-01,2.625000000000000111e-01,0.000000000000000000e+00,2.625000000000000111e-01,1.573668605349453458e+02,1.573668605349454594e+02,2.440165668221798398e+02
0.000000000000000000e+00,1.390269398030254400e-01,2.750000000000000222e-01,0.000000000000000000e+00,2.750000000000000222e-01,1.626515001213161895e+02,1.626515001213161895e+02,2.524874897750176501e+02
0.000000000000000000e+00,1.453463461577084170e-01,2.875000000000000333e-01,0.000000000000000000e+00,2.875000000000000333e-01,1.676681984107043490e+02,1.676681984107044627e+02,2.605582640978910263e+02
0.000000000000000000e+00,1.516657525123913941e-01,3.000000000000000444e-01,0.000000000000000000e+00,3.000000000000000444e-01,1.724124864703374556e+02,1.724124864703374840e+02,2.682185606620925000e+02
