segment,distance_A_minus1,q1,q2,q3,f1_cm_minus1,f2_cm_minus1,f3_cm_minus1
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.703304582468943020e-06,-1.262137816351914995e-06,3.086977643974329874e-06
0.000000000000000000e+00,6.319406354682977067e-03,1.250000000000000069e-02,0.000000000000000000e+00,1.250000000000000069e-02,8.651992307881887001e+00,8.651992307882713007e+00,1.310455380914499735e+01
0.000000000000000000e+00,1.263881270936595413e-02,2.500000000000000139e-02,0.000000000000000000e+00,2.500000000000000139e-02,1.728769626719157415e+01,1.728769626719191521e+01,2.618695534957529958e+01
0.000000000000000000e+00,1.895821906404893120e-02,3.750000000000000555e-02,0.000000000000000000e+00,3.750000000000000555e-02,2.589088784528088638e+01,2.589088784528090414e+01,3.922511300902398546e+01
0.000000000000000000e+00,2.527762541873190827e-02,5.000000000000000278e-02,0.000000000000000000e+00,5.000000000000000278e-02,3.444547105873391502e+01,3.444547105873405712e+01,5.219705604512232355e+01
0.000000000000000000e+00,3.159703177341488534e-02,6.250000000000000000e-02,0.000000000000000000e+00,6.250000000000000000e-02,4.293554054699863798e+01,4.293554054699870193e+01,6.508099391772874753e+01
0.000000000000000000e+00,3.791643812809786934e-02,7.500000000000001110e-02,0.000000000000000000e+00,7.500000000000001110e-02,5.134544242041656048e+01,5.134544242041663153e+01,7.785537431172451761e+01
0.000000000000000000e+00,4.423584448278084641e-02,8.750000000000000833e-02,0.000000000000000000e+00,8.750000000000000833e-02,5.965983283337322263e+01,5.965983283337323684e+01,9.049893943631556681e+01
0.000000000000000000e+00,5.055525083746382348e-02,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000056e-01,6.786373375541859332e+01,6.786373375541863595e+01,1.029907802059545503e+02
0.000000000000000000e+00,5.687465719214680054e-02,1.125000000000000028e-01,0.000000000000000000e+00,1.125000000000000028e-01,7.594258544076198802e+01,7.594258544076208750e+01,1.153103879315089557e+02
0.000000000000000000e+00,6.319406354682977067e-02,1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,8.388229512941595090e+01,8.388229512941605037e+01,1.274377031780414029e+02
0.000000000000000000e+00,6.951346990151274774e-02,1.375000000000000111e-01,0.000000000000000000e+00,1.375000000000000111e-01,9.166928155135364875e+01,9.166928155135371981e+01,1.393531614772680598e+02
0.000000000000000000e+00,7.583287625619572481e-02,1.500000000000000222e-01,0.000000000000000000e+00,1.500000000000000222e-01,9.929051484818113238e+01,9.929051484818121764e+01,1.510377356181204505e+02
0.000000000000000000e+00,8.215228261087868800e-02,1.625000000000000056e-01,0.000000000000000000e+00,1.625000000000000056e-01,1.067335515748223287e+02,1.067335515748224140e+02,1.624729742774947283e+02
0.000000000000000000e+00,8.847168896556166506e-02,1.750000000000000167e-01,0.000000000000000000e+00,1.750000000000000167e-01,1.139865644963200282e+02,1.139865644963201277e+02,1.736410367948430462e+02
0.000000000000000000e+00,9.479109532024462825e-02,1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01,1.210383669517616880e+02,1.210383669517617875e+02,1.845247239383020030e+02
0.000000000000000000e+00,1.011105016749276053e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,1.278784316181712768e+02,1.278784316181714047e+02,1.951075045560807268e+02
0.000000000000000000e+00,1.074299080296105824e-01,2.125000000000000222e-01,0.000000000000000000e+00,2.125000000000000222e-01,1.344969035715189420e+02,1.344969035715190842e+02,2.053735380543299698e+02
0.000000000000000000e+00,1.137493143842935456e-01,2.250000000000000056e-01,0.000000000000000000e+00,2.250000000000000056e-01,1.408846076092482065e+02,1.408846076092483202e+02,2.153076926911248563e+02
0.000000000000000000e+00,1.200687207389765226e-01,2.375000000000000167e-01,0.000000000000000000e+00,2.375000000000000167e-01,1.470330498682927498e+02,1.470330498682928635e+02,2.248955597249270966e+02
0.000000000000000000e+00,1.263881270936594858e-01,2.500000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,1.529344138437144522e+02,1.529344138437145943e+02,2.341234635043362289e+02
0.000000000000000000e+00,1.327075334483424629e-01,2.625000000000000111e-01,0.000000000000000000e+00,2.625000000000000111e-01,1.585815509850458511e+02,1.585815509850459648e+02,2.429784676334463427e+02
0.000000000000000000e+00,1.390269398030254400e-01,2.750000000000000222e-01,0.000000000000000000e+00,2.750000000000000222e-01,1.639679661192217850e+02,1.639679661192219839e+02,2.514483773930580810e+02
0.000000000000000000e+00,1.453463461577084170e-01,2.875000000000000333e-01,0.000000000000000000e+00,2.875000000000000333e-01,1.690877980196514727e+02,1.690877980196516148e+02,2.595217386416773024e+02
0.000000000000000000e+00,1.516657525123913941e-01,3.000000000000000444e-01,0.000000000000000000e+00,3.000000000000000444e-01,1.739357955093999522e+02,1.739357955094001511e+02,2.671878334610345291e+02
0.000000000000000000e+00,1.579851588670743434e-01,3.125000000000000000e-01,0.000000000000000000e+00,3.125000000000000000e-01,1.785072895514620086e+02,1.785072895514622076e+02,2.744366728481157338e+02
0.000000000000000000e+00,1.643045652217573205e-01,3.250000000000000111e-01,0.000000000000000000e+00,3.250000000000000111e-01,1.827981618394971122e+02,1.827981618394973111e+02,2.812589867888245294e+02
0.000000000000000000e+00,1.706239715764402975e-01,3.375000000000000222e-01,0.000000000000000000e+00,3.375000000000000222e-01,1.868048104568992471e+02,1.868048104568994461e+02,2.876462120767963597e+02
