k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
106,0.257143,0.257143,0.257143,4.1734941,2,11.623540938586656,11.707546,3.2113409385866554,3.2953460000000003,0.08400506141334496
106,0.257143,0.257143,0.257143,4.1734941,3,19.520663038231177,19.540684,11.108463038231177,11.128483999999998,0.02002096176882162
106,0.257143,0.257143,0.257143,4.1734941,4,19.5206630382312,21.6661,11.108463038231198,13.2539,2.1454369617688016
107,0.242857,0.242857,0.242857,4.2127929,1,-1.4876384045205409,-1.4898786,-9.89983840452054,-9.9020786,-0.002240195479459084
107,0.242857,0.242857,0.242857,4.2127929,2,12.162612744803678,12.223554,3.7504127448036773,3.8113539999999997,0.06094125519632243
107,0.242857,0.242857,0.242857,4.2127929,3,19.571790288384417,19.561167,11.159590288384416,11.148967,-0.01062328838441573
107,0.242857,0.242857,0.242857,4.2127929,4,19.57179028838451,21.558941,11.159590288384509,13.146741,1.9871507116154916
108,0.228571,0.228571,0.228571,4.2520916,1,-1.6778681246259781,-1.6841606,-10.09006812462598,-10.0963606,-0.006292475374021889
108,0.228571,0.228571,0.228571,4.2520916,2,12.709353964812065,12.753968,4.297153964812065,4.341768,0.044614035187935386
108,0.228571,0.228571,0.228571,4.2520916,3,19.632036296019386,19.587185,11.219836296019386,11.174985000000001,-0.044851296019384534
108,0.228571,0.228571,0.228571,4.2520916,4,19.632036296019464,21.409062,11.219836296019464,12.996861999999998,1.7770257039805344
109,0.214286,0.214286,0.214286,4.2913904,1,-1.8569284251131997,-1.8663406,-10.2691284251132,-10.2785406,-0.00941217488680035
109,0.214286,0.214286,0.214286,4.2913904,2,13.263467963568502,13.310137,4.851267963568501,4.897936999999999,0.046669036431497446
109,0.214286,0.214286,0.214286,4.2913904,3,19.70133009682168,19.622925,11.289130096821678,11.210724999999998,-0.07840509682167962
109,0.214286,0.214286,0.214286,4.2913904,4,19.701330096821728,21.231237,11.289130096821728,12.819037,1.5299069031782722
110,0.2,0.2,0.2,4.3306891,1,-2.024723213739813,-2.0360917,-10.436923213739814,-10.4482917,-0.011368486260187272
110,0.2,0.2,0.2,4.3306891,2,13.824776961524769,13.902893,5.412576961524769,5.490693,0.07811603847523152
110,0.2,0.2,0.2,4.3306891,3,19.779582533499358,19.673184,11.367382533499358,11.260983999999999,-0.1063985334993589
