distance_angstrom,max_abs_matrix_element_Ry,amplitude_over_global_max
20.5563312875743,7.541245583730786e-05,9.919746273193874e-05
19.3806949996813,9.801449268267535e-05,0.0001289281575189007
18.7652772429228,0.000105379380034767,0.00013861592236520358
18.7652772429228,8.613289634360482e-05,0.00011329911856300712
18.5556027598526,6.851889334677257e-05,9.01296780980525e-05
18.3435317635167,8.57042816536439e-05,0.00011273531926404933
18.5556027598526,5.009331296581088e-05,6.589268962100361e-05
18.7652772429228,8.840559204257056e-05,0.00011628862002395357
18.3435317635167,9.685735730131e-05,0.00012740606289150347
18.3435317635167,8.34074705190202e-05,0.00010971409638515694
18.7652772429228,9.930120198696654e-05,0.00013062069354417784
19.3806949996813,5.640168847367013e-05,7.419071993167228e-05
18.7652772429228,0.0001042306658449919,0.00013710490496410347
18.5556027598526,6.50093556134682e-05,8.551323596471511e-05
18.7652772429228,8.676577486270249e-05,0.00011413160628158076
19.3806949996813,7.917874300297725e-05,0.00010415163279053322
20.5563312875743,5.755593087933121e-05,7.570900914196139e-05
19.1777501925634,3.118879626963855e-05,4.1025708833644946e-05
19.1777501925634,2.838494299063524e-05,3.73375232671943e-05
18.1289801515926,0.00012704299380404,0.00016711221645424233
17.9118587844627,6.185741680226978e-05,8.136717906621366e-05
18.1289801515926,0.0001242481804936585,0.00016343592205272597
17.4695223938699,0.000118550747997585,0.00015594152551807037
17.0156910005239,0.0001421204434009588,0.00018694507732419847
17.0156910005239,0.0001468369512807899,0.00019314916668105214
17.4695223938699,0.0001147835959963141,0.00015098621785566236
17.2440997575291,0.0002857154665945635,0.0003758298153105803
16.5494189559845,0.0001138233750054984,0.0001497231442043234
16.3112854048476,0.0001119354873360708,0.00014723981880866
16.5494189559845,0.0001638961753420929,0.00021558885153507226
17.2440997575291,0.0002830172738362645,0.00037228061547862706
17.4695223938699,0.0001237024832294366,0.00016271811246239314
16.5494189559845,0.0001466401205564182,0.00019289025575939373
16.069623372565,0.0001630987597435765,0.0002145399319204353
16.069623372565,0.0001670774530816692,0.0002197735008281861
16.5494189559845,0.0001430092669168712,0.00018811423481437757
17.4695223938699,0.0001066056757598946,0.00014022899043388063
18.1289801515926,0.0001251359447237082,0.0001646036861594286
17.0156910005239,0.0001318062933799818,0.00017337785555748172
16.3112854048476,8.640087066559867e-05,0.00011365161169592471
16.069623372565,0.0001682236244845813,0.00022128117345020058
16.3112854048476,8.352344555509285e-05,0.00010986664982199861
17.0156910005239,9.968749295878487e-05,0.00013112882027013014
18.1289801515926,0.000121563624834762,0.00015990466044655697
19.1777501925634,3.967698391992678e-05,5.219106167559037e-05
17.9118587844627,6.178358734792588e-05,8.127006388193166e-05
17.0156910005239,0.0001145132035007928,0.0001506305438599058
16.5494189559845,0.0001494594990139118,0.00019659886312881577
16.5494189559845,0.0001679501681622299,0.00022092146929995004
17.0156910005239,0.0001357061845773904,0.00017850776821472431
17.9118587844627,6.242692758379892e-05,8.211631293142091e-05
19.1777501925634,4.905059830535245e-05,6.452110388596247e-05
20.5563312875743,5.506473843834539e-05,7.243209730320751e-05
19.1777501925634,3.679168269623293e-05,4.8395739570907066e-05
18.1289801515926,0.0001245328493813141,0.00016381037519923376
17.4695223938699,0.0001116629269385928,0.0001468812931570176
17.2440997575291,0.0002851184868288938,0.0003750445487733852
17.4695223938699,0.0001078631449219566,0.0001418830640077384
18.1289801515926,0.0001210867087284048,0.000159277325516785
19.1777501925634,2.927367423767241e-05,3.850655938699489e-05
20.5563312875743,5.610593429469258e-05,7.380168520496568e-05
23.7364068048643,9.386813093114016e-05,0.00012347403776170315
21.8480985342122,3.777245479995189e-05,4.968584613390081e-05
21.8480985342122,3.912183479819774e-05,5.146081912212958e-05
20.17206691343,4.593904266130746e-05,6.0428166961797115e-05
19.9771631453915,8.118112248480037e-05,0.00010678556059221982
20.17206691343,5.837856211939495e-05,7.679109738417961e-05
18.7652772429228,0.0001264365062865239,0.00016631444343056596
18.3435317635167,8.54479512176574e-05,0.00011239814248617476
18.3435317635167,7.713051785256872e-05,0.00010145739964604312
18.7652772429228,0.0001106776330826915,0.00014558523868610056
17.6920730524217,0.0001065823317199316,0.0001401982837089964
17.0156910005239,7.215771736720956e-05,9.491618327345892e-05
16.7841742127221,4.185435449343269e-05,5.5055172569750096e-05
17.0156910005239,7.014596789024025e-05,9.226993019030531e-05
17.6920730524217,0.0001039166730891753,0.00013669187923317632
17.0156910005239,0.0003503339356774556,0.00046082887955633037
16.069623372565,0.000229767832122843,0.00030223635752130336
15.5750545068541,0.0001431739550204483,0.00018833086536745527
15.5750545068541,0.0001665157209597262,0.00021903459900337363
16.069623372565,0.0002214627433507475,0.000291311852745425
17.0156910005239,0.0003510023180589918,0.0004617080690171027
16.7841742127221,0.001101875365792354,0.0014494056627625989
15.5750545068541,0.0003756438043372609,0.0004941214533792508
14.802250309482,0.0001224701745206154,0.00016109713492147793
14.535521249761,0.0002185605199643409,0.00028749427124623707
14.802250309482,0.0001614268284617422,0.00021234067532311773
15.5750545068541,0.0005016390238433562,0.0006598554286567826
16.7841742127221,0.001104291245079523,0.001452583507760391
17.0156910005239,0.0003503339356784593,0.0004608288795576506
15.5750545068541,0.0003912102696047957,0.0005145975649327003
14.535521249761,0.0002539766129298387,0.0003340805615751858
13.9868118439351,0.000194045194665016,0.00025524683889915185
13.9868118439351,0.0002267367909363132,0.0002982493292273512
14.535521249761,0.0002768926201642815,0.00036422425267188766
15.5750545068541,0.0004126917356594788,0.000542854262115245
17.0156910005239,0.0003510023180568288,0.00046170806901425754
17.6920730524217,0.0001065823317301471,0.00014019828372243383
16.069623372565,0.0002445311862618546,0.0003216560575661136
14.802250309482,0.0001226606633304806,0.00016134770369566318
13.9868118439351,0.000197671290775588,0.000260016601795707
13.7042208583829,0.0001700393935809354,0.00022366963415295206
13.9868118439351,0.0002205079095268492,0.00029005586536761454
14.802250309482,0.0001236447184290204,0.00016264212870648856
16.069623372565,0.0001982566550540729,0.0002607865893336395
17.6920730524217,0.0001039166730894158,0.00013669187923349266
18.7652772429228,0.0001264365062864057,0.0001663144434304105
17.0156910005239,5.260606825726563e-05,6.919796520991039e-05
15.5750545068541,0.0001420950256568503,0.00018691164285112718
14.535521249761,0.0002434011101598455,0.0003201695566854746
13.9868118439351,0.00022897082614489,0.0003011879767211118
13.9868118439351,0.0002291567965349118,0.0003014326019707288
14.535521249761,0.0002128748595185168,0.00028001535965372964
15.5750545068541,0.0001189630850993716,0.00015648391329517336
17.0156910005239,7.598600678283479e-05,9.995191102449295e-05
18.7652772429228,0.0001106776330815559,0.00014558523868460677
20.17206691343,4.593904265969351e-05,6.0428166959674125e-05
18.3435317635167,5.391417294665779e-05,7.091864470157678e-05
16.7841742127221,5.338164382670991e-05,7.021815647396003e-05
15.5750545068541,0.0001314408500195105,0.00017289715175691602
14.802250309482,0.0001230330133712388,0.00016183749253599792
14.535521249761,0.000272134763681751,0.0003579657734078263
14.802250309482,0.0001254451461461187,0.00016501040937558266
15.5750545068541,0.0001507120365332817,0.00019824644962521763
16.7841742127221,5.169634603441187e-05,6.800131758325523e-05
18.3435317635167,6.923562242814589e-05,9.107246275542806e-05
20.17206691343,5.837856211955058e-05,7.679109738438432e-05
21.8480985342122,3.77724547995031e-05,4.9685846133310474e-05
19.9771631453915,9.110616371699571e-05,0.0001198409490796026
18.3435317635167,8.138628718372555e-05,0.00010705543401497966
17.0156910005239,9.255116676270825e-05,0.00012174170452090326
16.069623372565,0.0002386543426906512,0.0003139256638975456
15.5750545068541,0.0003938852856469941,0.0005181162781373967
15.5750545068541,0.0004243409352554832,0.0005581776066470098
16.069623372565,0.000212486391254014,0.0002795043689193384
17.0156910005239,6.606903401614563e-05,8.690713578789833e-05
18.3435317635167,6.738395612975914e-05,8.863678291200177e-05
19.9771631453915,6.609553092759702e-05,8.694198979652365e-05
21.8480985342122,3.91218347989888e-05,5.1460819123170136e-05
23.7364068048643,9.386813093114016e-05,0.00012347403776170315
21.8480985342122,4.616213891936366e-05,6.0721627538016895e-05
20.17206691343,4.373935405190611e-05,5.753469894739237e-05
18.7652772429228,0.0001038013755598451,0.00013654021698796987
17.6920730524217,0.0001170089793327309,0.00015391348468615424
17.0156910005239,0.0003764034192284831,0.0004951206499844536
16.7841742127221,0.00118996214316603,0.0015652749143163847
17.0156910005239,0.0003764034192299113,0.0004951206499863323
17.6920730524217,0.0001170089793327741,0.00015391348468621105
18.7652772429228,0.0001038013755602365,0.00013654021698848473
20.17206691343,4.373935405197152e-05,5.7534698947478415e-05
21.8480985342122,4.616213892072557e-05,6.072162753980835e-05
23.7364068048643,9.386813093114016e-05,0.00012347403776170315
21.8480985342122,3.622841531873733e-05,4.765481827260352e-05
21.8480985342122,3.277188358969513e-05,4.310810017986375e-05
20.5563312875743,5.506473844132979e-05,7.243209730713319e-05
19.9771631453915,7.55809807477945e-05,9.941914021666975e-05
19.7803390040536,6.873056382251216e-05,9.040810921258785e-05
19.9771631453915,9.416566755754606e-05,0.0001238654171178265
20.5563312875743,5.610593429847481e-05,7.380168520994082e-05
19.1777501925634,3.967698392243383e-05,5.219106167888814e-05
18.3435317635167,5.61776251888092e-05,7.389598732944091e-05
17.9118587844627,9.104457158120883e-05,0.00011975993085089672
17.9118587844627,9.862504840288015e-05,0.00012973128185198767
18.3435317635167,6.385510342779243e-05,8.399493388980527e-05
19.1777501925634,4.905059830502849e-05,6.452110388553634e-05
18.1289801515926,0.0001251359447180388,0.00016460368615197108
17.0156910005239,6.900543021693344e-05,9.076966817011193e-05
16.3112854048476,0.0001095777903253543,0.0001441385067142984
16.069623372565,0.0001187183503119296,0.00015616198942083537
16.3112854048476,0.0001450858255719011,0.00019084573782015968
17.0156910005239,7.011115876220234e-05,9.222414230098473e-05
18.1289801515926,0.0001215636248352721,0.00015990466044722796
17.4695223938699,0.0001237024831982312,0.0001627181124213456
16.069623372565,0.0002048764601828005,0.00026949427383030045
15.0642573811942,0.0001416466563483714,0.00018632185834836632
14.535521249761,0.0001160730993566214,0.00015268242917919694
14.535521249761,0.0001410353625933124,0.00018551776320503151
15.0642573811942,0.0001456791787029381,0.0001916262338860868
16.069623372565,0.0002322406120129703,0.00030548904951059987
17.4695223938699,0.0001066056757603513,0.0001402289904344814
17.2440997575291,0.0002857154664884216,0.0003758298151709613
15.5750545068541,0.0004571007890203048,0.000601269882808264
14.2638053050351,0.0003241720358672285,0.0004264155448809487
13.4156786303575,0.0001695257173693678,0.00022299394502059986
13.1207925404956,0.0002203381908554228,0.0002898326176110363
13.4156786303575,0.0002078090381750551,0.0002733517837451448
14.2638053050351,0.0003799927187787435,0.0004998420107254278
15.5750545068541,0.0003788483835434932,0.0004983367533963669
17.2440997575291,0.0002830172738359225,0.00037228061547817717
17.4695223938699,0.0001185507479980712,0.00015594152551870995
15.5750545068541,0.0005306663675815323,0.0006980379651715314
13.9868118439351,0.002178120401369329,0.0028650972169191554
12.8191248011875,0.0004495594353954204,0.0005913499944178536
12.1934198740061,0.0003153532201611773,0.0004148152842525437
12.1934198740061,0.0002860331002300247,0.00037624763025064856
12.8191248011875,0.001308493859738144,0.001721191405918003
13.9868118439351,0.002173820563960509,0.0028594412154485894
15.5750545068541,0.0003838340798435265,0.0005048949329096065
