k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
1,0.0,0.0,0.0,0.0,1,-3.1665642422585454,-3.1665642,-11.578764242258545,-11.5787642,4.225854555173214e-08
1,0.0,0.0,0.0,0.0,2,21.32626988735414,21.32627,12.91406988735414,12.91407,1.1264586063930437e-07
1,0.0,0.0,0.0,0.0,3,21.326269887354158,21.934007,12.914069887354158,13.521807,0.6077371126458431
1,0.0,0.0,0.0,0.0,4,21.326269887354208,22.400752,12.914069887354207,13.988552,1.0744821126457929
2,0.0125,0.0,0.0125,0.039706001,1,-3.1605806214296237,-3.1638687,-11.572780621429624,-11.5760687,-0.003288078570376385
2,0.0125,0.0,0.0125,0.039706001,2,21.229735696265983,21.373629,12.817535696265983,12.961429,0.14389330373401776
2,0.0125,0.0,0.0125,0.039706001,3,21.229735696265994,21.873375,12.817535696265994,13.461174999999999,0.6436393037340054
2,0.0125,0.0,0.0125,0.039706001,4,21.274438143892674,22.315393,12.862238143892673,13.903193,1.0409548561073265
3,0.025,0.0,0.025,0.079412002,1,-3.1426319713730666,-3.1616001,-11.554831971373067,-11.5738001,-0.0189681286269332
3,0.025,0.0,0.025,0.079412002,2,20.996690961441015,21.303158,12.584490961441015,12.890958,0.30646703855898494
3,0.025,0.0,0.025,0.079412002,3,20.996690961441054,21.824312,12.584490961441054,13.412111999999999,0.8276210385589451
3,0.025,0.0,0.025,0.079412002,4,21.1281507884293,22.240634,12.715950788429298,13.828434,1.1124832115707015
4,0.0375,0.0,0.0375,0.119118,1,-3.1126744192559226,-3.1587992,-11.524874419255923,-11.5709992,-0.04612478074407722
4,0.0375,0.0,0.0375,0.119118,2,20.703720492843914,21.125479,12.291520492843913,12.713278999999998,0.42175850715608476
4,0.0375,0.0,0.0375,0.119118,3,20.70372049284402,21.753789,12.29152049284402,13.341589,1.0500685071559808
4,0.0375,0.0,0.0375,0.119118,4,20.908955980064537,22.200767,12.496755980064536,13.788566999999999,1.2918110199354622
5,0.05,0.0,0.05,0.158824,1,-3.0707715102911193,-3.153896,-11.482971510291119,-11.566096,-0.08312448970888076
5,0.05,0.0,0.05,0.158824,2,20.388734101347612,20.884568,11.976534101347612,12.472368000000001,0.49583389865238914
5,0.05,0.0,0.05,0.158824,3,20.38873410134766,21.609291,11.976534101347658,13.197090999999999,1.2205568986523403
5,0.05,0.0,0.05,0.158824,4,20.639951478971533,22.2065,12.227751478971532,13.794299999999998,1.5665485210284658
6,0.0625,0.0,0.0625,0.19853001,1,-3.016989909300728,-3.1447803,-11.429189909300728,-11.5569803,-0.12779039069927167
6,0.0625,0.0,0.0625,0.19853001,2,20.067576793887792,20.606573,11.655376793887791,12.194373,0.5389962061122091
6,0.0625,0.0,0.0625,0.19853001,3,20.067576793887806,21.396271,11.655376793887806,12.984070999999998,1.3286942061121927
6,0.0625,0.0,0.0625,0.19853001,4,20.339720005181288,22.228676,11.927520005181288,13.816476,1.888955994818712
7,0.075,0.0,0.075,0.23823601,1,-2.9512960261080825,-3.128899,-11.363496026108082,-11.541099,-0.1776029738919176
7,0.075,0.0,0.075,0.23823601,2,19.747359577982564,20.304366,11.335159577982564,11.892166000000001,0.5570064220174373
7,0.075,0.0,0.075,0.23823601,3,19.74735957798261,21.13231,11.33515957798261,12.72011,1.3849504220173898
7,0.075,0.0,0.075,0.23823601,4,20.02143870173865,22.239574,11.609238701738649,13.827374,2.218135298261352
8,0.0875,0.0,0.0875,0.27794201,1,-2.87372185385064,-3.103375,-11.28592185385064,-11.515575,-0.22965314614936005
8,0.0875,0.0,0.0875,0.27794201,2,19.431618539503052,19.985697,11.019418539503052,11.573496999999998,0.554078460496946
8,0.0875,0.0,0.0875,0.27794201,3,19.431618539503113,20.828546,11.019418539503112,12.416345999999999,1.3969274604968867
8,0.0875,0.0,0.0875,0.27794201,4,19.694017521328085,22.223354,11.281817521328085,13.811154,2.5293364786719152
9,0.1,0.0,0.1,0.31764801,1,-2.784284808592019,-3.0651416,-11.19648480859202,-11.4773416,-0.2808567914079809
9,0.1,0.0,0.1,0.31764801,2,19.12232455506823,19.656292,10.710124555068228,11.244092,0.533967444931772
9,0.1,0.0,0.1,0.31764801,3,19.12232455506829,20.492801,10.710124555068289,12.080601,1.370476444931711
