k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
1,0.0,0.0,0.0,0.0,1,-3.1665642422585454,-3.1665642,-11.578764242258545,-11.5787642,4.225854555173214e-08
1,0.0,0.0,0.0,0.0,2,21.32626988735414,21.32627,12.91406988735414,12.91407,1.1264586063930437e-07
1,0.0,0.0,0.0,0.0,3,21.326269887354158,21.401152,12.914069887354158,12.988952,0.07488211264584166
1,0.0,0.0,0.0,0.0,4,21.326269887354208,21.514667,12.914069887354207,13.102466999999999,0.1883971126457915
2,0.0125,0.0,0.0125,0.039706001,1,-3.1605806214296237,-3.1637509,-11.572780621429624,-11.5759509,-0.003170278570376439
2,0.0125,0.0,0.0125,0.039706001,2,21.229735696265983,21.277433,12.817535696265983,12.865232999999998,0.04769730373401515
2,0.0125,0.0,0.0125,0.039706001,3,21.229735696265994,21.341987,12.817535696265994,12.929787,0.1122513037340056
2,0.0125,0.0,0.0125,0.039706001,4,21.274438143892674,21.493899,12.862238143892673,13.081698999999999,0.21946085610732524
3,0.025,0.0,0.025,0.079412002,1,-3.1426319713730666,-3.1528786,-11.554831971373067,-11.5650786,-0.010246628626933596
3,0.025,0.0,0.025,0.079412002,2,20.996690961441015,21.148028,12.584490961441015,12.735828,0.15133703855898517
3,0.025,0.0,0.025,0.079412002,3,20.996690961441054,21.195112,12.584490961441054,12.782912000000001,0.19842103855894777
3,0.025,0.0,0.025,0.079412002,4,21.1281507884293,21.398171,12.715950788429298,12.985971000000001,0.2700202115707029
4,0.0375,0.0,0.0375,0.119118,1,-3.1126744192559226,-3.1324859,-11.524874419255923,-11.544685900000001,-0.019811480744077237
4,0.0375,0.0,0.0375,0.119118,2,20.703720492843914,20.934587,12.291520492843913,12.522387,0.2308665071560867
4,0.0375,0.0,0.0375,0.119118,3,20.70372049284402,20.977068,12.29152049284402,12.564867999999999,0.2733475071559788
4,0.0375,0.0,0.0375,0.119118,4,20.908955980064537,21.244477,12.496755980064536,12.832277,0.335521019935463
5,0.05,0.0,0.05,0.158824,1,-3.0707715102911193,-3.1005063,-11.482971510291119,-11.512706300000001,-0.029734789708880882
5,0.05,0.0,0.05,0.158824,2,20.388734101347612,20.64395,11.976534101347612,12.23175,0.2552158986523878
5,0.05,0.0,0.05,0.158824,3,20.38873410134766,20.701895,11.976534101347658,12.289695,0.31316089865234176
5,0.05,0.0,0.05,0.158824,4,20.639951478971533,21.056201,12.227751478971532,12.644001000000001,0.4162495210284689
6,0.0625,0.0,0.0625,0.19853001,1,-3.016989909300728,-3.0546644,-11.429189909300728,-11.4668644,-0.03767449069927187
6,0.0625,0.0,0.0625,0.19853001,2,20.067576793887792,20.303056,11.655376793887791,11.890856000000001,0.23547920611220974
6,0.0625,0.0,0.0625,0.19853001,3,20.067576793887806,20.374572,11.655376793887806,11.962372,0.30699520611219455
6,0.0625,0.0,0.0625,0.19853001,4,20.339720005181288,20.853171,11.927520005181288,12.440971,0.5134509948187116
7,0.075,0.0,0.075,0.23823601,1,-2.9512960261080825,-2.9928981,-11.363496026108082,-11.4050981,-0.04160207389191761
7,0.075,0.0,0.075,0.23823601,2,19.747359577982564,19.935853,11.335159577982564,11.523653000000001,0.18849342201743724
7,0.075,0.0,0.075,0.23823601,3,19.74735957798261,20.01058,11.33515957798261,11.59838,0.2632204220173904
7,0.075,0.0,0.075,0.23823601,4,20.02143870173865,20.647805,11.609238701738649,12.235605000000001,0.6263662982613525
8,0.0875,0.0,0.0875,0.27794201,1,-2.87372185385064,-2.9137261,-11.28592185385064,-11.3259261,-0.04000424614935971
8,0.0875,0.0,0.0875,0.27794201,2,19.431618539503052,19.561939,11.019418539503052,11.149738999999999,0.13032046049694657
8,0.0875,0.0,0.0875,0.27794201,3,19.431618539503113,19.629312,11.019418539503112,11.217111999999998,0.19769346049688608
8,0.0875,0.0,0.0875,0.27794201,4,19.694017521328085,20.446418,11.281817521328085,12.034218000000001,0.7524004786719161
9,0.1,0.0,0.1,0.31764801,1,-2.784284808592019,-2.8165007,-11.19648480859202,-11.228700700000001,-0.03221589140798109
9,0.1,0.0,0.1,0.31764801,2,19.12232455506823,19.196711,10.710124555068228,10.784511,0.07438644493177193
9,0.1,0.0,0.1,0.31764801,3,19.12232455506829,19.248141,10.710124555068289,10.835941,0.1258164449317114
