k_index,distance_inv_angstrom,band,QE_eV,Wannier_eV,error_eV
22,0.83382602,1,-0.563234024748816,-0.45204022,0.11119380474881602
22,0.83382602,2,15.672027765074459,15.840938,0.1689102349255407
22,0.83382602,3,15.918118036982808,15.908512,-0.009606036982807709
22,0.83382602,4,15.918118036982873,16.450381,0.5322629630171267
23,0.87353203,1,-0.31309971038238943,-0.085211852,0.22788785838238942
23,0.87353203,2,15.45820509206303,15.538889,0.08068390793696878
23,0.87353203,3,15.590017281631757,15.655567,0.06554971836824208
23,0.87353203,4,15.739245417604334,15.819598,0.08035258239566545
24,0.91323803,1,-0.05210746018064427,0.29462859,0.3467360501806443
24,0.91323803,2,14.987406692992357,14.86898,-0.11842669299235631
24,0.91323803,3,15.255573337827965,15.41362,0.1580466621720351
24,0.91323803,4,15.57015958147284,15.575984,0.005824418527160091
25,0.95294403,1,0.21968792222694705,0.68370823,0.464020307773053
25,0.95294403,2,14.393634705154152,14.114278,-0.2793567051541519
25,0.95294403,3,15.06421796501218,15.223203,0.15898503498782013
25,0.95294403,4,15.41085189576612,15.404232,-0.0066198957661196545
26,0.99265003,1,0.5021697938667149,1.0781229,0.5759531061332852
26,0.99265003,2,13.808833324280187,13.361647,-0.447186324280187
26,0.99265003,3,14.884210438005983,15.05932,0.17510956199401662
26,0.99265003,4,15.26130990405612,15.250002,-0.011307904056119256
27,1.032356,1,0.7952088007731425,1.4739353,0.6787264992268575
27,1.032356,2,13.23313305611724,12.625769,-0.6073640561172393
27,1.032356,3,14.715611141624132,14.918506,0.20289485837586874
27,1.032356,4,15.121519236886547,15.10866,-0.012859236886546555
28,1.072062,1,1.0986588079696515,1.8672718,0.7686129920303484
28,1.072062,2,12.666670592593599,11.915929,-0.7507415925935987
28,1.072062,3,14.558471300947703,14.798556,0.24008469905229646
28,1.072062,4,14.991464179704087,14.978634,-0.012830179704087286
29,1.111768,1,1.412350731695619,2.2544179,0.842067168304381
29,1.111768,2,12.109597879885381,11.239468,-0.8701298798853809
29,1.111768,3,14.412834501877876,14.697336,0.28450149812212366
29,1.111768,4,14.871128303702116,14.859032,-0.01209630370211734
30,1.151474,1,1.7360829769368487,2.631909,0.8958260230631512
30,1.151474,2,11.56209404218275,10.6022,-0.95989404218275
30,1.151474,3,14.278737903747215,14.612665,0.3339270962527845
30,1.151474,4,14.760494838200561,14.749286,-0.011208838200561289
31,1.19118,1,2.069580046982911,2.9966149,0.9270348530170889
31,1.19118,2,11.024381298665684,10.008466,-1.0159152986656839
31,1.19118,3,14.156213212055622,14.542322,0.3861087879443783
31,1.19118,4,14.659546409775189,14.649059,-0.01048740977518925
32,1.230886,1,2.412570818375797,3.3458134,0.9332425816242029
32,1.230886,2,10.496757346733613,9.4611415,-1.035615846733613
32,1.230886,3,14.04528746252012,14.484092,0.43880453747988035
32,1.230886,4,14.568268281441624,14.558222,-0.010046281441622895
33,1.270592,1,2.7645664015116744,3.6772415,0.9126750984883256
33,1.270592,2,9.979630204206646,8.961704,-1.0179262042066473
33,1.270592,3,13.945982200877609,14.43578,0.48979779912239074
33,1.270592,4,14.486640873273599,14.476867,-0.009773873273598355
34,1.310298,1,3.1249824141374156,3.989106,0.8641235858625844
34,1.310298,2,9.473606926097336,8.510373,-0.9632339260973364
