k_index,distance_inv_angstrom,band,QE_eV,Wannier_eV,error_eV
106,4.1734941,1,-1.2863149215060934,-1.2270471,0.05926782150609333
106,4.1734941,2,11.623540938586656,11.593163,-0.030377938586655162
106,4.1734941,3,19.520663038231177,19.541665,0.021001961768821076
106,4.1734941,4,19.5206630382312,23.28213,3.7614669617688
107,4.2127929,1,-1.4876384045205409,-1.5450892,-0.057450795479459194
107,4.2127929,2,12.162612744803678,12.473251,0.3106382551963218
107,4.2127929,3,19.571790288384417,19.558379,-0.013411288384418185
107,4.2127929,4,19.57179028838451,23.422254,3.8504637116154896
108,4.2520916,1,-1.6778681246259781,-1.8429588,-0.16509067537402178
108,4.2520916,2,12.709353964812065,13.366201,0.6568470351879352
108,4.2520916,3,19.632036296019386,19.587271,-0.04476529601938495
108,4.2520916,4,19.632036296019464,23.539429,3.907392703980534
109,4.2913904,1,-1.8569284251131997,-2.116886,-0.2599575748868004
109,4.2913904,2,13.263467963568502,14.260475,0.9970070364314978
109,4.2913904,3,19.70133009682168,19.630043,-0.07128709682167766
109,4.2913904,4,19.701330096821728,23.631353,3.9300229031782727
110,4.3306891,1,-2.024723213739813,-2.3636902,-0.3389669862601874
110,4.3306891,2,13.824776961524769,15.14426,1.31948303847523
110,4.3306891,3,19.779582533499358,19.688258,-0.09132453349935687
110,4.3306891,4,19.779582533499358,23.696074,3.9164914665006414
111,4.3699879,1,-2.1812096598284567,-2.580929,-0.3997193401715431
111,4.3699879,2,14.392875620067358,16.005761,1.6128853799326421
111,4.3699879,3,19.86665841059645,19.763349,-0.10330941059644871
111,4.3699879,4,19.866658410596504,23.732047,3.865388589403498
112,4.4092866,1,-2.326301466999765,-2.7670222,-0.44072073300023495
112,4.4092866,2,14.967296839508114,16.833444,1.8661471604918862
112,4.4092866,3,19.96239549847588,19.856657,-0.1057384984758798
112,4.4092866,4,19.962395498475896,23.738194,3.775798501524104
113,4.4485854,1,-2.4600106778803417,-2.9213405,-0.46132982211965823
113,4.4485854,2,15.547583424541404,17.616188,2.068604575458597
113,4.4485854,3,20.066540140441752,19.969548,-0.09699214044175264
113,4.4485854,4,20.06654014044176,23.713951,3.647410859558242
114,4.4878841,1,-2.5822567851050255,-3.0442487,-0.46199191489497426
114,4.4878841,2,16.133016150943075,18.343227,2.2102108490569243
114,4.4878841,3,20.178782876641908,20.103699,-0.07508387664190863
114,4.4878841,4,20.178782876641918,23.659311,3.4805281233580807
115,4.5271829,1,-2.6929523122584986,-3.1370989,-0.4441465877415012
115,4.5271829,2,16.72270662148437,19.003626,2.2809193785156303
115,4.5271829,3,20.29868840216859,20.261784,-0.03690440216859159
115,4.5271829,4,20.298688402168608,23.574864,3.2761755978313936
116,4.5664816,1,-2.7921385310760027,-3.2021669,-0.4100283689239972
116,4.5664816,2,17.31541928037007,19.584791,2.2693717196299303
116,4.5664816,3,20.42556897918997,20.449056,0.0234870208100304
116,4.5664816,4,20.42556897919003,23.461841,3.036272020809971
117,4.6057804,1,-2.879705515984819,-3.2425341,-0.36282858401518103
117,4.6057804,2,17.909593264020383,20.070495,2.1609017359796177
117,4.6057804,3,20.558504295974984,20.675292,0.1167877040250147
117,4.6057804,4,20.558504295975016,23.322187,2.7636827040249834
118,4.6450791,1,-2.9556791199625563,-3.2619166,-0.3062374800374439
118,4.6450791,2,18.502785764153217,20.449064,1.9462782358467834
118,4.6450791,3,20.696012298840166,20.946408,0.2503957011598352
118,4.6450791,4,20.696012298840227,23.158737,2.4627247011597717
119,4.6843779,1,-3.0200667509504746,-3.2644504,-0.24438364904952525
119,4.6843779,2,19.09123180364353,20.741381,1.6501491963564696
119,4.6843779,3,20.83577959741204,21.235902,0.40012240258796083
119,4.6843779,4,20.835779597412053,22.975657,2.139877402587949
120,4.7236766,1,-3.0727515416664652,-3.2544439,-0.1816923583335348
120,4.7236766,2,19.669037029037813,20.986559,1.3175219709621864
120,4.7236766,3,20.97409490229434,21.497757,0.5236620977056603
120,4.7236766,4,20.97409490229434,22.779699,1.805604097705661
121,4.7629754,1,-3.113747917161096,-3.2361137,-0.1223657828389042
121,4.7629754,2,20.225229760936028,21.200576,0.975346239063974
121,4.7629754,3,21.10472696794707,21.703849,0.5991220320529322
121,4.7629754,4,21.10472696794707,22.583933,1.4792060320529288
122,4.8022741,1,-3.1430816957098666,-3.2133196,-0.07023790429013355
122,4.8022741,2,20.73713586375667,21.367374,0.6302381362433316
122,4.8022741,3,21.217452155204256,21.84172,0.6242678447957424
122,4.8022741,4,21.217452155204295,22.418621,1.2011688447957063
123,4.8415729,1,-3.1607025055246334,-3.1893202,-0.028617694475366662
123,4.8415729,2,21.149061710446823,21.428511,0.2794492895531775
123,4.8415729,3,21.297003581004056,21.911065,0.614061418995945
123,4.8415729,4,21.297003581004113,22.34482,1.047816418995886
124,4.8808716,1,-3.1665642422585587,-3.1665642,4.2258558874408436e-08
124,4.8808716,2,21.326269887354133,21.32627,1.1264586774473173e-07
124,4.8808716,3,21.326269887354183,21.934007,0.6077371126458182
124,4.8808716,4,21.326269887354208,22.400752,1.0744821126457929
125,4.9209807,1,-3.1604586140446314,-3.2000206,-0.03956198595536886
125,4.9209807,2,21.174077156663568,21.433533,0.2594558433364327
125,4.9209807,3,21.226904787091474,21.875758,0.6488532129085272
125,4.9209807,4,21.332201729799216,22.292474,0.9602722702007824
126,4.9610898,1,-3.142117925818283,-3.2336921,-0.09157417418171665
126,4.9610898,2,20.8137897263089,21.339806,0.5260162736910985
126,4.9610898,3,20.980730630979526,21.858044,0.8773133690204737
126,4.9610898,4,21.34999687761767,22.25913,0.9091331223823289
127,5.001199,1,-3.1115514554214485,-3.2653784,-0.1538269445785514
127,5.001199,2,20.362086293251508,21.11914,0.7570537067484935
127,5.001199,3,20.660234305165048,21.760367,1.1001326948349508
127,5.001199,4,21.379658412234793,22.347019,0.9673605877652065
128,5.0413081,1,-3.0688465809884704,-3.2921928,-0.22334621901152962
128,5.0413081,2,19.871340964965942,20.843176,0.9718350350340579
128,5.0413081,3,20.303012879109655,21.576787,1.2737741208903444
128,5.0413081,4,21.42117595215424,22.490434,1.0692580478457607
129,5.0814172,1,-3.013944159625537,-3.3107371,-0.2967929403744627
129,5.0814172,2,19.363803003622422,20.533037,1.169233996377578
129,5.0814172,3,19.925713773051683,21.339997,1.4142832269483172
129,5.0814172,4,21.474562054946315,22.635773,1.1612109450536856
130,5.1215263,1,-2.9469161040947305,-3.3173103,-0.37039419590526945
130,5.1215263,2,18.850220770425633,20.195336,1.3451152295743682
130,5.1215263,3,19.536305275908322,21.061906,1.525600724091678
130,5.1215263,4,21.53978140810185,22.765033,1.2252515918981501
131,5.1616354,1,-2.867806261882217,-3.3081383,-0.4403320381177829
131,5.1616354,2,18.33649516734593,19.832603,1.4961078326540687
131,5.1616354,3,19.13923170141544,20.748148,1.6089162985845604
131,5.1616354,4,21.616843500243643,22.870958,1.2541144997563585
132,5.2017445,1,-2.776557741338539,-3.2796066,-0.5030488586614612
132,5.2017445,2,17.826188472268854,19.446115,1.6199265277311454
132,5.2017445,3,18.737350884731747,20.402853,1.6655021152682536
132,5.2017445,4,21.70574088142504,22.949524,1.2437831185749602
133,5.2418537,1,-2.673255929432803,-3.2284802,-0.555224270567197
133,5.2418537,2,17.321511151582342,19.036891,1.7153798484176583
133,5.2418537,3,18.332653012927945,20.029768,1.6971149870720552
133,5.2418537,4,21.806486621912047,22.99789,1.191403378087955
134,5.2819628,1,-2.5579270501712728,-3.1520963,-0.5941692498287274
134,5.2819628,2,16.824050325012177,18.606085,1.7820346749878233
134,5.2819628,3,17.92658375850876,19.632555,1.7059712414912411
134,5.2819628,4,21.91902548384982,23.013752,1.0947265161501818
135,5.3220719,1,-2.430611762676479,-3.0485162,-0.6179044373235207
135,5.3220719,2,16.334788280066956,18.155137,1.820348719933044
135,5.3220719,3,17.520373366785787,19.214859,1.6944856332142137
135,5.3220719,4,22.043375170866558,22.995147,0.9517718291334418
136,5.362181,1,-2.2914014955851383,-2.9166283,-0.6252268044148619
136,5.362181,2,15.854522021569823,17.6858,1.8312779784301778
136,5.362181,3,17.115094168605488,18.780292,1.6651978313945115
136,5.362181,4,22.179501141859276,22.940438,0.7609368581407239
137,5.4022901,1,-2.1402732653687333,-2.7561968,-0.6159235346312668
137,5.4022901,2,15.383778290261436,17.200114,1.8163357097385635
137,5.4022901,3,16.71163407445844,18.33237,1.6207359255415597
137,5.4022901,4,22.327408578102897,22.84838,0.5209714218971015
138,5.4423993,1,-1.9773318373251745,-2.5678577,-0.5905258626748253
138,5.4423993,2,14.922955936489513,16.700357,1.7774010635104869
138,5.4423993,3,16.310760864679413,17.874412,1.5636511353205869
138,5.4423993,4,22.487073411455295,22.718225,0.23115158854470508
139,5.4825084,1,-1.8026263613772522,-2.3530641,-0.5504377386227479
139,5.4825084,2,14.472358185624318,16.188983,1.7166248143756828
139,5.4825084,3,15.913192730593948,17.409422,1.4962292694060508
139,5.4825084,4,22.42776083937331,22.549835,0.12207416062669196
140,5.5226175,1,-1.616212303427049,-2.1139898,-0.4977774965729511
140,5.5226175,2,14.032214820522146,15.668564,1.636349179477854
140,5.5226175,3,15.519582870417489,16.939991,1.4204081295825102
140,5.5226175,4,22.093634031456723,22.343795,0.25016096854327685
141,5.5627266,1,-1.4181742362481233,-1.8534005,-0.4352262637518767
141,5.5627266,2,13.602700746557343,15.141732,1.5390312534426567
141,5.5627266,3,15.130492508080769,16.468204,1.3377114919192312
141,5.5627266,4,21.739075922495477,22.10149,0.36241407750452126
142,5.6028357,1,-1.208562374336317,-1.5745033,-0.36594092566368297
142,5.6028357,2,13.183926248396885,14.611114,1.4271877516031157
142,5.6028357,3,14.74644822561906,15.995611,1.24916277438094
142,5.6028357,4,21.37760607091774,21.825159,0.44755292908225996
143,5.6429448,1,-0.9875138741356831,-1.2807867,-0.2932728258643168
143,5.6429448,2,12.776024388213322,14.079285,1.303260611786678
143,5.6429448,3,14.367995262736427,15.523236,1.1552407372635738
143,5.6429448,4,21.01628117273981,21.517901,0.501619827260189
144,5.683054,1,-0.7550207467616665,-0.97585975,-0.2208390032383335
144,5.683054,2,12.379078307571167,13.548719,1.1696406924288336
144,5.683054,3,13.995548956000453,15.05165,1.056101043999547
144,5.683054,4,20.65901418006718,21.183637,0.5246228199328193
145,5.7231631,1,-0.5111845000154107,-0.66329786,-0.1521133599845893
145,5.7231631,2,11.993129309721414,13.021762,1.0286326902785863
145,5.7231631,3,13.629576452569443,14.581089,0.951512547430557
145,5.7231631,4,20.307985929541452,20.827015,0.5190290704585472
146,5.7632722,1,-0.25612816368610275,-0.34650085,-0.09037268631389728
146,5.7632722,2,11.618218268695708,12.500611,0.8823927313042912
146,5.7632722,3,13.270405964884278,14.111621,0.8412150351157219
146,5.7632722,4,19.964554369017783,20.453273,0.48871863098221624
147,5.8033813,1,0.010076529612062275,-0.028563999,-0.038640528612062276
147,5.8033813,2,11.25437340805673,11.987318,0.7329445919432693
147,5.8033813,3,12.918438608176988,13.643345,0.7249063918230121
147,5.8033813,4,19.6295874070964,20.068044,0.43845659290360217
148,5.8434904,1,0.28733463264492437,0.2878376,0.0005029673550756564
148,5.8434904,2,10.901612677769354,11.483793,0.5821803222306468
148,5.8434904,3,12.574019061578523,13.17661,0.6025909384214767
148,5.8434904,4,19.303659572036487,19.677126,0.37346642796351404
149,5.8835996,1,0.5755925972365151,0.60055331,0.024960712763484882
149,5.8835996,2,10.559926885906876,10.991821,0.43189411409312406
149,5.8835996,3,12.237526001782328,12.712232,0.47470599821767223
149,5.8835996,4,18.987144396361245,19.286224,0.29907960363875574
150,5.9237087,1,0.8746516628499796,0.90805114,0.03339947715002034
150,5.9237087,2,10.229357076301106,10.513075,0.2837179236988945
150,5.9237087,3,11.909154796827833,12.251668,0.3425132031721674
150,5.9237087,4,18.680346856413028,18.900695,0.2203481435869712
151,5.9638178,1,1.1844488675443512,1.2095022,0.02505333245564878
151,5.9638178,2,9.909881026155233,10.049132,0.13925097384476715
151,5.9638178,3,11.589251261093935,11.797137,0.20788573890606443
151,5.9638178,4,18.383438247715947,18.525312,0.1418737522840523
152,6.0039269,1,1.504852986527344,1.504853,1.3472656101853886e-08
152,6.0039269,2,9.601491396413438,9.6014914,3.5865621583752727e-09
152,6.0039269,3,11.278081510741892,11.351636,0.07355448925810748
152,6.0039269,4,18.096534047646706,18.164079,0.06754495235329472
153,6.044036,1,1.8357835688354387,1.7948796,-0.040903968835438675
153,6.044036,2,9.304177650743629,9.1715955,-0.13258215074362845
153,6.044036,3,10.975976576931297,10.918849,-0.057127576931296886
153,6.044036,4,17.819758815574804,17.820128,0.0003691844251960674
154,6.0841451,1,2.177051154611367,2.0812147,-0.09583645461136703
154,6.0841451,2,9.017924684188248,8.7608461,-0.2570785841882479
154,6.0841451,3,10.683093027857879,10.502944,-0.18014902785787967
154,6.0841451,4,17.55315721672054,17.495684,-0.05747321672053829
155,6.1242543,1,2.5285018436930113,2.3663326,-0.16216924369301156
155,6.1242543,2,8.742712297500475,8.3706222,-0.3720900975004753
155,6.1242543,3,10.399717166436576,10.108293,-0.29142416643657576
155,6.1242543,4,17.29676182043854,17.192115,-0.10464682043853912
156,6.1643634,1,2.890037807177932,2.6534741,-0.23656370717793207
156,6.1643634,2,8.478516020946882,8.0022838,-0.47623222094688167
156,6.1643634,3,10.126111807291634,9.7391551,-0.38695670729163467
156,6.1643634,4,17.050596170886745,16.910038,-0.14055817088674516
157,6.2044725,1,3.2614029392422177,2.9464855,-0.3149174392422176
157,6.2044725,2,8.225341343480746,7.6571524,-0.5681889434807461
157,6.2044725,3,9.862555960847224,9.3994118,-0.4631441608472251
157,6.2044725,4,16.814690953892068,16.649457,-0.1652339538920664
158,6.2445816,1,3.642357307168874,3.2495416,-0.3928157071688738
158,6.2445816,2,7.983145722864136,7.3364646,-0.6466811228641358
158,6.2445816,3,9.609284575165491,9.0924076,-0.5168769751654914
158,6.2445816,4,16.589023515075926,16.409912,-0.17911151507592749
159,6.2846907,1,4.032700854365271,3.5667093,-0.4659915543652713
159,6.2846907,2,7.751920746838334,7.0413046,-0.7106161468383343
159,6.2846907,3,9.366688713341903,8.8209806,-0.5457081133419024
159,6.2846907,4,16.373606139228176,16.190613,-0.18299313922817717
160,6.3247999,1,4.432020744251041,3.9012903,-0.530730444251041
160,6.3247999,2,7.531636779795774,6.7725418,-0.7590949797957744
160,6.3247999,3,9.135048947286235,8.5877435,-0.5473054472862344
160,6.3247999,4,16.168415608017114,15.990549,-0.17786660801711385
161,6.364909,1,4.8398320803876915,4.2548284,-0.5850036803876915
161,6.364909,2,7.322271789605605,6.5308213,-0.7914504896056043
161,6.364909,3,8.914885356472933,8.3957049,-0.5191804564729328
161,6.364909,4,15.973436122556512,15.80856,-0.16487612255651207
162,6.4050181,1,5.25538904633763,4.625539,-0.62985004633763
162,6.4050181,2,7.123803266941649,6.3167115,-0.8070917669416486
162,6.4050181,3,8.70690981474448,8.249383,-0.45752681474447954
162,6.4050181,4,15.788647942383783,15.643374,-0.145273942383783
163,6.4451272,1,5.677462246044161,5.0055171,-0.6719451460441617
163,6.4451272,2,6.9361986910043365,6.1314042,-0.8047944910043361
163,6.4451272,3,8.512292225323867,8.1566643,-0.35562792532386744
163,6.4451272,4,15.614019641849117,15.493629,-0.12039064184911652
164,6.4852363,1,6.1036109083791334,5.3738297,-0.7297812083791335
164,6.4852363,2,6.759457119258854,5.9807035,-0.778753619258854
164,6.4852363,3,8.333375253854172,8.1315681,-0.2018071538541708
164,6.4852363,4,15.44954736056121,15.357873,-0.09167436056121048
165,6.5253454,1,6.528328327557222,5.6502739,-0.8780544275572222
165,6.5253454,2,6.593546343001797,5.9187059,-0.6748404430017967
165,6.5253454,3,8.175577888553184,8.1967246,0.021146711446816013
165,6.5253454,4,15.295196937287491,15.234573,-0.060623937287491714
166,6.5654546,1,6.438445569062246,5.6492035,-0.7892420690622464
166,6.5654546,2,6.935524985500353,6.0974967,-0.8380282855003536
166,6.5654546,3,8.054720636240425,8.3798353,0.32511466375957454
166,6.5654546,4,15.15094347190636,15.122139,-0.028804471906358486
