mu_star,Tc_QE_rounded_input_K,Tc_spectrum_simple_K,Tc_spectrum_full_AD_K
0.08,1.451695003148544,1.4529395209652762,1.4728532881144523
0.09,1.1279429342599712,1.1290083853432091,1.1437989617771491
0.1,0.8544800808337091,0.8553734937652986,0.8660992440043367
0.11,0.6286039608338347,0.6293351329353829,0.6368982603067329
0.12,0.4468699564113336,0.4474514470111854,0.4526113550788525
0.13,0.30512586089554744,0.30557281832587213,0.3089580251282476
0.14,0.19859760425283182,0.1989273842533013,0.201046764814611
0.15,0.122035513641852,0.12226705731240031,0.1235210970548944
0.16,0.0699255066694259,0.07007847100854286,0.07077108908860193
