route,sigma_Ry,frequency_THz,a2F,cumulative_lambda
lambda.x,0.005,8.3972,0.33073,0.2586658139632614
lambda.x,0.005,8.4042,0.36326,0.25924407958064716
lambda.x,0.005,8.4112,0.39775,0.2598776619419853
lambda.x,0.005,8.4182,0.43415,0.2605696883988101
lambda.x,0.005,8.4252,0.4724,0.2613231870773407
lambda.x,0.005,8.4322,0.51237,0.26214102078911145
lambda.x,0.005,8.4392,0.55391,0.2630258128797822
lambda.x,0.005,8.4462,0.5968,0.26397987341979373
lambda.x,0.005,8.4532,0.64075,0.2650050842619288
lambda.x,0.005,8.4602,0.68545,0.2661028259447685
lambda.x,0.005,8.4672,0.73048,0.2672738718639175
lambda.x,0.005,8.4742,0.77541,0.2685182910792787
lambda.x,0.005,8.4812,0.8197,0.26983535159190575
lambda.x,0.005,8.4882,0.86282,0.2712234404451253
lambda.x,0.005,8.4952,0.90415,0.2726800007165817
lambda.x,0.005,8.5023,0.94308,0.27422319469598677
lambda.x,0.005,8.5093,0.97896,0.2758049599537808
lambda.x,0.005,8.5163,1.01117,0.27744141560337704
lambda.x,0.005,8.5233,1.0391,0.2791259401350599
lambda.x,0.005,8.5303,1.06219,0.2808509678282045
lambda.x,0.005,8.5373,1.07994,0.28260808207545124
lambda.x,0.005,8.5443,1.09191,0.284388116523763
lambda.x,0.005,8.5513,1.09778,0.28618130491668886
lambda.x,0.005,8.5583,1.09733,0.2879774630806142
lambda.x,0.005,8.5653,1.09046,0.289766170153668
lambda.x,0.005,8.5723,1.07717,0.29153694908775646
lambda.x,0.005,8.5793,1.05763,0.2932794871964426
lambda.x,0.005,8.5863,1.03209,0.2949838395450571
lambda.x,0.005,8.5933,1.00093,0.29664059886866156
lambda.x,0.005,8.6003,0.96465,0.29824109738845006
lambda.x,0.005,8.6073,0.92382,0.29977755900474135
lambda.x,0.005,8.6143,0.87909,0.30124321833415973
lambda.x,0.005,8.6213,0.83117,0.3026324311505443
lambda.x,0.005,8.6283,0.78079,0.30394073568745394
lambda.x,0.005,8.6353,0.72871,0.3051648893469611
lambda.x,0.005,8.6423,0.67567,0.30630287286751423
lambda.x,0.005,8.6493,0.62239,0.30735385397638626
lambda.x,0.005,8.6563,0.56954,0.3083181269293563
lambda.x,0.005,8.6633,0.51774,0.30919702803492527
lambda.x,0.005,8.6703,0.46753,0.3099928272990641
lambda.x,0.005,8.6773,0.41939,0.3107086124205866
lambda.x,0.005,8.6843,0.3737,0.3113481571462253
lambda.x,0.005,8.6913,0.33077,0.31191578207600734
lambda.x,0.005,8.6983,0.29081,0.31241621604842645
lambda.x,0.005,8.7054,0.25397,0.31286072444045904
lambda.x,0.005,8.7124,0.22031,0.3132419499946646
lambda.x,0.005,8.7194,0.18982,0.3135713475518841
lambda.x,0.005,8.7264,0.16246,0.31385405596800997
lambda.x,0.005,8.7334,0.1381,0.3140950654530252
lambda.x,0.005,8.7404,0.11661,0.31429914591043706
lambda.x,0.005,8.7474,0.0978,0.31447079962848346
lambda.x,0.005,8.7544,0.08147,0.3146142061261061
lambda.x,0.005,8.7614,0.06741,0.31473320719930165
lambda.x,0.005,8.7684,0.05541,0.31483130001039794
lambda.x,0.005,8.7754,0.04524,0.31491162223444025
lambda.x,0.005,8.7824,0.0367,0.31497696116351515
lambda.x,0.005,8.7894,0.02958,0.3150297707707462
lambda.x,0.005,8.7964,0.02371,0.3150721966387665
lambda.x,0.005,8.8034,0.0189,0.3151060928692708
lambda.x,0.005,8.8104,0.01501,0.31513304683254056
lambda.x,0.005,8.8174,0.0119,0.31515441974062586
lambda.x,0.005,8.8244,0.00945,0.31517136323033684
lambda.x,0.005,8.8314,0.00758,0.31518486759814063
lambda.x,0.005,8.8384,0.00619,0.31519577817661093
lambda.x,0.005,8.8454,0.00523,0.3152048195220896
lambda.x,0.005,8.8524,0.00466,0.3152126432729505
lambda.x,0.005,8.8594,0.00445,0.3152198441888291
lambda.x,0.005,8.8664,0.0046,0.3152269919164611
lambda.x,0.005,8.8734,0.00511,0.31523465475390977
lambda.x,0.005,8.8804,0.00603,0.3152434390674593
lambda.x,0.005,8.8874,0.00739,0.31525401283168164
lambda.x,0.005,8.8944,0.00928,0.3152671369034796
lambda.x,0.005,8.9015,0.01178,0.31528394065514287
lambda.x,0.005,8.9085,0.01501,0.3153049986161072
lambda.x,0.005,8.9155,0.01911,0.31533179717597215
lambda.x,0.005,8.9225,0.02426,0.31536583416442193
lambda.x,0.005,8.9295,0.03064,0.31540888620871066
lambda.x,0.005,8.9365,0.03847,0.31546303919196295
lambda.x,0.005,8.9435,0.04801,0.3155307499244557
lambda.x,0.005,8.9505,0.05952,0.3156148762904775
lambda.x,0.005,8.9575,0.07331,0.315718715067534
lambda.x,0.005,8.9645,0.08969,0.3158460396284081
lambda.x,0.005,8.9715,0.109,0.31600112186058454
lambda.x,0.005,8.9785,0.13156,0.3161887384256739
lambda.x,0.005,8.9855,0.15772,0.3164141769640191
lambda.x,0.005,8.9925,0.18779,0.31668322673699295
lambda.x,0.005,8.9995,0.22208,0.31700214592860837
lambda.x,0.005,9.0065,0.26086,0.31737762909847445
lambda.x,0.005,9.0135,0.30432,0.31781671260796474
lambda.x,0.005,9.0205,0.35261,0.3183266803893267
lambda.x,0.005,9.0275,0.4058,0.3189149701043855
lambda.x,0.005,9.0345,0.46384,0.31958901765824144
lambda.x,0.005,9.0415,0.52657,0.32035607906481833
lambda.x,0.005,9.0485,0.59374,0.32122307621597956
lambda.x,0.005,9.0555,0.66492,0.3221963891482061
lambda.x,0.005,9.0625,0.73959,0.32328164905802653
lambda.x,0.005,9.0695,0.81705,0.32448353217028414
lambda.x,0.005,9.0765,0.8965,0.3258055466356799
lambda.x,0.005,9.0835,0.977,0.32724985112250715
lambda.x,0.005,9.0905,1.0575,0.3288170663829785
lambda.x,0.005,9.0975,1.13686,0.3305061260346968
lambda.x,0.005,9.1046,1.21387,0.33233997732253967
lambda.x,0.005,9.1116,1.28731,0.3342622294978679
lambda.x,0.005,9.1186,1.35591,0.33629208746340095
lambda.x,0.005,9.1256,1.41848,0.3384210451386499
lambda.x,0.005,9.1326,1.47386,0.34063881407000274
lambda.x,0.005,9.1396,1.52101,0.34293344379559737
lambda.x,0.005,9.1466,1.559,0.345291503027228
lambda.x,0.005,9.1536,1.5871,0.34769832131146505
lambda.x,0.005,9.1606,1.60474,0.3501382680268986
lambda.x,0.005,9.1676,1.61155,0.35259503029244305
lambda.x,0.005,9.1746,1.6074,0.3550519508764741
lambda.x,0.005,9.1816,1.59239,0.3574923877125195
lambda.x,0.005,9.1886,1.5668,0.35990002633037377
lambda.x,0.005,9.1956,1.53115,0.36225919868087975
lambda.x,0.005,9.2026,1.48616,0.3645552159955674
lambda.x,0.005,9.2096,1.4327,0.3667746319507725
lambda.x,0.005,9.2166,1.37178,0.3689054592331356
lambda.x,0.005,9.2236,1.30454,0.3709373700987788
lambda.x,0.005,9.2306,1.23217,0.37286182791470796
lambda.x,0.005,9.2376,1.15591,0.3746721575337647
lambda.x,0.005,9.2446,1.07701,0.37636358511509144
lambda.x,0.005,9.2516,0.99668,0.3779332096745984
lambda.x,0.005,9.2586,0.91608,0.3793799293511349
lambda.x,0.005,9.2656,0.83629,0.38070433772625945
lambda.x,0.005,9.2726,0.75826,0.3819085601253787
lambda.x,0.005,9.2796,0.68284,0.38299607542115893
lambda.x,0.005,9.2866,0.61075,0.38397153852588484
lambda.x,0.005,9.2936,0.54256,0.38484056587517734
lambda.x,0.005,9.3007,0.47872,0.38562051049588386
lambda.x,0.005,9.3077,0.41951,0.38629630925372266
lambda.x,0.005,9.3147,0.36514,0.3868862110748192
lambda.x,0.005,9.3217,0.31565,0.3873976468450949
lambda.x,0.005,9.3287,0.27102,0.3878380457464008
lambda.x,0.005,9.3357,0.23112,0.3882147077601434
lambda.x,0.005,9.3427,0.19575,0.38853466912809914
lambda.x,0.005,9.3497,0.16468,0.3888046282345064
lambda.x,0.005,9.3567,0.13759,0.3890308568254165
lambda.x,0.005,9.3637,0.11418,0.3892191489047834
lambda.x,0.005,9.3707,0.09411,0.38937480723350887
lambda.x,0.005,9.3777,0.07704,0.38950261491634297
lambda.x,0.005,9.3847,0.06264,0.38960684441184806
lambda.x,0.005,9.3917,0.05058,0.389691266514343
lambda.x,0.005,9.3987,0.04057,0.3897591816403408
lambda.x,0.005,9.4057,0.03232,0.3898134510207342
lambda.x,0.005,9.4127,0.02557,0.38985652031801304
lambda.x,0.005,9.4197,0.0201,0.3898904728972443
lambda.x,0.005,9.4267,0.01569,0.3899170606275709
lambda.x,0.005,9.4337,0.01216,0.38993773454730996
lambda.x,0.005,9.4407,0.00937,0.3899537050961883
lambda.x,0.005,9.4477,0.00716,0.38996595766909453
lambda.x,0.005,9.4547,0.00545,0.3899752976941576
lambda.x,0.005,9.4617,0.00411,0.3899823734041475
lambda.x,0.005,9.4687,0.00309,0.3899876984524391
lambda.x,0.005,9.4757,0.00231,0.3899916892911718
lambda.x,0.005,9.4827,0.00173,0.3899946728238462
lambda.x,0.005,9.4897,0.0013,0.38999690882070986
lambda.x,0.005,9.4967,0.00098,0.3899985901113204
lambda.x,0.005,9.5038,0.00076,0.3899998905597722
lambda.x,0.005,9.5108,0.00062,0.39000090665919945
lambda.x,0.005,9.5178,0.00054,0.39000176013313914
lambda.x,0.005,9.5248,0.00052,0.3900025394439965
lambda.x,0.005,9.5318,0.00055,0.39000332551537037
lambda.x,0.005,9.5388,0.00063,0.39000419174879364
lambda.x,0.005,9.5458,0.00077,0.3900052187173302
lambda.x,0.005,9.5528,0.00097,0.39000649414992833
lambda.x,0.005,9.5598,0.00125,0.3900081202274095
lambda.x,0.005,9.5668,0.00161,0.3900102135508863
lambda.x,0.005,9.5738,0.00208,0.39001291240047853
lambda.x,0.005,9.5808,0.00269,0.39001639860682047
lambda.x,0.005,9.5878,0.00345,0.3900208828219401
lambda.x,0.005,9.5948,0.0044,0.3900266117200705
lambda.x,0.005,9.6018,0.00558,0.3900338897794453
lambda.x,0.005,9.6088,0.00703,0.3900430791137962
lambda.x,0.005,9.6158,0.00879,0.3900545993044647
lambda.x,0.005,9.6228,0.01093,0.3900689490562942
lambda.x,0.005,9.6298,0.01351,0.39008672052157467
lambda.x,0.005,9.6368,0.01658,0.39010858449549746
lambda.x,0.005,9.6438,0.02021,0.3901352974410084
lambda.x,0.005,9.6508,0.02448,0.3901677230105674
lambda.x,0.005,9.6578,0.02945,0.3902068244925081
lambda.x,0.005,9.6648,0.03521,0.3902536717545401
lambda.x,0.005,9.6718,0.04181,0.3903094337133014
lambda.x,0.005,9.6788,0.04934,0.39037537802674566
lambda.x,0.005,9.6858,0.05785,0.39045287082953223
lambda.x,0.005,9.6928,0.06739,0.39054334754012043
lambda.x,0.005,9.6998,0.07801,0.39064831266069866
lambda.x,0.005,9.7069,0.08973,0.3907710459142699
lambda.x,0.005,9.7139,0.10256,0.39090965995734783
lambda.x,0.005,9.7209,0.11649,0.3910674506295333
lambda.x,0.005,9.7279,0.13149,0.3912459523811403
lambda.x,0.005,9.7349,0.14752,0.3914466460012908
lambda.x,0.005,9.7419,0.16449,0.3916709156542884
lambda.x,0.005,9.7489,0.18231,0.3919200132299158
lambda.x,0.005,9.7559,0.20084,0.39219502284748015
lambda.x,0.005,9.7629,0.21995,0.3924968326313893
lambda.x,0.005,9.7699,0.23947,0.3928261137836181
lambda.x,0.005,9.7769,0.25921,0.3931832782262231
lambda.x,0.005,9.7839,0.27897,0.39356845786953437
lambda.x,0.005,9.7909,0.29853,0.3939814839596089
lambda.x,0.005,9.7979,0.31768,0.3944218807831446
lambda.x,0.005,9.8049,0.3362,0.39488886654949046
lambda.x,0.005,9.8119,0.35387,0.39538134712510986
lambda.x,0.005,9.8189,0.37047,0.39589791692458937
lambda.x,0.005,9.8259,0.38579,0.39643686692250185
lambda.x,0.005,9.8329,0.39966,0.39699622111765265
lambda.x,0.005,9.8399,0.41191,0.39757376576890596
lambda.x,0.005,9.8469,0.42237,0.3981670500714469
lambda.x,0.005,9.8539,0.43094,0.39877343655714564
lambda.x,0.005,9.8609,0.43751,0.3993901442525867
lambda.x,0.005,9.8679,0.44202,0.40001427745619583
lambda.x,0.005,9.8749,0.44442,0.4006428686209195
lambda.x,0.005,9.8819,0.4447,0.40127291398118653
lambda.x,0.005,9.8889,0.44287,0.4019014161474435
lambda.x,0.005,9.8959,0.43898,0.402525426539956
lambda.x,0.005,9.903,0.43308,0.403150879652829
lambda.x,0.005,9.91,0.42527,0.40375739760216456
lambda.x,0.005,9.917,0.41565,0.4043511802731063
lambda.x,0.005,9.924,0.40435,0.40492978302713356
lambda.x,0.005,9.931,0.39152,0.4054909638234593
lambda.x,0.005,9.938,0.37731,0.4060326967453011
lambda.x,0.005,9.945,0.3619,0.40655319250731115
lambda.x,0.005,9.952,0.34546,0.40705091187197595
lambda.x,0.005,9.959,0.32818,0.4075245719702196
lambda.x,0.005,9.966,0.31025,0.4079731596385197
lambda.x,0.005,9.973,0.29185,0.40839592364247035
lambda.x,0.005,9.98,0.27318,0.40879238095074977
lambda.x,0.005,9.987,0.2544,0.40916230197453357
lambda.x,0.005,9.994,0.23571,0.4095057098375151
lambda.x,0.005,10.001,0.21725,0.40982286568917026
lambda.x,0.005,10.008,0.19918,0.41011424003155217
lambda.x,0.005,10.015,0.18164,0.4103805121435681
lambda.x,0.005,10.022,0.16474,0.4106225345645365
lambda.x,0.005,10.029,0.14859,0.4108413116563703
lambda.x,0.005,10.036,0.13328,0.4110379852300691
lambda.x,0.005,10.043,0.11887,0.41121379930249513
lambda.x,0.005,10.05,0.10542,0.41137007890141386
lambda.x,0.005,10.057,0.09294,0.41150819503823993
lambda.x,0.005,10.064,0.08146,0.41162954368936255
lambda.x,0.005,10.071,0.07098,0.4117355387857442
lambda.x,0.005,10.078,0.06148,0.4118275774194031
lambda.x,0.005,10.085,0.05293,0.4119070190575212
lambda.x,0.005,10.092,0.04529,0.411975171769674
lambda.x,0.005,10.099,0.03851,0.41203327850280985
lambda.x,0.005,10.1061,0.03255,0.4120832204414285
lambda.x,0.005,10.1131,0.02733,0.4121246832787903
lambda.x,0.005,10.1201,0.02281,0.41215937783905526
lambda.x,0.005,10.1271,0.01892,0.4121882331325336
lambda.x,0.005,10.1341,0.01559,0.4122120795070977
lambda.x,0.005,10.1411,0.01277,0.4122316627258957
lambda.x,0.005,10.1481,0.01038,0.4122476373125059
lambda.x,0.005,10.1551,0.00839,0.4122605805744853
lambda.x,0.005,10.1621,0.00674,0.41227100661665245
lambda.x,0.005,10.1691,0.00538,0.41227935273373145
lambda.x,0.005,10.1761,0.00426,0.41228598650537596
lambda.x,0.005,10.1831,0.00336,0.41229122661033124
lambda.x,0.005,10.1901,0.00263,0.4122953429750347
lambda.x,0.005,10.1971,0.00204,0.41229855002866644
lambda.x,0.005,10.2041,0.00157,0.41230102744488023
lambda.x,0.005,10.2111,0.00121,0.41230293395241874
lambda.x,0.005,10.2181,0.00092,0.4123043936960527
lambda.x,0.005,10.2251,0.0007,0.41230550316312675
lambda.x,0.005,10.2321,0.00052,0.41230633811924433
lambda.x,0.005,10.2391,0.00039,0.412306960487441
lambda.x,0.005,10.2461,0.00029,0.41230742523660163
lambda.x,0.005,10.2531,0.00021,0.412307766732039
lambda.x,0.005,10.2601,0.00016,0.41230801926404154
lambda.x,0.005,10.2671,0.00011,0.4123082034216055
lambda.x,0.005,10.2741,8e-05,0.41230833292443086
lambda.x,0.005,10.2811,6e-05,0.4123084282820815
lambda.x,0.005,10.2881,4e-05,0.41230849634965094
lambda.x,0.005,10.2951,3e-05,0.41230854396361405
lambda.x,0.005,10.3022,2e-05,0.41230857843653196
lambda.x,0.005,10.3092,1e-05,0.412308598815914
lambda.x,0.005,10.3162,1e-05,0.4123086123914098
lambda.x,0.005,10.3232,1e-05,0.41230862595769724
lambda.x,0.005,10.3302,0.0,0.4123086327385404
lambda.x,0.005,10.3372,0.0,0.4123086327385404
lambda.x,0.005,10.3442,0.0,0.4123086327385404
lambda.x,0.005,10.3512,0.0,0.4123086327385404
lambda.x,0.005,10.3582,0.0,0.4123086327385404
lambda.x,0.005,10.3652,0.0,0.4123086327385404
lambda.x,0.005,10.3722,0.0,0.4123086327385404
lambda.x,0.005,10.3792,0.0,0.4123086327385404
lambda.x,0.005,10.3862,0.0,0.4123086327385404
lambda.x,0.005,10.3932,0.0,0.4123086327385404
lambda.x,0.005,10.4002,0.0,0.4123086327385404
lambda.x,0.005,10.4072,0.0,0.4123086327385404
lambda.x,0.005,10.4142,0.0,0.4123086327385404
lambda.x,0.005,10.4212,0.0,0.4123086327385404
lambda.x,0.005,10.4282,0.0,0.4123086327385404
lambda.x,0.005,10.4352,0.0,0.4123086327385404
lambda.x,0.005,10.4422,0.0,0.4123086327385404
lambda.x,0.005,10.4492,0.0,0.4123086327385404
lambda.x,0.005,10.4562,0.0,0.4123086327385404
lambda.x,0.005,10.4632,0.0,0.4123086327385404
lambda.x,0.005,10.4702,0.0,0.4123086327385404
lambda.x,0.005,10.4772,0.0,0.4123086327385404
lambda.x,0.005,10.4842,0.0,0.4123086327385404
lambda.x,0.005,10.4912,0.0,0.4123086327385404
lambda.x,0.005,10.4982,0.0,0.4123086327385404
lambda.x,0.005,10.5053,0.0,0.4123086327385404
lambda.x,0.005,10.5123,0.0,0.4123086327385404
lambda.x,0.005,10.5193,0.0,0.4123086327385404
lambda.x,0.005,10.5263,0.0,0.4123086327385404
lambda.x,0.005,10.5333,0.0,0.4123086327385404
lambda.x,0.005,10.5403,0.0,0.4123086327385404
lambda.x,0.005,10.5473,0.0,0.4123086327385404
lambda.x,0.005,10.5543,0.0,0.4123086327385404
lambda.x,0.005,10.5613,0.0,0.4123086327385404
lambda.x,0.005,10.5683,0.0,0.4123086327385404
lambda.x,0.005,10.5753,0.0,0.4123086327385404
lambda.x,0.005,10.5823,0.0,0.4123086327385404
lambda.x,0.005,10.5893,0.0,0.4123086327385404
lambda.x,0.005,10.5963,0.0,0.4123086327385404
lambda.x,0.005,10.6033,0.0,0.4123086327385404
lambda.x,0.005,10.6103,0.0,0.4123086327385404
lambda.x,0.005,10.6173,0.0,0.4123086327385404
lambda.x,0.005,10.6243,0.0,0.4123086327385404
lambda.x,0.005,10.6313,0.0,0.4123086327385404
lambda.x,0.005,10.6383,0.0,0.4123086327385404
lambda.x,0.005,10.6453,0.0,0.4123086327385404
lambda.x,0.005,10.6523,0.0,0.4123086327385404
lambda.x,0.005,10.6593,0.0,0.4123086327385404
lambda.x,0.005,10.6663,0.0,0.4123086327385404
lambda.x,0.005,10.6733,0.0,0.4123086327385404
lambda.x,0.005,10.6803,0.0,0.4123086327385404
lambda.x,0.005,10.6873,0.0,0.4123086327385404
lambda.x,0.005,10.6943,0.0,0.4123086327385404
lambda.x,0.005,10.7014,0.0,0.4123086327385404
lambda.x,0.005,10.7084,0.0,0.4123086327385404
lambda.x,0.005,10.7154,0.0,0.4123086327385404
lambda.x,0.005,10.7224,0.0,0.4123086327385404
lambda.x,0.005,10.7294,0.0,0.4123086327385404
lambda.x,0.005,10.7364,0.0,0.4123086327385404
lambda.x,0.005,10.7434,0.0,0.4123086327385404
lambda.x,0.005,10.7504,0.0,0.4123086327385404
lambda.x,0.005,10.7574,0.0,0.4123086327385404
lambda.x,0.005,10.7644,0.0,0.4123086327385404
lambda.x,0.005,10.7714,0.0,0.4123086327385404
lambda.x,0.005,10.7784,0.0,0.4123086327385404
lambda.x,0.005,10.7854,0.0,0.4123086327385404
lambda.x,0.005,10.7924,0.0,0.4123086327385404
lambda.x,0.005,10.7994,0.0,0.4123086327385404
lambda.x,0.005,10.8064,0.0,0.4123086327385404
lambda.x,0.005,10.8134,0.0,0.4123086327385404
lambda.x,0.005,10.8204,0.0,0.4123086327385404
lambda.x,0.005,10.8274,0.0,0.4123086327385404
lambda.x,0.005,10.8344,0.0,0.4123086327385404
lambda.x,0.005,10.8414,0.0,0.4123086327385404
lambda.x,0.005,10.8484,0.0,0.4123086327385404
lambda.x,0.005,10.8554,0.0,0.4123086327385404
lambda.x,0.005,10.8624,0.0,0.4123086327385404
lambda.x,0.005,10.8694,0.0,0.4123086327385404
lambda.x,0.005,10.8764,0.0,0.4123086327385404
lambda.x,0.005,10.8834,0.0,0.4123086327385404
lambda.x,0.005,10.8904,0.0,0.4123086327385404
lambda.x,0.005,10.8974,0.0,0.4123086327385404
lambda.x,0.005,10.9045,0.0,0.4123086327385404
lambda.x,0.005,10.9115,0.0,0.4123086327385404
lambda.x,0.005,10.9185,0.0,0.4123086327385404
lambda.x,0.005,10.9255,0.0,0.4123086327385404
lambda.x,0.005,10.9325,0.0,0.4123086327385404
lambda.x,0.005,10.9395,0.0,0.4123086327385404
lambda.x,0.005,10.9465,0.0,0.4123086327385404
lambda.x,0.005,10.9535,0.0,0.4123086327385404
lambda.x,0.005,10.9605,0.0,0.4123086327385404
lambda.x,0.005,10.9675,0.0,0.4123086327385404
lambda.x,0.005,10.9745,0.0,0.4123086327385404
lambda.x,0.005,10.9815,0.0,0.4123086327385404
lambda.x,0.005,10.9885,0.0,0.4123086327385404
lambda.x,0.005,10.9955,0.0,0.4123086327385404
lambda.x,0.005,11.0025,0.0,0.4123086327385404
lambda.x,0.005,11.0095,0.0,0.4123086327385404
lambda.x,0.005,11.0165,0.0,0.4123086327385404
lambda.x,0.005,11.0235,0.0,0.4123086327385404
lambda.x,0.005,11.0305,0.0,0.4123086327385404
lambda.x,0.005,11.0375,0.0,0.4123086327385404
lambda.x,0.005,11.0445,0.0,0.4123086327385404
lambda.x,0.005,11.0515,0.0,0.4123086327385404
lambda.x,0.005,11.0585,0.0,0.4123086327385404
lambda.x,0.005,11.0655,0.0,0.4123086327385404
lambda.x,0.005,11.0725,0.0,0.4123086327385404
lambda.x,0.005,11.0795,0.0,0.4123086327385404
lambda.x,0.005,11.0865,0.0,0.4123086327385404
lambda.x,0.005,11.0935,0.0,0.4123086327385404
lambda.x,0.005,11.1006,0.0,0.4123086327385404
lambda.x,0.005,11.1076,0.0,0.4123086327385404
lambda.x,0.005,11.1146,0.0,0.4123086327385404
lambda.x,0.005,11.1216,0.0,0.4123086327385404
lambda.x,0.005,11.1286,0.0,0.4123086327385404
lambda.x,0.005,11.1356,0.0,0.4123086327385404
lambda.x,0.005,11.1426,0.0,0.4123086327385404
lambda.x,0.005,11.1496,0.0,0.4123086327385404
lambda.x,0.005,11.1566,0.0,0.4123086327385404
lambda.x,0.005,11.1636,0.0,0.4123086327385404
lambda.x,0.005,11.1706,0.0,0.4123086327385404
lambda.x,0.005,11.1776,0.0,0.4123086327385404
lambda.x,0.005,11.1846,0.0,0.4123086327385404
lambda.x,0.005,11.1916,0.0,0.4123086327385404
lambda.x,0.005,11.1986,0.0,0.4123086327385404
lambda.x,0.005,11.2056,0.0,0.4123086327385404
lambda.x,0.005,11.2126,0.0,0.4123086327385404
lambda.x,0.005,11.2196,0.0,0.4123086327385404
lambda.x,0.005,11.2266,0.0,0.4123086327385404
lambda.x,0.005,11.2336,0.0,0.4123086327385404
lambda.x,0.005,11.2406,0.0,0.4123086327385404
lambda.x,0.005,11.2476,0.0,0.4123086327385404
lambda.x,0.005,11.2546,0.0,0.4123086327385404
lambda.x,0.005,11.2616,0.0,0.4123086327385404
lambda.x,0.005,11.2686,0.0,0.4123086327385404
lambda.x,0.005,11.2756,0.0,0.4123086327385404
lambda.x,0.005,11.2826,0.0,0.4123086327385404
lambda.x,0.005,11.2896,0.0,0.4123086327385404
lambda.x,0.005,11.2966,0.0,0.4123086327385404
lambda.x,0.005,11.3037,0.0,0.4123086327385404
lambda.x,0.005,11.3107,0.0,0.4123086327385404
lambda.x,0.005,11.3177,0.0,0.4123086327385404
lambda.x,0.005,11.3247,0.0,0.4123086327385404
lambda.x,0.005,11.3317,0.0,0.4123086327385404
lambda.x,0.005,11.3387,0.0,0.4123086327385404
lambda.x,0.005,11.3457,0.0,0.4123086327385404
lambda.x,0.005,11.3527,0.0,0.4123086327385404
lambda.x,0.005,11.3597,0.0,0.4123086327385404
lambda.x,0.005,11.3667,0.0,0.4123086327385404
lambda.x,0.005,11.3737,0.0,0.4123086327385404
lambda.x,0.005,11.3807,0.0,0.4123086327385404
lambda.x,0.005,11.3877,0.0,0.4123086327385404
lambda.x,0.005,11.3947,0.0,0.4123086327385404
lambda.x,0.005,11.4017,0.0,0.4123086327385404
lambda.x,0.005,11.4087,0.0,0.4123086327385404
lambda.x,0.005,11.4157,0.0,0.4123086327385404
lambda.x,0.005,11.4227,0.0,0.4123086327385404
lambda.x,0.005,11.4297,0.0,0.4123086327385404
lambda.x,0.005,11.4367,0.0,0.4123086327385404
lambda.x,0.005,11.4437,0.0,0.4123086327385404
lambda.x,0.005,11.4507,0.0,0.4123086327385404
lambda.x,0.005,11.4577,0.0,0.4123086327385404
lambda.x,0.005,11.4647,0.0,0.4123086327385404
lambda.x,0.005,11.4717,0.0,0.4123086327385404
lambda.x,0.005,11.4787,0.0,0.4123086327385404
lambda.x,0.005,11.4857,0.0,0.4123086327385404
lambda.x,0.005,11.4927,0.0,0.4123086327385404
lambda.x,0.005,11.4997,0.0,0.4123086327385404
lambda.x,0.005,11.5068,0.0,0.4123086327385404
lambda.x,0.005,11.5138,0.0,0.4123086327385404
lambda.x,0.005,11.5208,0.0,0.4123086327385404
lambda.x,0.005,11.5278,0.0,0.4123086327385404
lambda.x,0.005,11.5348,0.0,0.4123086327385404
lambda.x,0.005,11.5418,0.0,0.4123086327385404
lambda.x,0.005,11.5488,0.0,0.4123086327385404
lambda.x,0.005,11.5558,0.0,0.4123086327385404
lambda.x,0.005,11.5628,0.0,0.4123086327385404
lambda.x,0.005,11.5698,0.0,0.4123086327385404
lambda.x,0.005,11.5768,0.0,0.4123086327385404
lambda.x,0.005,11.5838,0.0,0.4123086327385404
lambda.x,0.005,11.5908,0.0,0.4123086327385404
lambda.x,0.005,11.5978,0.0,0.4123086327385404
lambda.x,0.005,11.6048,0.0,0.4123086327385404
lambda.x,0.005,11.6118,0.0,0.4123086327385404
lambda.x,0.005,11.6188,0.0,0.4123086327385404
lambda.x,0.005,11.6258,0.0,0.4123086327385404
lambda.x,0.005,11.6328,0.0,0.4123086327385404
lambda.x,0.005,11.6398,0.0,0.4123086327385404
lambda.x,0.005,11.6468,0.0,0.4123086327385404
lambda.x,0.005,11.6538,0.0,0.4123086327385404
lambda.x,0.005,11.6608,0.0,0.4123086327385404
lambda.x,0.005,11.6678,0.0,0.4123086327385404
lambda.x,0.005,11.6748,0.0,0.4123086327385404
lambda.x,0.005,11.6818,0.0,0.4123086327385404
lambda.x,0.005,11.6888,0.0,0.4123086327385404
lambda.x,0.005,11.6958,0.0,0.4123086327385404
lambda.x,0.005,11.7029,0.0,0.4123086327385404
lambda.x,0.005,11.7099,0.0,0.4123086327385404
lambda.x,0.005,11.7169,0.0,0.4123086327385404
lambda.x,0.005,11.7239,0.0,0.4123086327385404
lambda.x,0.005,11.7309,0.0,0.4123086327385404
lambda.x,0.005,11.7379,0.0,0.4123086327385404
lambda.x,0.005,11.7449,0.0,0.4123086327385404
lambda.x,0.005,11.7519,0.0,0.4123086327385404
lambda.x,0.005,11.7589,0.0,0.4123086327385404
lambda.x,0.005,11.7659,0.0,0.4123086327385404
lambda.x,0.005,11.7729,0.0,0.4123086327385404
lambda.x,0.005,11.7799,0.0,0.4123086327385404
lambda.x,0.005,11.7869,0.0,0.4123086327385404
lambda.x,0.005,11.7939,0.0,0.4123086327385404
lambda.x,0.005,11.8009,0.0,0.4123086327385404
lambda.x,0.005,11.8079,0.0,0.4123086327385404
lambda.x,0.005,11.8149,0.0,0.4123086327385404
lambda.x,0.005,11.8219,0.0,0.4123086327385404
