  0.00000000E+00 -0.31665642E+01
  0.39706001E-01 -0.31570180E+01
  0.79412002E-01 -0.31344101E+01
  0.11911800E+00 -0.30995606E+01
  0.15882400E+00 -0.30535381E+01
  0.19853001E+00 -0.29973629E+01
  0.23823601E+00 -0.29317228E+01
  0.27794201E+00 -0.28567829E+01
  0.31764801E+00 -0.27721396E+01
  0.35735401E+00 -0.26769245E+01
  0.39706001E+00 -0.25700263E+01
  0.43676601E+00 -0.24503724E+01
  0.47647201E+00 -0.23171990E+01
  0.51617802E+00 -0.21702394E+01
  0.55588402E+00 -0.20097735E+01
  0.59559002E+00 -0.18365159E+01
  0.63529602E+00 -0.16513733E+01
  0.67500202E+00 -0.14551469E+01
  0.71470802E+00 -0.12482885E+01
  0.75441402E+00 -0.10308000E+01
  0.79412002E+00 -0.80231195E+00
  0.83382602E+00 -0.56230456E+00
  0.87353203E+00 -0.31038507E+00
  0.91323803E+00 -0.46521394E-01
  0.95294403E+00  0.22884031E+00
  0.99265003E+00  0.51480713E+00
  0.10323560E+01  0.81021379E+00
  0.10720620E+01  0.11139030E+01
  0.11117680E+01  0.14250481E+01
  0.11514740E+01  0.17434311E+01
  0.11911800E+01  0.20695800E+01
  0.12308860E+01  0.24046806E+01
  0.12705920E+01  0.27502193E+01
  0.13102980E+01  0.31073837E+01
  0.13500040E+01  0.34763003E+01
  0.13897100E+01  0.38551939E+01
  0.14294160E+01  0.42393966E+01
  0.14691220E+01  0.46195967E+01
  0.15088280E+01  0.49769673E+01
  0.15485340E+01  0.52675946E+01
  0.15882400E+01  0.53929675E+01
  0.16279460E+01  0.53948050E+01
  0.16676520E+01  0.54076326E+01
  0.17073580E+01  0.54316244E+01
  0.17470641E+01  0.54668941E+01
  0.17867701E+01  0.55135143E+01
  0.18264761E+01  0.55715201E+01
  0.18661821E+01  0.56408846E+01
  0.19058881E+01  0.57214733E+01
  0.19455941E+01  0.58130034E+01
  0.19853001E+01  0.59150395E+01
  0.20250061E+01  0.60270450E+01
  0.20647121E+01  0.61484847E+01
  0.21044181E+01  0.62789550E+01
  0.21441241E+01  0.64183085E+01
  0.21838301E+01  0.65667590E+01
  0.22235361E+01  0.67249667E+01
  0.22632421E+01  0.68941174E+01
  0.23029481E+01  0.70759894E+01
  0.23426541E+01  0.72729763E+01
  0.23823601E+01  0.74880098E+01
  0.24224692E+01  0.73995463E+01
  0.24625783E+01  0.72024408E+01
  0.25026874E+01  0.69609876E+01
  0.25427965E+01  0.67037289E+01
  0.25829057E+01  0.64434792E+01
  0.26230148E+01  0.61879979E+01
  0.26631239E+01  0.59430486E+01
  0.27032330E+01  0.57130279E+01
  0.27433421E+01  0.55009069E+01
  0.27834513E+01  0.53080786E+01
  0.28235604E+01  0.51343393E+01
