G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                              41         1.5882400463      0.5000000000      0.0000000000      0.5000000000
W                              61         2.3823600695      0.5000000000      0.2500000000      0.7500000000
L                              89         3.5054153764      0.5000000000      0.5000000000      0.5000000000
G                             124         4.8808716038      0.0000000000      0.0000000000      0.0000000000
K                             166         6.5654545641      0.3750000000      0.3750000000      0.7500000000
