sweep,energy_per_spin,M2,cos_x,cos_y,current_x,current_y,current_x2,current_y2,vortex_abs_density
5.000000000000000000e+00,-1.387290803993360022e+00,2.337981439126416983e-01,4.012807560977712455e+02,3.977987470024040704e+02,1.025602657115940275e+01,6.943740528079212382e+00,1.051860810283276919e+02,4.821553252128978073e+01,2.083333333333333218e-02
1.000000000000000000e+01,-1.335394938149527366e+00,2.501137036302885641e-01,3.785037986647218986e+02,3.906836857094058360e+02,5.871106822454554397e+00,5.510315311576374775e+00,3.446989532067241413e+01,3.036357483299304150e+01,1.736111111111111188e-02
1.500000000000000000e+01,-1.426929403562417376e+00,3.185028587959647939e-01,4.126565016448240044e+02,4.092548348071283044e+02,8.377220335896305770e+00,1.037883624951718353e+01,7.017782055615461445e+01,1.077202418942919167e+02,2.083333333333333218e-02
2.000000000000000000e+01,-1.334757318407470583e+00,2.791563903973844352e-01,3.828693346103358977e+02,3.859508807923671156e+02,1.173300302194175515e+01,-3.104934197849644750e+00,1.376633599128943501e+02,9.640616372976216653e+00,2.430555555555555594e-02
2.500000000000000000e+01,-1.358389196970121615e+00,2.796786504848893240e-01,3.860977629238245754e+02,3.963344145309653754e+02,2.707956665215060621e+00,1.864147355663404682e+01,7.333029300682672336e+00,3.475045363626863946e+02,3.125000000000000000e-02
3.000000000000000000e+01,-1.397510785816609369e+00,2.860285533478476028e-01,4.041559721372386775e+02,4.008102404931282763e+02,-5.029096113062193396e+00,1.239908401975503516e+01,2.529180771441726350e+01,1.537372845289446843e+02,1.388888888888888812e-02
3.500000000000000000e+01,-1.416670519133151007e+00,2.367406194289313204e-01,4.097234806194966268e+02,4.062787384011983249e+02,-2.858524193915776834e-01,9.441366178044914292e+00,8.171160567201841973e-02,8.913939530793042820e+01,2.083333333333333218e-02
4.000000000000000000e+01,-1.425373439268137199e+00,3.067969929658632688e-01,4.220650053590129573e+02,3.989500956594339982e+02,3.403069802115055609e+00,-8.422113717266421773e-01,1.158088407806740427e+01,7.093199946656723043e-01,6.944444444444444059e-03
4.500000000000000000e+01,-1.421009053682516843e+00,3.064169883928089533e-01,4.094678586788124335e+02,4.090333562423172680e+02,-8.617223652047195870e+00,1.209858541677206034e+01,7.425654346940160622e+01,1.463757690869295800e+02,1.736111111111111188e-02
5.000000000000000000e+01,-1.402914266125032894e+00,2.656165848771199212e-01,4.089272821979178048e+02,3.991513350901010426e+02,-6.149458308930704220e-01,1.701720238380031702e+01,3.781583749327687705e-01,2.895851769712191981e+02,1.041666666666666609e-02
