x_A,z_A,delta_n_e_A3
6.3888888889,6.2500000000,-2.860533409850e-03
6.4583333333,6.2500000000,-2.397721277480e-03
6.5277777778,6.2500000000,-2.004738590120e-03
6.5972222222,6.2500000000,-1.673566685900e-03
6.6666666667,6.2500000000,-1.396530277180e-03
6.7361111111,6.2500000000,-1.165866048610e-03
6.8055555556,6.2500000000,-9.737871210800e-04
6.8750000000,6.2500000000,-8.129799457700e-04
6.9444444444,6.2500000000,-6.772341063500e-04
7.0138888889,6.2500000000,-5.618646618500e-04
7.0833333333,6.2500000000,-4.637232752400e-04
7.1527777778,6.2500000000,-3.808073982400e-04
7.2222222222,6.2500000000,-3.116675352200e-04
7.2916666667,6.2500000000,-2.548903263010e-04
7.3611111111,6.2500000000,-2.088485117330e-04
7.4305555556,6.2500000000,-1.717228210220e-04
7.5000000000,6.2500000000,-1.416703544450e-04
7.5694444444,6.2500000000,-1.170205593710e-04
7.6388888889,6.2500000000,-9.644410599400e-05
7.7083333333,6.2500000000,-7.905237649900e-05
7.7777777778,6.2500000000,-6.436791660000e-05
7.8472222222,6.2500000000,-5.215654944000e-05
7.9166666667,6.2500000000,-4.221910691800e-05
7.9861111111,6.2500000000,-3.427469119000e-05
8.0555555556,6.2500000000,-2.797164768600e-05
8.1250000000,6.2500000000,-2.295150928690e-05
8.1944444444,6.2500000000,-1.889162788580e-05
8.2638888889,6.2500000000,-1.552765842430e-05
8.3333333333,6.2500000000,-1.268141355880e-05
8.4027777778,6.2500000000,-1.027392494000e-05
8.4722222222,6.2500000000,-8.287858961800e-06
8.5416666667,6.2500000000,-6.700292880400e-06
8.6111111111,6.2500000000,-5.449642082500e-06
8.6805555556,6.2500000000,-4.457519655000e-06
8.7500000000,6.2500000000,-3.659609610300e-06
8.8194444444,6.2500000000,-3.006144414770e-06
8.8888888889,6.2500000000,-2.451573452180e-06
8.9583333333,6.2500000000,-1.966083864790e-06
9.0277777778,6.2500000000,-1.553521368560e-06
9.0972222222,6.2500000000,-1.237723920829e-06
9.1666666667,6.2500000000,-1.024092549062e-06
9.2361111111,6.2500000000,-8.838288502590e-07
9.3055555556,6.2500000000,-7.783581496100e-07
9.3750000000,6.2500000000,-6.872310594500e-07
9.4444444444,6.2500000000,-6.062458695600e-07
9.5138888889,6.2500000000,-5.314032575790e-07
9.5833333333,6.2500000000,-4.589213518980e-07
9.6527777778,6.2500000000,-3.957856226364e-07
9.7222222222,6.2500000000,-3.550870221587e-07
9.7916666667,6.2500000000,-3.385524184090e-07
9.8611111111,6.2500000000,-3.334922818430e-07
9.9305555556,6.2500000000,-3.291609778600e-07
0.0000000000,6.3194444444,-3.209871126490e-07
0.0694444444,6.3194444444,-3.224073378200e-07
0.1388888889,6.3194444444,-3.219902630180e-07
0.2083333333,6.3194444444,-3.172131448760e-07
0.2777777778,6.3194444444,-3.215265778050e-07
0.3472222222,6.3194444444,-3.535066426766e-07
0.4166666667,6.3194444444,-4.146956377690e-07
0.4861111111,6.3194444444,-4.894472989170e-07
0.5555555556,6.3194444444,-5.661526337300e-07
0.6250000000,6.3194444444,-6.474025279200e-07
0.6944444444,6.3194444444,-7.388417332900e-07
0.7638888889,6.3194444444,-8.434865503130e-07
0.8333333333,6.3194444444,-9.760368066760e-07
0.9027777778,6.3194444444,-1.170690121801e-06
0.9722222222,6.3194444444,-1.458854537107e-06
1.0416666667,6.3194444444,-1.841408081910e-06
1.1111111111,6.3194444444,-2.296113499880e-06
1.1805555556,6.3194444444,-2.813983074810e-06
1.2500000000,6.3194444444,-3.419258682980e-06
1.3194444444,6.3194444444,-4.156225677400e-06
1.3888888889,6.3194444444,-5.074678903500e-06
1.4583333333,6.3194444444,-6.236686876700e-06
1.5277777778,6.3194444444,-7.719767048300e-06
1.5972222222,6.3194444444,-9.590331757100e-06
1.6666666667,6.3194444444,-1.187488281220e-05
1.7361111111,6.3194444444,-1.457856295940e-05
1.8055555556,6.3194444444,-1.774825935190e-05
1.8750000000,6.3194444444,-2.152338377530e-05
1.9444444444,6.3194444444,-2.613804001940e-05
2.0138888889,6.3194444444,-3.189539913000e-05
2.0833333333,6.3194444444,-3.914182345900e-05
2.1527777778,6.3194444444,-4.822990004900e-05
2.2222222222,6.3194444444,-5.946034622000e-05
2.2916666667,6.3194444444,-7.305027308000e-05
2.3611111111,6.3194444444,-8.920017206400e-05
2.4305555556,6.3194444444,-1.082634345170e-04
2.5000000000,6.3194444444,-1.309280827260e-04
2.5694444444,6.3194444444,-1.583060394080e-04
2.6388888889,6.3194444444,-1.918926544290e-04
2.7083333333,6.3194444444,-2.334242354140e-04
2.7777777778,6.3194444444,-2.846829865090e-04
2.8472222222,6.3194444444,-3.473142008100e-04
2.9166666667,6.3194444444,-4.227518746900e-04
2.9861111111,6.3194444444,-5.123500729100e-04
3.0555555556,6.3194444444,-6.177440460700e-04
3.1250000000,6.3194444444,-7.413465307400e-04
3.1944444444,6.3194444444,-8.867922738800e-04
3.2638888889,6.3194444444,-1.059127223900e-03
3.3333333333,6.3194444444,-1.264620682670e-03
3.4027777778,6.3194444444,-1.510258068150e-03
3.4722222222,6.3194444444,-1.803174044360e-03
3.5416666667,6.3194444444,-2.150354189320e-03
3.6111111111,6.3194444444,-2.558769303720e-03
3.6805555556,6.3194444444,-3.035820516370e-03
3.7500000000,6.3194444444,-3.589806623680e-03
3.8194444444,6.3194444444,-4.230180406400e-03
3.8888888889,6.3194444444,-4.967489095200e-03
3.9583333333,6.3194444444,-5.812910846100e-03
4.0277777778,6.3194444444,-6.777240625400e-03
4.0972222222,6.3194444444,-7.869238290800e-03
4.1666666667,6.3194444444,-9.093480377200e-03
4.2361111111,6.3194444444,-1.044806372490e-02
4.3055555556,6.3194444444,-1.192250640940e-02
4.3750000000,6.3194444444,-1.349604866830e-02
4.4444444444,6.3194444444,-1.513650795330e-02
4.5138888889,6.3194444444,-1.679997994830e-02
4.5833333333,6.3194444444,-1.843182865030e-02
4.6527777778,6.3194444444,-1.996933063170e-02
4.7222222222,6.3194444444,-2.134597013520e-02
4.7916666667,6.3194444444,-2.249689023420e-02
4.8611111111,6.3194444444,-2.336464403970e-02
4.9305555556,6.3194444444,-2.390433415250e-02
5.0000000000,6.3194444444,-2.408747986620e-02
5.0694444444,6.3194444444,-2.390433418630e-02
5.1388888889,6.3194444444,-2.336464410490e-02
5.2083333333,6.3194444444,-2.249689032590e-02
5.2777777778,6.3194444444,-2.134597024940e-02
5.3472222222,6.3194444444,-1.996933076070e-02
5.4166666667,6.3194444444,-1.843182878760e-02
5.4861111111,6.3194444444,-1.679998008480e-02
5.5555555556,6.3194444444,-1.513650807820e-02
5.6250000000,6.3194444444,-1.349604877210e-02
5.6944444444,6.3194444444,-1.192250648460e-02
5.7638888889,6.3194444444,-1.044806376880e-02
5.8333333333,6.3194444444,-9.093480390000e-03
5.9027777778,6.3194444444,-7.869238277700e-03
5.9722222222,6.3194444444,-6.777240594400e-03
6.0416666667,6.3194444444,-5.812910806200e-03
6.1111111111,6.3194444444,-4.967489052400e-03
6.1805555556,6.3194444444,-4.230180365100e-03
6.2500000000,6.3194444444,-3.589806585870e-03
6.3194444444,6.3194444444,-3.035820482140e-03
6.3888888889,6.3194444444,-2.558769272270e-03
6.4583333333,6.3194444444,-2.150354159890e-03
6.5277777778,6.3194444444,-1.803174016920e-03
6.5972222222,6.3194444444,-1.510258042870e-03
6.6666666667,6.3194444444,-1.264620660250e-03
6.7361111111,6.3194444444,-1.059127204500e-03
6.8055555556,6.3194444444,-8.867922571900e-04
6.8750000000,6.3194444444,-7.413465163400e-04
6.9444444444,6.3194444444,-6.177440333100e-04
7.0138888889,6.3194444444,-5.123500613400e-04
7.0833333333,6.3194444444,-4.227518642100e-04
7.1527777778,6.3194444444,-3.473141916000e-04
7.2222222222,6.3194444444,-2.846829788280e-04
7.2916666667,6.3194444444,-2.334242293730e-04
7.3611111111,6.3194444444,-1.918926498350e-04
7.4305555556,6.3194444444,-1.583060357880e-04
7.5000000000,6.3194444444,-1.309280795090e-04
7.5694444444,6.3194444444,-1.082634313030e-04
7.6388888889,6.3194444444,-8.920016875600e-05
7.7083333333,6.3194444444,-7.305026988200e-05
7.7777777778,6.3194444444,-5.946034351100e-05
7.8472222222,6.3194444444,-4.822989815100e-05
7.9166666667,6.3194444444,-3.914182246600e-05
7.9861111111,6.3194444444,-3.189539883100e-05
8.0555555556,6.3194444444,-2.613803999130e-05
8.1250000000,6.3194444444,-2.152338358140e-05
8.1944444444,6.3194444444,-1.774825874170e-05
8.2638888889,6.3194444444,-1.457856197140e-05
8.3333333333,6.3194444444,-1.187488173140e-05
8.4027777778,6.3194444444,-9.590330958800e-06
8.4722222222,6.3194444444,-7.719766804700e-06
8.5416666667,6.3194444444,-6.236687221500e-06
8.6111111111,6.3194444444,-5.074679613600e-06
8.6805555556,6.3194444444,-4.156226383200e-06
8.7500000000,6.3194444444,-3.419259048000e-06
8.8194444444,6.3194444444,-2.813982956480e-06
8.8888888889,6.3194444444,-2.296113010850e-06
8.9583333333,6.3194444444,-1.841407524770e-06
9.0277777778,6.3194444444,-1.458854249004e-06
9.0972222222,6.3194444444,-1.170690306179e-06
9.1666666667,6.3194444444,-9.760374341880e-07
9.2361111111,6.3194444444,-8.434873747820e-07
9.3055555556,6.3194444444,-7.388424138000e-07
9.3750000000,6.3194444444,-6.474027965300e-07
9.4444444444,6.3194444444,-5.661524252800e-07
9.5138888889,6.3194444444,-4.894467798940e-07
9.5833333333,6.3194444444,-4.146951205870e-07
9.6527777778,6.3194444444,-3.535064297556e-07
9.7222222222,6.3194444444,-3.215268123158e-07
9.7916666667,6.3194444444,-3.172137406810e-07
9.8611111111,6.3194444444,-3.219909478650e-07
9.9305555556,6.3194444444,-3.224077878660e-07
0.0000000000,6.3888888889,-3.139142678100e-07
0.0694444444,6.3888888889,-3.157073821710e-07
0.1388888889,6.3888888889,-3.147586257840e-07
0.2083333333,6.3888888889,-3.055829532260e-07
0.2777777778,6.3888888889,-3.011766877623e-07
0.3472222222,6.3888888889,-3.234943556816e-07
0.4166666667,6.3888888889,-3.783135745670e-07
0.4861111111,6.3888888889,-4.511180317490e-07
0.5555555556,6.3888888889,-5.281559168700e-07
0.6250000000,6.3888888889,-6.100067635300e-07
0.6944444444,6.3888888889,-7.020733064900e-07
0.7638888889,6.3888888889,-8.061800610530e-07
0.8333333333,6.3888888889,-9.325782059720e-07
0.9027777778,6.3888888889,-1.111009598046e-06
0.9722222222,6.3888888889,-1.373739594361e-06
1.0416666667,6.3888888889,-1.727015481690e-06
1.1111111111,6.3888888889,-2.151322149000e-06
1.1805555556,6.3888888889,-2.633656823090e-06
1.2500000000,6.3888888889,-3.191919097440e-06
1.3194444444,6.3888888889,-3.867566161960e-06
1.3888888889,6.3888888889,-4.709789258200e-06
1.4583333333,6.3888888889,-5.777722333900e-06
1.5277777778,6.3888888889,-7.145722056100e-06
1.5972222222,6.3888888889,-8.883583200700e-06
1.6666666667,6.3888888889,-1.102548028390e-05
1.7361111111,6.3888888889,-1.357339122090e-05
1.8055555556,6.3888888889,-1.654827231120e-05
1.8750000000,6.3888888889,-2.004793864380e-05
1.9444444444,6.3888888889,-2.426840160280e-05
2.0138888889,6.3888888889,-2.948942361760e-05
2.0833333333,6.3888888889,-3.604699480600e-05
2.1527777778,6.3888888889,-4.429543411100e-05
2.2222222222,6.3888888889,-5.455316178400e-05
2.2916666667,6.3888888889,-6.706038245700e-05
2.3611111111,6.3888888889,-8.200621078900e-05
2.4305555556,6.3888888889,-9.965100057100e-05
2.5000000000,6.3888888889,-1.204978347190e-04
2.5694444444,6.3888888889,-1.454256288850e-04
2.6388888889,6.3888888889,-1.757156559800e-04
2.7083333333,6.3888888889,-2.129552123440e-04
2.7777777778,6.3888888889,-2.588538157120e-04
2.8472222222,6.3888888889,-3.150486659400e-04
2.9166666667,6.3888888889,-3.829953116100e-04
2.9861111111,6.3888888889,-4.640179967300e-04
3.0555555556,6.3888888889,-5.595381166400e-04
3.1250000000,6.3888888889,-6.714390901300e-04
3.1944444444,6.3888888889,-8.024735655900e-04
3.2638888889,6.3888888889,-9.565664770300e-04
3.3333333333,6.3888888889,-1.138848021390e-03
3.4027777778,6.3888888889,-1.355340424970e-03
3.4722222222,6.3888888889,-1.612425128930e-03
3.5416666667,6.3888888889,-1.916383909280e-03
3.6111111111,6.3888888889,-2.273262806170e-03
3.6805555556,6.3888888889,-2.689067341060e-03
3.7500000000,6.3888888889,-3.170082094450e-03
3.8194444444,6.3888888889,-3.723094915090e-03
3.8888888889,6.3888888889,-4.355428967800e-03
3.9583333333,6.3888888889,-5.074744625900e-03
4.0277777778,6.3888888889,-5.888505502000e-03
4.0972222222,6.3888888889,-6.802950255700e-03
4.1666666667,6.3888888889,-7.821512429600e-03
4.2361111111,6.3888888889,-8.942838507300e-03
4.3055555556,6.3888888889,-1.015871717090e-02
4.3750000000,6.3888888889,-1.145228653080e-02
4.4444444444,6.3888888889,-1.279689232140e-02
4.5138888889,6.3888888889,-1.415597555300e-02
4.5833333333,6.3888888889,-1.548431018590e-02
4.6527777778,6.3888888889,-1.673069745060e-02
4.7222222222,6.3888888889,-1.784186682190e-02
4.7916666667,6.3888888889,-1.876698081540e-02
4.8611111111,6.3888888889,-1.946197376410e-02
4.9305555556,6.3888888889,-1.989306915570e-02
5.0000000000,6.3888888889,-2.003915646180e-02
5.0694444444,6.3888888889,-1.989306918410e-02
5.1388888889,6.3888888889,-1.946197381850e-02
5.2083333333,6.3888888889,-1.876698089140e-02
5.2777777778,6.3888888889,-1.784186691270e-02
5.3472222222,6.3888888889,-1.673069754970e-02
5.4166666667,6.3888888889,-1.548431028490e-02
5.4861111111,6.3888888889,-1.415597564480e-02
5.5555555556,6.3888888889,-1.279689240200e-02
5.6250000000,6.3888888889,-1.145228659140e-02
5.6944444444,6.3888888889,-1.015871720880e-02
5.7638888889,6.3888888889,-8.942838522700e-03
5.8333333333,6.3888888889,-7.821512424100e-03
5.9027777778,6.3888888889,-6.802950234100e-03
5.9722222222,6.3888888889,-5.888505469200e-03
6.0416666667,6.3888888889,-5.074744587600e-03
6.1111111111,6.3888888889,-4.355428928600e-03
6.1805555556,6.3888888889,-3.723094878100e-03
6.2500000000,6.3888888889,-3.170082060910e-03
6.3194444444,6.3888888889,-2.689067310910e-03
6.3888888889,6.3888888889,-2.273262778730e-03
6.4583333333,6.3888888889,-1.916383883710e-03
6.5277777778,6.3888888889,-1.612425104880e-03
6.5972222222,6.3888888889,-1.355340402570e-03
6.6666666667,6.3888888889,-1.138848000920e-03
6.7361111111,6.3888888889,-9.565664587500e-04
6.8055555556,6.3888888889,-8.024735496100e-04
6.8750000000,6.3888888889,-6.714390763800e-04
6.9444444444,6.3888888889,-5.595381048200e-04
7.0138888889,6.3888888889,-4.640179865600e-04
7.0833333333,6.3888888889,-3.829953027900e-04
7.1527777778,6.3888888889,-3.150486582600e-04
7.2222222222,6.3888888889,-2.588538090810e-04
7.2916666667,6.3888888889,-2.129552066840e-04
7.3611111111,6.3888888889,-1.757156511950e-04
7.4305555556,6.3888888889,-1.454256248220e-04
7.5000000000,6.3888888889,-1.204978312220e-04
7.5694444444,6.3888888889,-9.965099749800e-05
7.6388888889,6.3888888889,-8.200620808000e-05
7.7083333333,6.3888888889,-6.706038011000e-05
7.7777777778,6.3888888889,-5.455315983600e-05
7.8472222222,6.3888888889,-4.429543259000e-05
7.9166666667,6.3888888889,-3.604699369400e-05
7.9861111111,6.3888888889,-2.948942282910e-05
8.0555555556,6.3888888889,-2.426840100720e-05
8.1250000000,6.3888888889,-2.004793811930e-05
8.1944444444,6.3888888889,-1.654827179280e-05
8.2638888889,6.3888888889,-1.357339071100e-05
8.3333333333,6.3888888889,-1.102547984300e-05
8.4027777778,6.3888888889,-8.883582902400e-06
8.4722222222,6.3888888889,-7.145721945600e-06
8.5416666667,6.3888888889,-5.777722401800e-06
8.6111111111,6.3888888889,-4.709789438800e-06
8.6805555556,6.3888888889,-3.867566361330e-06
8.7500000000,6.3888888889,-3.191919235970e-06
8.8194444444,6.3888888889,-2.633656870480e-06
8.8888888889,6.3888888889,-2.151322133270e-06
8.9583333333,6.3888888889,-1.727015469300e-06
9.0277777778,6.3888888889,-1.373739654330e-06
9.0972222222,6.3888888889,-1.111009767159e-06
9.1666666667,6.3888888889,-9.325784698770e-07
9.2361111111,6.3888888889,-8.061803603920e-07
9.3055555556,6.3888888889,-7.020735646000e-07
9.3750000000,6.3888888889,-6.100069229500e-07
9.4444444444,6.3888888889,-5.281559654710e-07
9.5138888889,6.3888888889,-4.511180066290e-07
9.5833333333,6.3888888889,-3.783135419440e-07
9.6527777778,6.3888888889,-3.234943778600e-07
9.7222222222,6.3888888889,-3.011767928333e-07
9.7916666667,6.3888888889,-3.055831213630e-07
9.8611111111,6.3888888889,-3.147587987580e-07
9.9305555556,6.3888888889,-3.157074914170e-07
0.0000000000,6.4583333333,-3.012585939300e-07
0.0694444444,6.4583333333,-3.042833669000e-07
0.1388888889,6.4583333333,-3.056458329520e-07
0.2083333333,6.4583333333,-2.965373585900e-07
0.2777777778,6.4583333333,-2.872843676571e-07
0.3472222222,6.4583333333,-3.008033246496e-07
0.4166666667,6.4583333333,-3.473671422630e-07
0.4861111111,6.4583333333,-4.163543257890e-07
0.5555555556,6.4583333333,-4.936610688200e-07
0.6250000000,6.4583333333,-5.765860075900e-07
0.6944444444,6.4583333333,-6.682047066600e-07
0.7638888889,6.4583333333,-7.695571831300e-07
0.8333333333,6.4583333333,-8.889660868530e-07
0.9027777778,6.4583333333,-1.053010735045e-06
0.9722222222,6.4583333333,-1.293526215067e-06
1.0416666667,6.4583333333,-1.620559825920e-06
1.1111111111,6.4583333333,-2.017547458430e-06
1.1805555556,6.4583333333,-2.468222687470e-06
1.2500000000,6.4583333333,-2.983213825370e-06
1.3194444444,6.4583333333,-3.599179197280e-06
1.3888888889,6.4583333333,-4.363939122600e-06
1.4583333333,6.4583333333,-5.333838092700e-06
1.5277777778,6.4583333333,-6.578694408100e-06
1.5972222222,6.4583333333,-8.169345972400e-06
1.6666666667,6.4583333333,-1.014914468520e-05
1.7361111111,6.4583333333,-1.252476264960e-05
1.8055555556,6.4583333333,-1.530016275650e-05
1.8750000000,6.4583333333,-1.853353566770e-05
1.9444444444,6.4583333333,-2.237708276710e-05
2.0138888889,6.4583333333,-2.708113899260e-05
2.0833333333,6.4583333333,-3.297002269910e-05
2.1527777778,6.4583333333,-4.039937602900e-05
2.2222222222,6.4583333333,-4.970147435000e-05
2.2916666667,6.4583333333,-6.113911041300e-05
2.3611111111,6.4583333333,-7.490616598000e-05
2.4305555556,6.4583333333,-9.120368878300e-05
2.5000000000,6.4583333333,-1.103811189680e-04
2.5694444444,6.4583333333,-1.330887867850e-04
2.6388888889,6.4583333333,-1.603666164770e-04
2.7083333333,6.4583333333,-1.936112090880e-04
2.7777777778,6.4583333333,-2.344220434520e-04
2.8472222222,6.4583333333,-2.844009671920e-04
2.9166666667,6.4583333333,-3.450130151300e-04
2.9861111111,6.4583333333,-4.175804377300e-04
3.0555555556,6.4583333333,-5.034144875800e-04
3.1250000000,6.4583333333,-6.040548663200e-04
3.1944444444,6.4583333333,-7.215835569400e-04
3.2638888889,6.4583333333,-8.589457545100e-04
3.3333333333,6.4583333333,-1.020137646340e-03
3.4027777778,6.4583333333,-1.210109622630e-03
3.4722222222,6.4583333333,-1.434370700130e-03
3.5416666667,6.4583333333,-1.698485052960e-03
3.6111111111,6.4583333333,-2.007728255850e-03
3.6805555556,6.4583333333,-2.367033116970e-03
3.7500000000,6.4583333333,-2.781139341860e-03
3.8194444444,6.4583333333,-3.254767366400e-03
3.8888888889,6.4583333333,-3.792698136830e-03
3.9583333333,6.4583333333,-4.399717064480e-03
4.0277777778,6.4583333333,-5.080359629800e-03
4.0972222222,6.4583333333,-5.838328935600e-03
4.1666666667,6.4583333333,-6.675468097700e-03
4.2361111111,6.4583333333,-7.590302498200e-03
4.3055555556,6.4583333333,-8.576345373500e-03
4.3750000000,6.4583333333,-9.620499859400e-03
4.4444444444,6.4583333333,-1.070196073850e-02
4.5138888889,6.4583333333,-1.179201138750e-02
4.5833333333,6.4583333333,-1.285499859430e-02
4.6527777778,6.4583333333,-1.385053289570e-02
4.7222222222,6.4583333333,-1.473665300510e-02
4.7916666667,6.4583333333,-1.547342610840e-02
4.8611111111,6.4583333333,-1.602635484900e-02
4.9305555556,6.4583333333,-1.636908354510e-02
5.0000000000,6.4583333333,-1.648518285460e-02
5.0694444444,6.4583333333,-1.636908356710e-02
5.1388888889,6.4583333333,-1.602635488990e-02
5.2083333333,6.4583333333,-1.547342616420e-02
5.2777777778,6.4583333333,-1.473665306980e-02
5.3472222222,6.4583333333,-1.385053296330e-02
5.4166666667,6.4583333333,-1.285499865770e-02
5.4861111111,6.4583333333,-1.179201144150e-02
5.5555555556,6.4583333333,-1.070196078220e-02
5.6250000000,6.4583333333,-9.620499886500e-03
5.6944444444,6.4583333333,-8.576345384600e-03
5.7638888889,6.4583333333,-7.590302494900e-03
5.8333333333,6.4583333333,-6.675468081000e-03
5.9027777778,6.4583333333,-5.838328908800e-03
5.9722222222,6.4583333333,-5.080359597200e-03
6.0416666667,6.4583333333,-4.399717029430e-03
6.1111111111,6.4583333333,-3.792698102330e-03
6.1805555556,6.4583333333,-3.254767334250e-03
6.2500000000,6.4583333333,-2.781139312750e-03
6.3194444444,6.4583333333,-2.367033090590e-03
6.3888888889,6.4583333333,-2.007728231690e-03
6.4583333333,6.4583333333,-1.698485030330e-03
6.5277777778,6.4583333333,-1.434370678760e-03
6.5972222222,6.4583333333,-1.210109602490e-03
6.6666666667,6.4583333333,-1.020137627710e-03
6.7361111111,6.4583333333,-8.589457377300e-04
6.8055555556,6.4583333333,-7.215835421900e-04
6.8750000000,6.4583333333,-6.040548537000e-04
6.9444444444,6.4583333333,-5.034144769300e-04
7.0138888889,6.4583333333,-4.175804287500e-04
7.0833333333,6.4583333333,-3.450130074300e-04
7.1527777778,6.4583333333,-2.844009604780e-04
7.2222222222,6.4583333333,-2.344220375210e-04
7.2916666667,6.4583333333,-1.936112038130e-04
7.3611111111,6.4583333333,-1.603666118140e-04
7.4305555556,6.4583333333,-1.330887827350e-04
7.5000000000,6.4583333333,-1.103811155390e-04
7.5694444444,6.4583333333,-9.120368593500e-05
7.6388888889,6.4583333333,-7.490616365500e-05
7.7083333333,6.4583333333,-6.113910851900e-05
7.7777777778,6.4583333333,-4.970147278600e-05
7.8472222222,6.4583333333,-4.039937471500e-05
7.9166666667,6.4583333333,-3.297002157920e-05
7.9861111111,6.4583333333,-2.708113803760e-05
8.0555555556,6.4583333333,-2.237708197350e-05
8.1250000000,6.4583333333,-1.853353504350e-05
8.1944444444,6.4583333333,-1.530016230850e-05
8.2638888889,6.4583333333,-1.252476236600e-05
8.3333333333,6.4583333333,-1.014914452840e-05
8.4027777778,6.4583333333,-8.169345892900e-06
8.4722222222,6.4583333333,-6.578694361900e-06
8.5416666667,6.4583333333,-5.333838056000e-06
8.6111111111,6.4583333333,-4.363939095900e-06
8.6805555556,6.4583333333,-3.599179199550e-06
8.7500000000,6.4583333333,-2.983213881210e-06
8.8194444444,6.4583333333,-2.468222811080e-06
8.8888888889,6.4583333333,-2.017547641430e-06
8.9583333333,6.4583333333,-1.620560037970e-06
9.0277777778,6.4583333333,-1.293526417184e-06
9.0972222222,6.4583333333,-1.053010897877e-06
9.1666666667,6.4583333333,-8.889662037470e-07
9.2361111111,6.4583333333,-7.695572713420e-07
9.3055555556,6.4583333333,-6.682047966800e-07
9.3750000000,6.4583333333,-5.765861265000e-07
9.4444444444,6.4583333333,-4.936612248490e-07
9.5138888889,6.4583333333,-4.163545028720e-07
9.5833333333,6.4583333333,-3.473673068700e-07
9.6527777778,6.4583333333,-3.008034425125e-07
9.7222222222,6.4583333333,-2.872844209433e-07
9.7916666667,6.4583333333,-2.965373544530e-07
9.8611111111,6.4583333333,-3.056457995400e-07
9.9305555556,6.4583333333,-3.042833386600e-07
0.0000000000,6.5277777778,-2.850130307100e-07
0.0694444444,6.5277777778,-2.884841777500e-07
0.1388888889,6.5277777778,-2.910399524190e-07
0.2083333333,6.5277777778,-2.825686072100e-07
0.2777777778,6.5277777778,-2.708701864590e-07
0.3472222222,6.5277777778,-2.781635122710e-07
0.4166666667,6.5277777778,-3.181602927630e-07
0.4861111111,6.5277777778,-3.846874124040e-07
0.5555555556,6.5277777778,-4.637013310220e-07
0.6250000000,6.5277777778,-5.480120112000e-07
0.6944444444,6.5277777778,-6.370122916500e-07
0.7638888889,6.5277777778,-7.318997214610e-07
0.8333333333,6.5277777778,-8.419170043110e-07
0.9027777778,6.5277777778,-9.922160039290e-07
0.9722222222,6.5277777778,-1.213324827247e-06
1.0416666667,6.5277777778,-1.517575790590e-06
1.1111111111,6.5277777778,-1.891438555250e-06
1.1805555556,6.5277777778,-2.316114746160e-06
1.2500000000,6.5277777778,-2.793909526080e-06
1.3194444444,6.5277777778,-3.354138365200e-06
1.3888888889,6.5277777778,-4.042096470820e-06
1.4583333333,6.5277777778,-4.912398979800e-06
1.5277777778,6.5277777778,-6.030661060900e-06
1.5972222222,6.5277777778,-7.466474258100e-06
1.6666666667,6.5277777778,-9.270962595000e-06
1.7361111111,6.5277777778,-1.146011652350e-05
1.8055555556,6.5277777778,-1.403051771250e-05
1.8750000000,6.5277777778,-1.700765213730e-05
1.9444444444,6.5277777778,-2.049867966000e-05
2.0138888889,6.5277777778,-2.471821761590e-05
2.0833333333,6.5277777778,-2.997389802000e-05
2.1527777778,6.5277777778,-3.661941758300e-05
2.2222222222,6.5277777778,-4.499548053900e-05
2.2916666667,6.5277777778,-5.538267700200e-05
2.3611111111,6.5277777778,-6.798821282500e-05
2.4305555556,6.5277777778,-8.298439984500e-05
2.5000000000,6.5277777778,-1.006083421960e-04
2.5694444444,6.5277777778,-1.213072093630e-04
2.6388888889,6.5277777778,-1.458710910640e-04
2.7083333333,6.5277777778,-1.754706795080e-04
2.7777777778,6.5277777778,-2.115558483330e-04
2.8472222222,6.5277777778,-2.556639076230e-04
2.9166666667,6.5277777778,-3.092524197360e-04
2.9861111111,6.5277777778,-3.736450824600e-04
3.0555555556,6.5277777778,-4.500962211200e-04
3.1250000000,6.5277777778,-5.399360012500e-04
3.1944444444,6.5277777778,-6.447807678900e-04
3.2638888889,6.5277777778,-7.668010323300e-04
3.3333333333,6.5277777778,-9.089710645200e-04
3.4027777778,6.5277777778,-1.075147491250e-03
3.4722222222,6.5277777778,-1.269867013260e-03
3.5416666667,6.5277777778,-1.497923287090e-03
3.6111111111,6.5277777778,-1.763929794910e-03
3.6805555556,6.5277777778,-2.072058024630e-03
3.7500000000,6.5277777778,-2.425988845650e-03
3.8194444444,6.5277777778,-2.828983502780e-03
3.8888888889,6.5277777778,-3.283962465370e-03
3.9583333333,6.5277777778,-3.793524961130e-03
4.0277777778,6.5277777778,-4.359854060020e-03
4.0972222222,6.5277777778,-4.984418362840e-03
4.1666666667,6.5277777778,-5.667369727800e-03
4.2361111111,6.5277777778,-6.406601742900e-03
4.3055555556,6.5277777778,-7.196561535100e-03
4.3750000000,6.5277777778,-8.027042521700e-03
4.4444444444,6.5277777778,-8.882276453800e-03
4.5138888889,6.5277777778,-9.740654589200e-03
4.5833333333,6.5277777778,-1.057531976370e-02
4.6527777778,6.5277777778,-1.135569065170e-02
4.7222222222,6.5277777778,-1.204975346680e-02
4.7916666667,6.5277777778,-1.262676070230e-02
4.8611111111,6.5277777778,-1.305988632180e-02
4.9305555556,6.5277777778,-1.332844214580e-02
5.0000000000,6.5277777778,-1.341943503880e-02
5.0694444444,6.5277777778,-1.332844215810e-02
5.1388888889,6.5277777778,-1.305988634470e-02
