case,z_A,potential_eV
k16-zero,20.218781263642885,4.280485263050878
k16-zero,20.291250013593153,4.280504134147239
k16-zero,20.363718764072605,4.2804866644372686
k16-zero,20.436187514022873,4.280503032086096
k16-zero,20.508656263973144,4.28048875971401
k16-zero,20.58112501392342,4.280501249740297
k16-zero,20.653593763873687,4.280491385612783
k16-zero,20.72606251435314,4.280499018406625
k16-zero,20.798531264303406,4.280494338048191
k16-zero,20.871000014253678,4.28049651495909
k16-zero,20.943468764203953,4.280497372117757
k16-zero,21.01593751415422,4.280494025117249
k16-zero,21.088406264633672,4.280500256524699
k16-zero,21.16087501458394,4.280491752966498
k16-zero,21.23334376453421,4.280502773577926
k16-zero,21.305812514484483,4.280489916197926
k16-zero,21.378281264434754,4.280504732797737
k16-zero,21.450750014385026,4.2804886916855445
k16-zero,21.523218764864474,4.280505970915811
k16-zero,21.595687514814745,4.280488188274899
k16-zero,21.668156264765017,4.280506433509377
k16-zero,21.740625014715285,4.280488460388761
k16-zero,21.81309376466556,4.280506079761356
k16-zero,21.885562515145008,4.280489494421438
k16-zero,21.95803126509528,4.280504964094519
k16-zero,22.03050001504555,4.280491195133079
k16-zero,22.10296876499582,4.2805032225658
k16-zero,22.175437514946093,4.280493440072444
k16-zero,22.24790626542554,4.2805009912321275
k16-zero,22.320375015375813,4.28049603875983
k16-zero,22.392843765326084,4.280498487784593
k16-zero,22.465312515276352,4.280498759898455
k16-zero,22.537781265226624,4.280495929914286
k16-zero,22.6102500151769,4.280501385797228
k16-zero,22.682718765656347,4.280493548917989
k16-zero,22.755187515606618,4.280503712370753
k16-zero,22.827656265556886,4.280491562486794
k16-zero,22.900125015507157,4.280505521927937
k16-zero,22.972593765457432,4.280490120283322
k16-zero,23.04506251593688,4.28050666480616
k16-zero,23.117531265887152,4.280489371970201
minus005,0.0,4.299184043309068
minus005,0.07246874995027121,4.29916445111097
minus005,0.14493749990054242,4.299183607926887
minus005,0.21740625037999084,4.299165281058251
minus005,0.2898750003302621,4.299182342597427
minus005,0.3623437502805333,4.299166859318653
minus005,0.4348125002308045,4.299180342560538
minus005,0.5072812501810757,4.29916906344094
minus005,0.5797500006605242,4.29917778469023
minus005,0.6522187506107954,4.299171702945405
minus005,0.7246875005610666,4.299174886677596
minus005,0.7971562505113378,4.299174532929574
minus005,0.869625000461609,4.299171879819415
minus005,0.9420937509410574,4.299177322096664
minus005,1.0145625008913286,4.299169022623859
minus005,1.0870312508416,4.299179798332814
minus005,1.1595000007918712,4.299166546387711
minus005,1.2319687507421422,4.299181757552622
minus005,1.3044375012215907,4.299164655196368
minus005,1.376906251171862,4.2991830092763905
minus005,1.4493750011221331,4.299163525923838
minus005,1.5218437510724045,4.299183417447184
minus005,1.594312501551853,4.299163212992896
minus005,1.666781251502124,4.299182954853618
minus005,1.7392500014523953,4.299163770826314
minus005,1.8117187514026665,4.299181607889998
minus005,1.8841875013529374,4.299165131395626
minus005,1.956656251832386,4.299179485401871
minus005,2.029125001782657,4.299167172249595
minus005,2.1015937517329286,4.2991767370518605
minus005,2.1740625016832,4.299169689302823
minus005,2.246531251633471,4.299173566925362
minus005,2.3190000021129196,4.299172478469913
minus005,2.3914687520631905,4.299170233530547
minus005,2.463937502013462,4.299175267637003
minus005,2.536406251963733,4.299166995375584
minus005,2.6088750019140043,4.29917778469023
minus005,2.681343752393453,4.2991641109686425
minus005,2.753812502343724,4.299179798332814
minus005,2.8262812522939953,4.2991618116065045
minus005,2.8987500022442663,4.299181077267967
minus005,2.9712187521945377,4.299160260557488
minus005,3.043687502673986,4.29918148543876
minus005,3.116156252624257,4.299159580272833
minus005,3.1886250025745286,4.2991809276053425
minus005,3.2610937525247996,4.299159825175309
minus005,3.333562502475071,4.299179376556326
minus005,3.406031252954519,4.299160940842145
minus005,3.4785000029047906,4.299176927531564
minus005,3.550968752855062,4.29916279121641
minus005,3.623437502805333,4.299173702982293
minus005,3.695906252755604,4.299165185818398
minus005,3.7683750032350525,4.299169906993912
minus005,3.840843753185324,4.299167866139944
minus005,3.913312503135595,4.29916575725751
minus005,3.985781253085866,4.299170492038717
minus005,4.058250003565314,4.299161525886949
minus005,4.130718753515586,4.299172736978082
minus005,4.203187503465857,4.2991574305733185
minus005,4.275656253416129,4.299174233604326
minus005,4.3481250033664,4.299153661796324
minus005,4.420593753845847,4.299174614563733
minus005,4.493062503796119,4.299150287584429
minus005,4.56553125374639,4.29917351250259
minus005,4.6380000036966615,4.2991472671205555
minus005,4.710468753646932,4.299170560067183
minus005,4.782937504126381,4.299144069782672
minus005,4.8554062540766525,4.299164383082505
minus005,4.927875004026924,4.299139688749487
minus005,5.000343753977195,4.299155185633953
minus005,5.072812503927466,4.29913408320392
minus005,5.145281254406914,4.29914245070519
minus005,5.217750004357185,4.29912606945067
minus005,5.290218754307457,4.2991251578692316
minus005,5.362687504257728,4.299113824326859
minus005,5.435156254207999,4.29910171525998
minus005,5.507625004687448,4.299094735539407
minus005,5.580093754637719,4.299069687458369
minus005,5.652562504587991,4.299064979888548
minus005,5.725031254538262,4.299025115207697
minus005,5.7975000044885325,4.299018924617327
minus005,5.869968754967981,4.298961848734676
minus005,5.942437504918252,4.298948202224473
minus005,6.0149062548685235,4.298870336842731
minus005,6.087375004818794,4.298840363500781
minus005,6.159843754769065,4.298735722114972
minus005,6.232312505248514,4.298676537349886
minus005,6.304781255198786,4.298538208267906
minus005,6.377250005149057,4.298436777825673
minus005,6.449718755099328,4.298245971585316
minus005,6.522187505578776,4.298069641802442
minus005,6.594656255529047,4.2977975551513685
minus005,6.667125005479319,4.297505903513584
minus005,6.73959375542959,4.297108045835281
minus005,6.812062505379861,4.296640717487893
minus005,6.88453125585931,4.296046475235054
minus005,6.957000005809581,4.29531167256656
minus005,7.0294687557598525,4.294409615112505
minus005,7.101937505710124,4.293266383142153
minus005,7.1744062556603945,4.29188188141565
minus005,7.246875006139843,4.2901123249680735
minus005,7.319343756090114,4.287971931748736
minus005,7.391812506040385,4.28523599013002
minus005,7.464281255990657,4.281910513828284
minus005,7.536750005940927,4.277675252038799
minus005,7.609218756420376,4.272491714255722
minus005,7.681687506370648,4.265919824334987
minus005,7.754156256320919,4.257819212340647
minus005,7.82662500627119,4.247587717506462
minus005,7.89909375622146,4.234896326961334
minus005,7.971562506700909,4.2189079232244815
minus005,8.04403125665118,4.198973950116121
minus005,8.116500006601452,4.173895446746866
minus005,8.188968756551722,4.142497806418023
minus005,8.261437506501993,4.103004914737929
minus005,8.333906256981443,4.053401360384276
minus005,8.406375006931714,3.990982454015451
minus005,8.478843756881984,3.9124032767942447
minus005,8.551312506832257,3.8134598464196627
minus005,8.623781256782527,3.6887233960957793
minus005,8.696250007261975,3.531613355469646
minus005,8.768718757212248,3.333514545233012
minus005,8.841187507162518,3.0842068993339162
minus005,8.91365625711279,2.770344783867716
minus005,8.98612500706306,2.3763841570349586
minus005,9.058593757542509,1.8823294663602077
minus005,9.13106250749278,1.265636214395593
minus005,9.203531257443052,0.49857432505619914
minus005,9.276000007393323,-0.44075806140256535
minus005,9.348468757872771,-1.5711587338677466
minus005,9.42093750782304,-2.9005157425900245
minus005,9.493406257773314,-4.3991901871621
minus005,9.565875007723584,-6.008675274187268
minus005,9.638343757673857,-7.650263252644309
minus005,9.710812508153305,-9.228463109577216
minus005,9.783281258103575,-10.642073645077497
minus005,9.855750008053848,-11.80208308133971
minus005,9.928218758004117,-12.641807548977459
minus005,10.00068750795439,-13.11703981085492
minus005,10.073156258433837,-13.211296542542193
minus005,10.145625008384108,-12.940009443630627
minus005,10.21809375833438,-12.349495354791838
minus005,10.290562508284651,-11.509895107132301
minus005,10.363031258234923,-10.512633135201883
minus005,10.43550000871437,-9.469669721705486
minus005,10.507968758664642,-8.502173808990293
minus005,10.580437508614914,-7.724432103622617
minus005,10.652906258565185,-7.237176205012813
minus005,10.725375008515456,-7.126185885776338
minus005,10.797843758994905,-7.453208869834569
minus005,10.870312508945174,-8.259991274100004
minus005,10.942781258895447,-9.600206782418347
minus005,11.015250008845717,-11.524117927283969
minus005,11.08771875879599,-14.039301583140135
minus005,11.160187509275438,-17.10166429726261
minus005,11.232656259225708,-20.543743892510147
minus005,11.305125009175981,-24.07735448209609
minus005,11.37759375912625,-27.34665050953659
minus005,11.450062509076524,-29.97938082324273
minus005,11.52253125955597,-31.684197478106196
minus005,11.595000009506242,-32.27531470732113
minus005,11.667468759456513,-31.684197478106196
minus005,11.739937509406785,-29.97938082324273
minus005,11.812406259886233,-27.34665050953659
minus005,11.884875009836504,-24.07735448209609
minus005,11.957343759786776,-20.543743892510147
minus005,12.029812509737047,-17.10166429726261
minus005,12.102281259687318,-14.039301583140135
minus005,12.174750010166765,-11.524117927283969
minus005,12.247218760117038,-9.600206782418347
minus005,12.319687510067308,-8.259991274100004
minus005,12.39215626001758,-7.453208869834569
minus005,12.46462500996785,-7.126185885776338
minus005,12.537093760447299,-7.237176205012813
minus005,12.609562510397572,-7.724432103622617
minus005,12.682031260347841,-8.502173808990293
minus005,12.754500010298115,-9.469669721705486
minus005,12.826968760248384,-10.512633135201883
minus005,12.899437510727832,-11.509895107132301
minus005,12.971906260678104,-12.349495354791838
minus005,13.044375010628375,-12.940009443630627
minus005,13.116843760578647,-13.211296542542193
minus005,13.189312510528918,-13.11703981085492
minus005,13.261781261008366,-12.641807548977459
minus005,13.334250010958637,-11.80208308133971
minus005,13.406718760908909,-10.642073645077497
minus005,13.47918751085918,-9.228463109577216
minus005,13.551656260809452,-7.650263252644309
minus005,13.624125011288898,-6.008675274187268
minus005,13.696593761239171,-4.3991901871621
minus005,13.769062511189441,-2.9005157425900245
minus005,13.841531261139714,-1.5711587338677466
minus005,13.914000011089984,-0.44075806140256535
minus005,13.986468761569432,0.49857432505619914
minus005,14.058937511519705,1.265636214395593
minus005,14.131406261469975,1.8823294663602077
minus005,14.203875011420248,2.3763841570349586
minus005,14.276343761899694,2.770344783867716
minus005,14.348812511849966,3.0842068993339162
minus005,14.421281261800237,3.333514545233012
minus005,14.493750011750508,3.531613355469646
minus005,14.56621876170078,3.6887233960957793
minus005,14.638687512180228,3.8134598464196627
minus005,14.7111562621305,3.9124032767942447
minus005,14.78362501208077,3.990982454015451
minus005,14.856093762031042,4.053401360384276
minus005,14.928562511981314,4.103004914737929
minus005,15.001031262460762,4.142497806418023
minus005,15.073500012411031,4.173895446746866
minus005,15.145968762361305,4.198973950116121
minus005,15.218437512311574,4.2189079232244815
minus005,15.290906262261847,4.234896326961334
minus005,15.363375012741296,4.247587717506462
minus005,15.435843762691565,4.257819212340647
minus005,15.508312512641838,4.265919824334987
minus005,15.580781262592108,4.272491714255722
minus005,15.65325001254238,4.277675252038799
minus005,15.725718763021828,4.281910513828284
minus005,15.798187512972099,4.28523599013002
minus005,15.87065626292237,4.287971931748736
minus005,15.943125012872642,4.2901123249680735
minus005,16.015593762822913,4.29188188141565
minus005,16.08806251330236,4.293266383142153
minus005,16.160531263252633,4.294409615112505
minus005,16.233000013202904,4.29531167256656
minus005,16.305468763153176,4.296046475235054
minus005,16.377937513103443,4.296640717487893
minus005,16.450406263582895,4.297108045835281
minus005,16.522875013533167,4.297505903513584
minus005,16.595343763483438,4.2977975551513685
minus005,16.66781251343371,4.298069641802442
minus005,16.740281263383977,4.298245971585316
minus005,16.81275001386343,4.298436777825673
minus005,16.8852187638137,4.298538208267906
minus005,16.957687513763968,4.298676537349886
minus005,17.03015626371424,4.298735722114972
minus005,17.102625014193688,4.298840363500781
minus005,17.175093764143963,4.298870336842731
minus005,17.247562514094234,4.298948202224473
minus005,17.320031264044502,4.298961848734676
minus005,17.392500013994773,4.299018924617327
minus005,17.46496876447422,4.299025115207697
minus005,17.537437514424496,4.299064979888548
minus005,17.609906264374768,4.299069687458369
minus005,17.682375014325036,4.299094735539407
minus005,17.754843764275307,4.29910171525998
minus005,17.827312514754755,4.299113824326859
minus005,17.899781264705027,4.2991251578692316
minus005,17.9722500146553,4.29912606945067
minus005,18.04471876460557,4.29914245070519
minus005,18.11718751455584,4.29913408320392
minus005,18.18965626503529,4.299155185633953
minus005,18.26212501498556,4.299139688749487
minus005,18.334593764935835,4.299164383082505
minus005,18.407062514886103,4.299144069782672
minus005,18.479531264836375,4.299170560067183
minus005,18.552000015315823,4.2991472671205555
minus005,18.624468765266094,4.29917351250259
minus005,18.696937515216366,4.299150287584429
minus005,18.769406265166637,4.299174614563733
minus005,18.84187501511691,4.299153661796324
minus005,18.914343765596357,4.299174233604326
minus005,18.986812515546628,4.2991574305733185
minus005,19.0592812654969,4.299172736978082
minus005,19.131750015447167,4.299161525886949
minus005,19.204218765397442,4.299170492038717
minus005,19.27668751587689,4.29916575725751
minus005,19.349156265827162,4.299167866139944
minus005,19.421625015777433,4.299169906993912
minus005,19.4940937657277,4.299165185818398
minus005,19.56656251620715,4.299173702982293
minus005,19.63903126615742,4.29916279121641
minus005,19.711500016107696,4.299176927531564
minus005,19.783968766057967,4.299160940842145
minus005,19.856437516008235,4.299179376556326
minus005,19.928906266487683,4.299159825175309
minus005,20.001375016437954,4.2991809276053425
minus005,20.07384376638823,4.299159580272833
minus005,20.1463125163385,4.29918148543876
minus005,20.21878126628877,4.299160260557488
minus005,20.291250016768217,4.299181077267967
minus005,20.36371876671849,4.2991618116065045
minus005,20.43618751666876,4.299179798332814
minus005,20.508656266619035,4.2991641109686425
minus005,20.581125016569302,4.29917778469023
minus005,20.65359376704875,4.299166995375584
minus005,20.726062516999022,4.299175267637003
minus005,20.798531266949293,4.299170233530547
minus005,20.871000016899565,4.299172478469913
minus005,20.943468766849836,4.299173566925362
minus005,21.015937517329284,4.299169689302823
minus005,21.088406267279556,4.2991767370518605
minus005,21.160875017229827,4.299167172249595
minus005,21.233343767180095,4.299179485401871
minus005,21.30581251713037,4.299165131395626
minus005,21.378281267609818,4.299181607889998
minus005,21.45075001756009,4.299163770826314
minus005,21.52321876751036,4.299182954853618
minus005,21.59568751746063,4.299163212992896
minus005,21.668156267410904,4.299183417447184
minus005,21.74062501789035,4.299163525923838
minus005,21.813093767840623,4.2991830092763905
minus005,21.885562517790895,4.299164655196368
minus005,21.958031267741163,4.299181757552622
minus005,22.030500018220614,4.299166546387711
minus005,22.102968768170882,4.299179798332814
minus005,22.175437518121157,4.299169022623859
minus005,22.24790626807143,4.299177322096664
minus005,22.320375018021696,4.299171879819415
minus005,22.392843768501148,4.299174532929574
minus005,22.465312518451416,4.299174886677596
minus005,22.537781268401687,4.299171702945405
minus005,22.610250018351962,4.29917778469023
minus005,22.68271876830223,4.29916906344094
minus005,22.755187518781682,4.299180342560538
minus005,22.82765626873195,4.299166859318653
minus005,22.90012501868222,4.299182342597427
minus005,22.972593768632496,4.299165281058251
minus005,23.045062518582764,4.299183607926887
minus005,23.117531269062216,4.29916445111097
minus010,0.0,4.3180524729548075
minus010,0.07246874995027121,4.318031016776753
minus010,0.14493749990054242,4.318051996755548
minus010,0.21740624985081364,4.3180319283581925
minus010,0.28987499980108483,4.318050622580543
minus010,0.3623437497513561,4.318033656281219
minus010,0.4348124997016273,4.3180484456696435
minus010,0.5072812496518985,4.318036078094594
minus010,0.5797499996021697,4.318045656502553
minus010,0.652218749552441,4.318038962501537
minus010,0.7246874995027122,4.318042486376055
minus010,0.7971562494529832,4.318042064599569
minus010,0.8696249994032546,4.318039207404014
minus010,0.9420937493535257,4.318045112274829
minus010,1.014562499303797,4.318036091700288
minus010,1.0870312492540681,4.318047833413454
minus010,1.1594999992043393,4.318033384167356
minus010,1.2319687491546105,4.31804999671866
minus010,1.304437499104882,4.318031329707695
minus010,1.3769062490551531,4.318051384499358
minus010,1.4493749990054243,4.318030077983928
minus010,1.5218437489556955,4.31805187430431
minus010,1.5943124989059665,4.318029751447292
minus010,1.666781248856238,4.318051384499358
minus010,1.739249998806509,4.318030363703483
minus010,1.8117187487567803,4.31804995590158
minus010,1.8841874987070515,4.3180318467240335
minus010,1.956656248657323,4.318047670145135
minus010,2.029124998607594,4.318034078057705
minus010,2.1015937485578653,4.318044690498342
minus010,2.1740624985081363,4.318036853619103
minus010,2.2465312484584077,4.318041261863674
minus010,2.3189999984086787,4.318039914900055
minus010,2.39146874835895,4.318037642749304
minus010,2.463937498309221,4.318042989786701
minus010,2.5364062482594925,4.3180341188747855
minus010,2.608874998209764,4.318045778953792
minus010,2.681343748160035,4.318030975959673
minus010,2.7538124981103063,4.318048023893157
minus010,2.8262812480605772,4.318028458906446
minus010,2.8987499980108486,4.318049479702321
minus010,2.97121874796112,4.318026771800499
minus010,3.043687497911391,4.31804999671866
minus010,3.1161562478616625,4.31802603709307
minus010,3.188624997811933,4.318049438885242
minus010,3.2610937477622044,4.318026295601239
minus010,3.333562497712476,4.318047833413454
minus010,3.406031247662747,4.3180275201136205
minus010,3.478499997613018,4.318045234726067
minus010,3.5509687475632896,4.318029560967589
minus010,3.6234374975135606,4.318041778880014
minus010,3.695906247463832,4.318032214077748
minus010,3.768374997414103,4.318037697172077
minus010,3.8408437473643744,4.318035180118849
minus010,3.913312497314646,4.318033234504732
minus010,3.985781247264917,4.318038132554256
minus010,4.058249997215188,4.318028676597535
minus010,4.130718747165459,4.318040676818871
minus010,4.203187497115731,4.318024281958658
minus010,4.275656247066001,4.318042459164669
minus010,4.3481249970162725,4.318020241067799
minus010,4.420593746966544,4.318043057815167
minus010,4.493062496916815,4.318016662770508
minus010,4.565531246867086,4.318042091810955
minus010,4.637999996817357,4.3180135198553975
minus010,4.710468746767629,4.318039180192627
minus010,4.7829374967179,4.31801026809474
minus010,4.8554062466681716,4.31803292157379
minus010,4.927874996618442,4.318005927878634
minus010,5.0003437465687135,4.318023533645536
minus010,5.072812496518985,4.318000444784306
minus010,5.145281246469256,4.318010499391524
minus010,5.217749996419528,4.317992607905067
minus010,5.290218746369798,4.317992798384771
minus010,5.36268749632007,4.3179805668666535
minus010,5.435156246270341,4.317968852364874
minus010,5.5076249962206125,4.317961654953212
minus010,5.580093746170884,4.317936185095686
minus010,5.6525624961211545,4.3179320081478965
minus010,5.725031246071426,4.317890878137586
minus010,5.797499996021697,4.317885871242517
minus010,5.869968745971969,4.317826700083125
minus010,5.94243749592224,4.317814795101643
minus010,6.014906245872511,4.317734058918651
minus010,6.087374995822782,4.317706153642056
minus010,6.159843745243876,4.317597947564648
minus010,6.232312495194147,4.317540844470611
minus010,6.304781245144419,4.317398352046534
minus010,6.37724999509469,4.3172986631330215
minus010,6.449718745044961,4.317103108505765
minus010,6.522187494995232,4.316927622275864
minus010,6.5946562449455035,4.316650106953235
minus010,6.667124994895775,4.316357775030794
minus010,6.739593744846046,4.31595350907103
minus010,6.812062494796317,4.315483065019917
minus010,6.884531244746588,4.3148808770422935
minus010,6.95699999469686,4.314139271527238
minus010,7.029468744647131,4.313226588026854
minus010,7.1019374945974025,4.3120710701156115
minus010,7.174406244547673,4.310671316407118
minus010,7.2468749944979445,4.30888132420847
minus010,7.319343744448215,4.306717855733598
minus010,7.391812494398486,4.30394915160584
minus010,7.464281244348758,4.300587633823022
minus010,7.536749994299028,4.296300901696453
minus010,7.6092187442493,4.291060056733942
minus010,7.681687494199571,4.2844077979839295
minus010,7.754156244149843,4.2762154428008605
minus010,7.826624994100114,4.265858381024844
minus010,7.899093744050385,4.253019763274431
minus010,7.971562494000656,4.236834498763783
minus010,8.044031243950927,4.216664085920331
minus010,8.116499993901199,4.191275209479554
minus010,8.18896874385147,4.15949749411332
minus010,8.261437493801742,4.119512307638957
minus010,8.333906243752013,4.069297476704675
minus010,8.406374993702284,4.006094011647605
minus010,8.478843743652556,3.9265315373787066
minus010,8.551312493602826,3.8263335668583327
minus010,8.623781243553099,3.7000165975871235
minus010,8.696249993503368,3.540899948522132
minus010,8.768718743453638,3.340270588210166
minus010,8.841187493403911,3.087767672492521
minus010,8.91365624335418,2.7698871563795247
minus010,8.986124993304454,2.3708894978672372
minus010,9.058593743254724,1.8705479565426788
minus010,9.131062493204995,1.2460674861191188
minus010,9.203531243155266,0.4695155033751986
minus010,9.275999993105538,-0.4807603638388769
minus010,9.34846874305581,-1.6236891993487903
minus010,9.42093749300608,-2.96610678909909
minus010,9.49340624295635,-4.476839551315281
minus010,9.565874992906624,-6.096264984947494
minus010,9.638343742856893,-7.744549086909176
minus010,9.710812492807166,-9.325239574813791
minus010,9.783281242757436,-10.736715948502185
minus010,9.855749992707707,-11.890252000061876
minus010,9.928218742657979,-12.719608589397575
minus010,10.00068749260825,-13.181241103839936
minus010,10.073156242558522,-13.259653529686226
minus010,10.145624992508793,-12.971537793853303
minus010,10.218093742459063,-12.364377466015165
minus010,10.290562492409336,-11.509422037182416
minus010,10.363031242359606,-10.499257840886234
minus010,10.435499992309879,-9.44699202452194
minus010,10.507968742260148,-8.474249035436786
minus010,10.580437492210422,-7.695349308710335
minus010,10.652906242160691,-7.210755078240488
minus010,10.725374992110963,-7.10577757738863
minus010,10.797843742061234,-7.4409219493346015
minus010,10.870312492011506,-8.257493187208464
minus010,10.942781241961777,-9.609399877147691
minus010,11.015249991912048,-11.54683059109884
minus010,11.087718741862318,-14.077596003735797
minus010,11.160187491812591,-17.157521109809746
minus010,11.23265624176286,-20.61850308090737
minus010,11.305124991713132,-24.171034999073918
minus010,11.377593741663404,-27.45759954910013
minus010,11.450062491613673,-30.104126620677793
minus010,11.522531241563946,-31.817842187973895
minus010,11.594999991514216,-32.412037732469294
minus010,11.66746874146449,-31.817842187973895
minus010,11.739937491414759,-30.104126620677793
minus010,11.81240624136503,-27.45759954910013
minus010,11.884874991315302,-24.171034999073918
minus010,11.957343741265573,-20.61850308090737
minus010,12.029812491215845,-17.157521109809746
minus010,12.102281241166116,-14.077596003735797
minus010,12.174749991116386,-11.54683059109884
minus010,12.247218741066659,-9.609399877147691
minus010,12.319687491016929,-8.257493187208464
minus010,12.392156240967202,-7.4409219493346015
minus010,12.464624990917471,-7.10577757738863
minus010,12.537093740867743,-7.210755078240488
minus010,12.609562490818014,-7.695349308710335
minus010,12.682031240768286,-8.474249035436786
minus010,12.754499990718557,-9.44699202452194
minus010,12.826968740668828,-10.499257840886234
minus010,12.899437490619098,-11.509422037182416
minus010,12.971906240569371,-12.364377466015165
minus010,13.044374990519641,-12.971537793853303
minus010,13.116843740469914,-13.259653529686226
minus010,13.189312490420184,-13.181241103839936
minus010,13.261781240370455,-12.719608589397575
minus010,13.334249990320727,-11.890252000061876
minus010,13.406718740270998,-10.736715948502185
minus010,13.47918749022127,-9.325239574813791
minus010,13.55165624017154,-7.744549086909176
minus010,13.62412499012181,-6.096264984947494
minus010,13.696593740072084,-4.476839551315281
minus010,13.769062490022353,-2.96610678909909
minus010,13.841531239972625,-1.6236891993487903
minus010,13.913999989922896,-0.4807603638388769
minus010,13.986468739873166,0.4695155033751986
minus010,14.058937489823439,1.2460674861191188
minus010,14.131406239773709,1.8705479565426788
minus010,14.203874989723982,2.3708894978672372
minus010,14.276343739674251,2.7698871563795247
minus010,14.348812489624523,3.087767672492521
minus010,14.421281239574794,3.340270588210166
minus010,14.493749989525066,3.540899948522132
minus010,14.566218739475337,3.7000165975871235
minus010,14.638687489425608,3.8263335668583327
minus010,14.711156239375878,3.9265315373787066
minus010,14.783624989326151,4.006094011647605
minus010,14.856093739276421,4.069297476704675
minus010,14.928562489226694,4.119512307638957
minus010,15.001031239176964,4.15949749411332
minus010,15.073499989127235,4.191275209479554
minus010,15.145968739077507,4.216664085920331
minus010,15.218437489027778,4.236834498763783
minus010,15.29090623897805,4.253019763274431
minus010,15.36337498892832,4.265858381024844
minus010,15.43584373887859,4.2762154428008605
minus010,15.508312488828864,4.2844077979839295
minus010,15.580781238779133,4.291060056733942
minus010,15.653249988729407,4.296300901696453
minus010,15.725718738679676,4.300587633823022
minus010,15.798187488629948,4.30394915160584
minus010,15.870656238580219,4.306717855733598
minus010,15.94312498853049,4.30888132420847
minus010,16.015593738480764,4.310671316407118
minus010,16.08806248843103,4.3120710701156115
minus010,16.160531238381303,4.313226588026854
minus010,16.232999988331574,4.314139271527238
minus010,16.305468738281846,4.3148808770422935
minus010,16.377937488232117,4.315483065019917
minus010,16.45040623818239,4.31595350907103
minus010,16.52287498813266,4.316357775030794
minus010,16.59534373808293,4.316650106953235
minus010,16.667812488033203,4.316927622275864
minus010,16.740281237983474,4.317103108505765
minus010,16.812749987933746,4.3172986631330215
minus010,16.885218737884014,4.317398352046534
minus010,16.957687487834285,4.317540844470611
minus010,17.030156237784556,4.317597947564648
minus010,17.10262498773483,4.317706153642056
minus010,17.1750937376851,4.317734058918651
minus010,17.24756248763537,4.317814795101643
minus010,17.320031237585642,4.317826700083125
minus010,17.392499987535917,4.317885871242517
minus010,17.464968737486185,4.317890878137586
minus010,17.537437487436456,4.3179320081478965
minus010,17.609906237386728,4.317936185095686
minus010,17.682374987337,4.317961654953212
minus010,17.75484373728727,4.317968852364874
minus010,17.827312487237542,4.3179805668666535
minus010,17.89978123718781,4.317992798384771
minus010,17.972249987138085,4.317992607905067
minus010,18.044718737088356,4.318010499391524
minus010,18.117187487038628,4.318000444784306
minus010,18.189656236988895,4.318023533645536
minus010,18.26212498693917,4.318005927878634
minus010,18.334593736889442,4.31803292157379
minus010,18.40706248683971,4.31801026809474
minus010,18.479531236260808,4.318039180192627
minus010,18.551999986211076,4.3180135198553975
minus010,18.624468736161347,4.318042091810955
minus010,18.69693748611162,4.318016662770508
minus010,18.76940623606189,4.318043057815167
minus010,18.84187498601216,4.318020241067799
minus010,18.914343735962433,4.318042459164669
minus010,18.9868124859127,4.318024281958658
minus010,19.059281235862976,4.318040676818871
minus010,19.131749985813247,4.318028676597535
minus010,19.20421873576352,4.318038132554256
minus010,19.276687485713786,4.318033234504732
minus010,19.34915623566406,4.318035180118849
minus010,19.421624985614333,4.318037697172077
minus010,19.4940937355646,4.318032214077748
minus010,19.566562485514872,4.318041778880014
minus010,19.639031235465147,4.318029560967589
minus010,19.711499985415415,4.318045234726067
minus010,19.783968735365686,4.3180275201136205
minus010,19.856437485315958,4.318047833413454
minus010,19.92890623526623,4.318026295601239
minus010,20.0013749852165,4.318049438885242
minus010,20.073843735166772,4.31802603709307
minus010,20.146312485117043,4.31804999671866
minus010,20.21878123506731,4.318026771800499
minus010,20.291249985017586,4.318049479702321
minus010,20.363718734967858,4.318028458906446
minus010,20.436187484918126,4.318048023893157
minus010,20.508656234868397,4.318030975959673
minus010,20.581124984818672,4.318045778953792
minus010,20.653593734768943,4.3180341188747855
minus010,20.72606248471921,4.318042989786701
minus010,20.798531234669483,4.318037642749304
minus010,20.870999984619758,4.318039914900055
minus010,20.943468734570025,4.318041261863674
minus010,21.015937484520297,4.318036853619103
minus010,21.08840623447057,4.318044690498342
minus010,21.160874984420843,4.318034078057705
minus010,21.23334373437111,4.318047670145135
minus010,21.305812484321383,4.3180318467240335
minus010,21.378281234271654,4.31804995590158
minus010,21.450749984221925,4.318030363703483
minus010,21.523218734172197,4.318051384499358
minus010,21.595687484122468,4.318029751447292
minus010,21.668156234072736,4.31805187430431
minus010,21.74062498402301,4.318030077983928
minus010,21.813093733973282,4.318051384499358
minus010,21.885562483923554,4.318031329707695
minus010,21.95803123387382,4.31804999671866
minus010,22.030499983824097,4.318033384167356
minus010,22.102968733774368,4.318047833413454
minus010,22.175437483724636,4.318036091700288
minus010,22.247906233674907,4.318045112274829
minus010,22.320374983625182,4.318039207404014
minus010,22.39284373357545,4.318042064599569
minus010,22.46531248352572,4.318042486376055
minus010,22.537781233475993,4.318038962501537
minus010,22.610249983426264,4.318045656502553
minus010,22.682718733376536,4.318036078094594
minus010,22.755187483326807,4.3180484456696435
minus010,22.82765623327708,4.318033656281219
minus010,22.900124983227347,4.318050622580543
minus010,22.97259373317762,4.3180319283581925
minus010,23.045062483127893,4.318051996755548
