case,z_A,potential_eV
k16-minus005,12.39215626001758,-7.453207332391246
k16-minus005,12.46462500996785,-7.1261838993451425
k16-minus005,12.537093760447299,-7.237174000890527
k16-minus005,12.609562510397572,-7.724429858683251
k16-minus005,12.682031260347841,-8.502171672896472
k16-minus005,12.754500010298115,-9.469667762485676
k16-minus005,12.826968760248384,-10.51263142088455
k16-minus005,12.899437510727832,-11.50989370574591
k16-minus005,12.971906260678104,-12.349494347970548
k16-minus005,13.044375010628375,-12.940008885797209
k16-minus005,13.116843760578647,-13.211296406485264
k16-minus005,13.189312510528918,-13.11704002854601
k16-minus005,13.261781261008366,-12.641808052388104
k16-minus005,13.334250010958637,-11.802083829652831
k16-minus005,13.406718760908909,-10.642074597476016
k16-minus005,13.47918751085918,-9.228464211638359
k16-minus005,13.551656260809452,-7.650264422733917
k16-minus005,13.624125011288898,-6.008676444276876
k16-minus005,13.696593761239171,-4.399191302828936
k16-minus005,13.769062511189441,-2.9005167630170092
k16-minus005,13.841531261139714,-1.5711596590548789
k16-minus005,13.914000011089984,-0.4407588777441528
k16-minus005,13.986468761569432,0.4985736175601567
k16-minus005,14.058937511519705,1.2656356021394024
k16-minus005,14.131406261469975,1.882328962949562
k16-minus005,14.203875011420248,2.376383776075551
k16-minus005,14.276343761899694,2.7703444981481606
k16-minus005,14.348812511849966,3.084206708854212
k16-minus005,14.421281261800237,3.333514422781774
k16-minus005,14.493750011750508,3.5316133010468733
k16-minus005,14.56621876170078,3.6887233960957793
k16-minus005,14.638687512180228,3.8134599144481287
k16-minus005,14.7111562621305,3.912403399245483
k16-minus005,14.78362501208077,3.990982630889462
k16-minus005,14.856093762031042,4.053401564469673
k16-minus005,14.928562511981314,4.103005146034713
k16-minus005,15.001031262460762,4.142498064926192
k16-minus005,15.073500012411031,4.173895732466422
k16-minus005,15.145968762361305,4.1989742494413695
k16-minus005,15.218437512311574,4.218908236155424
k16-minus005,15.290906262261847,4.234896653497969
k16-minus005,15.363375012741296,4.247588071254484
k16-minus005,15.435843762691565,4.257819566088668
k16-minus005,15.508312512641838,4.265920191688702
k16-minus005,15.580781262592108,4.272492081609436
k16-minus005,15.65325001254238,4.277675632998207
k16-minus005,15.725718763021828,4.281910894787691
k16-minus005,15.798187512972099,4.285236371089427
k16-minus005,15.87065626292237,4.287972312708144
k16-minus005,15.943125012872642,4.290112719533174
k16-minus005,16.015593762822913,4.2918822759807504
k16-minus005,16.08806251330236,4.293266777707252
k16-minus005,16.160531263252633,4.2944100096776054
k16-minus005,16.233000013202904,4.295312080737353
k16-minus005,16.305468763153176,4.296046869800153
k16-minus005,16.377937513103443,4.296641112052994
k16-minus005,16.450406263582895,4.2971084404003825
k16-minus005,16.522875013533167,4.297506311684378
k16-minus005,16.595343763483438,4.297797963322163
k16-minus005,16.66781251343371,4.298070036367543
k16-minus005,16.740281263383977,4.29824637975611
k16-minus005,16.81275001386343,4.2984371723907735
k16-minus005,16.8852187638137,4.298538616438699
k16-minus005,16.957687513763968,4.298676931914987
k16-minus005,17.03015626371424,4.298736130285765
k16-minus005,17.102625014193688,4.298840771671574
k16-minus005,17.175093764143963,4.298870745013525
k16-minus005,17.247562514094234,4.298948610395268
k16-minus005,17.320031264044502,4.298962243299776
k16-minus005,17.392500013994773,4.299019319182427
k16-minus005,17.46496876447422,4.2990255097727985
k16-minus005,17.537437514424496,4.299065388059342
k16-minus005,17.609906264374768,4.299070082023469
k16-minus005,17.682375014325036,4.299095130104509
k16-minus005,17.754843764275307,4.299102123430774
k16-minus005,17.827312514754755,4.29911421889196
k16-minus005,17.899781264705027,4.299125552434331
k16-minus005,17.9722500146553,4.299126464015771
k16-minus005,18.04471876460557,4.299142845270291
k16-minus005,18.11718751455584,4.29913447776902
k16-minus005,18.18965626503529,4.299155580199054
k16-minus005,18.26212501498556,4.299140083314587
k16-minus005,18.334593764935835,4.299164777647605
k16-minus005,18.407062514886103,4.299144477953465
k16-minus005,18.479531264836375,4.299170954632283
k16-minus005,18.552000015315823,4.299147661685656
k16-minus005,18.624468765266094,4.299173907067691
k16-minus005,18.696937515216366,4.29915068214953
k16-minus005,18.769406265166637,4.299175009128834
k16-minus005,18.84187501511691,4.299154056361425
k16-minus005,18.914343765596357,4.2991746281694265
k16-minus005,18.986812515546628,4.29915782513842
k16-minus005,19.0592812654969,4.299173131543183
k16-minus005,19.131750015447167,4.2991619204520495
k16-minus005,19.204218765397442,4.299170886603817
k16-minus005,19.27668751587689,4.2991661654283035
k16-minus005,19.349156265827162,4.299168260705045
k16-minus005,19.421625015777433,4.2991703015590135
k16-minus005,19.4940937657277,4.299165580383499
k16-minus005,19.56656251620715,4.299174097547394
k16-minus005,19.63903126615742,4.29916318578151
k16-minus005,19.711500016107696,4.299177322096664
k16-minus005,19.783968766057967,4.299161335407245
k16-minus005,19.856437516008235,4.299179771121427
k16-minus005,19.928906266487683,4.2991602197404095
k16-minus005,20.001375016437954,4.299181322170443
k16-minus005,20.07384376638823,4.2991599748379326
k16-minus005,20.1463125163385,4.299181880003861
k16-minus005,20.21878126628877,4.299160655122589
k16-minus005,20.291250016768217,4.299181471833067
k16-minus005,20.36371876671849,4.299162192565912
k16-minus005,20.43618751666876,4.299180192897913
k16-minus005,20.508656266619035,4.299164505533743
k16-minus005,20.581125016569302,4.299178179255331
k16-minus005,20.65359376704875,4.299167389940685
k16-minus005,20.726062516999022,4.299175662202104
k16-minus005,20.798531266949293,4.299170628095648
k16-minus005,20.871000016899565,4.299172873035014
k16-minus005,20.943468766849836,4.299173961490463
k16-minus005,21.015937517329284,4.299170083867923
k16-minus005,21.088406267279556,4.299177131616961
k16-minus005,21.160875017229827,4.299167566814695
k16-minus005,21.233343767180095,4.299179879966972
