case,point,kind,offsetx_invA,offsety_invA,k1,k2,k3,valence_eV,conduction_eV,conduction_vac_eV
plus005,4,K-local,-0.03,0,0.31806094472462165,0.3409695276376891,0.0,-1.7027406808354335,-0.027956883659900282,-4.289948859400905
plus005,5,K-local,-0.03,0.01,0.31806094472462165,0.34535635235132534,0.0,-1.7034914460146038,-0.027069490499902423,-4.289061466240907
plus005,6,K-local,-0.03,0.02,0.31806094472462165,0.3497431770649616,0.0,-1.7057296727727094,-0.02440488950447978,-4.286396865245484
plus005,7,K-local,-0.03,0.03,0.31806094472462165,0.3541300017785979,0.0,-1.7094407132115093,-0.019992184688011377,-4.281984160429016
plus005,8,K-local,-0.02,-0.03,0.3231517409275256,0.3252636553953284,0.0,-1.7058702304201276,-0.024742241559022476,-4.286734217300027
plus005,9,K-local,-0.02,-0.02,0.3231517409275256,0.32965048010896464,0.0,-1.702237411594183,-0.029125023508017406,-4.291116999249022
plus005,10,K-local,-0.02,-0.01,0.3231517409275256,0.3340373048226009,0.0,-1.7000379941338797,-0.031773118067316655,-4.293765093808322
plus005,11,K-local,-0.02,0,0.3231517409275256,0.3384241295362372,0.0,-1.6993020791963827,-0.03265580710494149,-4.294647782845946
plus005,12,K-local,-0.02,0.01,0.3231517409275256,0.3428109542498734,0.0,-1.7000379922214286,-0.03177311988450883,-4.293765095625513
plus005,13,K-local,-0.02,0.02,0.3231517409275256,0.3471977789635097,0.0,-1.7022374129096811,-0.029125022494698144,-4.291116998235703
plus005,14,K-local,-0.02,0.03,0.3231517409275256,0.35158460367714595,0.0,-1.7058702301485047,-0.024742241564632603,-4.2867342173056375
plus005,15,K-local,-0.01,-0.03,0.32824253713042945,0.3227182572938765,0.0,-1.7035014204971806,-0.02791668312365486,-4.289908658864659
plus005,16,K-local,-0.01,-0.02,0.32824253713042945,0.3271050820075127,0.0,-1.6999490422204055,-0.032256827342473045,-4.294248803083478
plus005,17,K-local,-0.01,-0.01,0.32824253713042945,0.331491906721149,0.0,-1.6978070546171868,-0.034878431558411346,-4.296870407299416
plus005,18,K-local,-0.01,0,0.32824253713042945,0.33587873143478525,0.0,-1.6970921256005664,-0.03575379433343724,-4.2977457700744415
plus005,19,K-local,-0.01,0.01,0.32824253713042945,0.34026555614842147,0.0,-1.6978070506506524,-0.03487843376358152,-4.296870409504586
plus005,20,K-local,-0.01,0.02,0.32824253713042945,0.34465238086205774,0.0,-1.6999490402423585,-0.03225682725410219,-4.2942488029951065
plus005,21,K-local,-0.01,0.03,0.32824253713042945,0.349039205575694,0.0,-1.7035014186609618,-0.02791668096768584,-4.289908656708691
plus005,22,K-local,0,-0.03,0.3333333333333333,0.32017285919242455,0.0,-1.702395917054457,-0.029465246393438563,-4.291457222134443
plus005,23,K-local,0,-0.02,0.3333333333333333,0.32455968390606077,0.0,-1.698940264810407,-0.0337480867553993,-4.295740062496404
plus005,24,K-local,0,-0.01,0.3333333333333333,0.32894650861969704,0.0,-1.69685404689069,-0.0363335950177552,-4.2983255707587595
plus005,25,K-local,0,0,0.3333333333333333,0.3333333333333333,0.0,-1.6961588227950009,-0.03719854062105436,-4.299190516362059
plus005,26,K-local,0,0.01,0.3333333333333333,0.33772015804696953,0.0,-1.6968540481878942,-0.03633359771730246,-4.298325573458307
plus005,27,K-local,0,0.02,0.3333333333333333,0.3421069827606058,0.0,-1.698940262458781,-0.03374808570173137,-4.295740061442736
plus005,28,K-local,0,0.03,0.3333333333333333,0.3464938074742421,0.0,-1.7023959199010699,-0.02946524507821542,-4.29145722081922
plus005,29,K-local,0.01,-0.03,0.33842412953623724,0.3176274610909726,0.0,-1.7026054469924976,-0.02934746132772104,-4.291339437068726
plus005,30,K-local,0.01,-0.02,0.33842412953623724,0.32201428580460884,0.0,-1.6992559151492554,-0.03356139130575585,-4.29555336704676
plus005,31,K-local,0.01,-0.01,0.33842412953623724,0.3264011105182451,0.0,-1.6972324557219152,-0.03610473545916749,-4.298096711200172
plus005,32,K-local,0.01,0,0.33842412953623724,0.3307879352318814,0.0,-1.6965490588054075,-0.03695274405404053,-4.298944719795045
plus005,33,K-local,0.01,0.01,0.33842412953623724,0.3351747599455176,0.0,-1.697232456631599,-0.03610473979416233,-4.298096715535167
plus005,34,K-local,0.01,0.02,0.33842412953623724,0.33956158465915387,0.0,-1.6992559132643597,-0.03356139161052675,-4.295553367351531
plus005,35,K-local,0.01,0.03,0.33842412953623724,0.34394840937279014,0.0,-1.7026054452294386,-0.02934746029960836,-4.291339436040613
plus005,36,K-local,0.02,-0.03,0.3435149257391411,0.3150820629895207,0.0,-1.704165691781621,-0.027539785224205936,-4.28953176096521
plus005,37,K-local,0.02,-0.02,0.3435149257391411,0.3194688877031569,0.0,-1.7009281418590965,-0.03167008901470705,-4.293662064755711
plus005,38,K-local,0.02,-0.01,0.3435149257391411,0.3238557124167932,0.0,-1.6989697821185148,-0.03416238127356764,-4.296154357014572
plus005,39,K-local,0.02,0,0.3435149257391411,0.32824253713042945,0.0,-1.6983152921783007,-0.03499266691669379,-4.296984642657699
plus005,40,K-local,0.02,0.01,0.3435149257391411,0.33262936184406566,0.0,-1.6989697812703524,-0.034162386298990446,-4.296154362039995
plus005,41,K-local,0.02,0.02,0.3435149257391411,0.33701618655770194,0.0,-1.7009281406044474,-0.031670090092119046,-4.293662065833123
plus005,42,K-local,0.02,0.03,0.3435149257391411,0.3414030112713382,0.0,-1.7041656863695132,-0.0275397904137031,-4.289531766154708
