sweep,energy_per_spin,M2,cos_x,cos_y,current_x,current_y,current_x2,current_y2,vortex_abs_density
5.000000000000000000e+01,-1.023290369071123695e+00,1.261641139888662784e-02,1.283526595636926970e+02,1.336096749185149974e+02,-2.256535838908360070e+00,3.196742367875408775e+00,5.091953992277856500e+00,1.021916176656967501e+01,8.593750000000000000e-02
1.000000000000000000e+02,-1.169219096558443249e+00,6.907680152522492623e-02,1.481012066028682739e+02,1.512188821160931980e+02,1.228252036351730681e+01,-9.858628536682989107e+00,1.508603064802173037e+02,9.719255662430018106e+01,5.468750000000000000e-02
1.500000000000000000e+02,-1.040124094466489568e+00,4.802528605067836465e-02,1.352175336934808172e+02,1.310542344899405123e+02,5.721303293790608535e+00,4.242183886870680709e-01,3.273331137953926628e+01,1.799612413002523725e-01,7.031250000000000000e-02
2.000000000000000000e+02,-9.933430589706756519e-01,5.477197743703449140e-02,1.310195650959486784e+02,1.232762580005442885e+02,-4.827064592125688947e+00,-7.766864039078672732e+00,2.330055257655354239e+01,6.032417700153347084e+01,8.593750000000000000e-02
2.500000000000000000e+02,-1.125295832989299027e+00,2.042007107983289937e-01,1.435831191135316089e+02,1.444926141317289421e+02,-1.035489170924105728e+01,5.995243736804013679e+00,1.072237823101091863e+02,3.594294746368775151e+01,6.250000000000000000e-02
3.000000000000000000e+02,-1.143723713701796818e+00,2.972869460524666385e-01,1.410260664855456127e+02,1.517672042221144011e+02,3.970382807186872753e+00,3.881667148433940451e+00,1.576393963560511224e+01,1.506733985123127795e+01,3.906250000000000000e-02
3.500000000000000000e+02,-1.170213694590271691e+00,1.418194472057878464e-01,1.418676510742112100e+02,1.577070547408983430e+02,-1.401111933499983309e+01,-1.240474836851044671e+01,1.963114650196061746e+02,1.538777820860625809e+02,3.125000000000000000e-02
4.000000000000000000e+02,-1.091407187811261004e+00,2.115049354111223356e-01,1.382974254164314516e+02,1.411028146632513369e+02,-6.968217541002367454e+00,-5.965295204340969271e+00,4.855605569873308269e+01,3.558474687493336575e+01,6.250000000000000000e-02
4.500000000000000000e+02,-1.319018050273932596e+00,3.064260155894957260e-01,1.682752523816863004e+02,1.693933684884404443e+02,-6.225809389525903903e+00,-2.809468330187500751e+00,3.876070255470890658e+01,7.893112298326543375e+00,1.562500000000000000e-02
5.000000000000000000e+02,-1.304952519167499325e+00,4.403321197335037240e-01,1.629417701163137622e+02,1.711260747905660651e+02,-6.424200397924718642e-01,-1.749047556828399852e+00,4.127035075269611109e-01,3.059167356047394648e+00,3.125000000000000000e-02
5.500000000000000000e+02,-1.285242464445444988e+00,3.980822949732681915e-01,1.604790818403969865e+02,1.685429890576369303e+02,1.361352256255118576e+00,-5.720407753419703312e+00,1.853279965610902025e+00,3.272306486538425929e+01,4.687500000000000000e-02
6.000000000000000000e+02,-1.174849378110987885e+00,3.565950030221584077e-01,1.520876993652755402e+02,1.486737414311373300e+02,6.448701407749515724e+00,2.951424767514773340e+00,4.158574984631058413e+01,8.710908158299634607e+00,7.031250000000000000e-02
6.500000000000000000e+02,-1.311968942230694157e+00,4.578824611396494770e-01,1.648409989089936403e+02,1.710230503020640640e+02,4.519256678434125263e+00,-4.542970487906135446e+00,2.042368092557144266e+01,2.063858085398610953e+01,3.125000000000000000e-02
7.000000000000000000e+02,-1.265709865387807387e+00,1.832035161227886233e-01,1.639818121501905921e+02,1.600399133890880989e+02,2.148226176213703198e+01,1.552609344328798535e+01,4.614875704169748474e+02,2.410595776097101748e+02,3.125000000000000000e-02
7.500000000000000000e+02,-1.166380715376927224e+00,2.487404468199631291e-01,1.540221590792628774e+02,1.445713040572305204e+02,-4.743143198385117110e+00,-2.731217730984373482e+00,2.249740740038699727e+01,7.459550294043429730e+00,5.468750000000000000e-02
8.000000000000000000e+02,-1.092112274408294503e+00,1.594956420057425384e-01,1.355179925703145045e+02,1.440627496782089167e+02,-1.061360131586530287e+01,2.734075256111147212e+00,1.126485328921376947e+02,7.475167506079235302e+00,8.593750000000000000e-02
8.500000000000000000e+02,-1.101098895540729483e+00,3.654339755777177151e-02,1.303365446835983903e+02,1.515447725748283574e+02,1.405174396974127760e+01,3.485604610338443266e+00,1.974515085911603478e+02,1.214943949961261005e+01,7.031250000000000000e-02
9.000000000000000000e+02,-1.118070164197948024e+00,9.992648091859918091e-02,1.448009126368001489e+02,1.414250493978745453e+02,-4.267080363882934435e+00,8.728447823923401572e+00,1.820797483183531540e+01,7.618580141495316127e+01,7.031250000000000000e-02
9.500000000000000000e+02,-1.155437778372454538e+00,3.507947789128847832e-02,1.382371292888998937e+02,1.575549419744484680e+02,-1.339105759937046791e+01,1.691014620939281343e+01,1.793204236296575687e+02,2.859530448230421484e+02,5.468750000000000000e-02
1.000000000000000000e+03,-1.124585788940176467e+00,5.569646376184141101e-02,1.400900832438664452e+02,1.478038787248187305e+02,-2.492491539038321946e+01,-8.439645123523877857e+00,6.212514072177622211e+02,7.122760981102037192e+01,4.687500000000000000e-02
1.050000000000000000e+03,-1.066600725664192950e+00,1.584478261821142819e-01,1.363516175963184196e+02,1.366981681737149756e+02,-1.887436489197342127e+01,-1.171355867696114572e+01,3.562416500753588480e+02,1.372074568786117368e+02,5.468750000000000000e-02
