segment,distance_A_minus1,q1,q2,q3,f1_cm_minus1,f2_cm_minus1,f3_cm_minus1
3.000000000000000000e+00,5.852680169397272980e-01,4.375000000000000000e-01,4.375000000000000000e-01,4.375000000000000000e-01,1.495329595598837784e+02,1.495329595598840058e+02,3.250943862963873130e+02
3.000000000000000000e+00,5.907407833797195806e-01,4.249999999999999889e-01,4.249999999999999889e-01,4.249999999999999889e-01,1.482499328744964942e+02,1.482499328744966647e+02,3.223050027777603077e+02
3.000000000000000000e+00,5.962135498197118633e-01,4.124999999999999778e-01,4.124999999999999778e-01,4.124999999999999778e-01,1.467383155379862956e+02,1.467383155379865229e+02,3.190186483059826514e+02
3.000000000000000000e+00,6.016863162597041459e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,1.450004383547217230e+02,1.450004383547219220e+02,3.152403902014501114e+02
3.000000000000000000e+00,6.071590826996964285e-01,3.875000000000000111e-01,3.875000000000000111e-01,3.875000000000000111e-01,1.430389810053556516e+02,1.430389810053558506e+02,3.109760542643061285e+02
3.000000000000000000e+00,6.126318491396887111e-01,3.750000000000000000e-01,3.750000000000000000e-01,3.750000000000000000e-01,1.408569679149514968e+02,1.408569679149516389e+02,3.062322157914807121e+02
3.000000000000000000e+00,6.181046155796809938e-01,3.624999999999999889e-01,3.624999999999999889e-01,3.624999999999999889e-01,1.384577635895391268e+02,1.384577635895393541e+02,3.010161894380584613e+02
3.000000000000000000e+00,6.235773820196732764e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.358450674282907187e+02,1.358450674282908039e+02,2.953360179386115760e+02
3.000000000000000000e+00,6.290501484596655590e-01,3.375000000000000222e-01,3.375000000000000222e-01,3.375000000000000222e-01,1.330229080193146842e+02,1.330229080193147979e+02,2.892004597058847821e+02
3.000000000000000000e+00,6.345229148996578417e-01,3.249999999999999556e-01,3.249999999999999556e-01,3.249999999999999556e-01,1.299956369278654620e+02,1.299956369278656609e+02,2.826189753259590134e+02
3.000000000000000000e+00,6.399956813396501243e-01,3.125000000000000000e-01,3.125000000000000000e-01,3.125000000000000000e-01,1.267679219865452751e+02,1.267679219865454883e+02,2.756017129707125832e+02
3.000000000000000000e+00,6.454684477796424069e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,1.233447400978441522e+02,1.233447400978443795e+02,2.681594927500759695e+02
3.000000000000000000e+00,6.509412142196346895e-01,2.874999999999999778e-01,2.874999999999999778e-01,2.874999999999999778e-01,1.197313695601172583e+02,1.197313695601174288e+02,2.603037900282064925e+02
3.000000000000000000e+00,6.564139806596269722e-01,2.750000000000000222e-01,2.750000000000000222e-01,2.750000000000000222e-01,1.159333819288315368e+02,1.159333819288316221e+02,2.520467177293086536e+02
