# ik band kdist_A-1 k1 k2 k3 energy_eV E-Ef_eV occupation charge mx my mz
47 52 0.862126887 0.469387760 0.000000000 0.000000000 -2.228358420 -0.740258420 1.000000000 0.570000000 0.304000000 -0.470000000 0.027000000
47 53 0.862126887 0.469387760 0.000000000 0.000000000 -0.098751510 1.389348490 0.000000000 0.182000000 -0.030000000 0.177000000 0.006000000
47 54 0.862126887 0.469387760 0.000000000 0.000000000 -0.047147070 1.440952930 0.000000000 0.198000000 0.034000000 -0.189000000 -0.025000000
47 55 0.862126887 0.469387760 0.000000000 0.000000000 -0.016732820 1.471367180 0.000000000 0.368000000 -0.016000000 0.337000000 0.142000000
47 56 0.862126887 0.469387760 0.000000000 0.000000000 -0.012913300 1.475186700 0.000000000 0.352000000 0.010000000 -0.326000000 -0.124000000
47 57 0.862126887 0.469387760 0.000000000 0.000000000 0.873158980 2.361258980 0.000000000 0.434000000 -0.174000000 0.387000000 0.009000000
47 58 0.862126887 0.469387760 0.000000000 0.000000000 0.882965190 2.371065190 0.000000000 0.433000000 0.171000000 -0.388000000 -0.010000000
47 59 0.862126887 0.469387760 0.000000000 0.000000000 1.021113150 2.509213150 0.000000000 0.209000000 0.140000000 0.152000000 0.018000000
47 60 0.862126887 0.469387760 0.000000000 0.000000000 1.042538750 2.530638750 0.000000000 0.209000000 -0.136000000 -0.156000000 -0.016000000
47 61 0.862126887 0.469387760 0.000000000 0.000000000 2.101127130 3.589227130 0.000000000 0.451000000 0.114000000 0.414000000 0.002000000
47 62 0.862126887 0.469387760 0.000000000 0.000000000 2.102925830 3.591025830 0.000000000 0.451000000 -0.114000000 -0.414000000 -0.002000000
47 63 0.862126887 0.469387760 0.000000000 0.000000000 2.443047420 3.931147420 0.000000000 0.576000000 -0.296000000 0.452000000 -0.053000000
47 64 0.862126887 0.469387760 0.000000000 0.000000000 2.444937830 3.933037830 0.000000000 0.578000000 0.297000000 -0.454000000 0.053000000
47 65 0.862126887 0.469387760 0.000000000 0.000000000 2.615236450 4.103336450 0.000000000 0.296000000 -0.098000000 0.274000000 0.005000000
47 66 0.862126887 0.469387760 0.000000000 0.000000000 2.622121840 4.110221840 0.000000000 0.299000000 0.097000000 -0.273000000 -0.005000000
47 67 0.862126887 0.469387760 0.000000000 0.000000000 3.265651820 4.753751820 0.000000000 0.318000000 0.015000000 0.315000000 0.007000000
47 68 0.862126887 0.469387760 0.000000000 0.000000000 3.282717590 4.770817590 0.000000000 0.328000000 -0.015000000 -0.324000000 -0.008000000
47 69 0.862126887 0.469387760 0.000000000 0.000000000 3.660376010 5.148476010 0.000000000 0.200000000 0.010000000 0.196000000 0.007000000
47 70 0.862126887 0.469387760 0.000000000 0.000000000 3.689767360 5.177867360 0.000000000 0.193000000 -0.009000000 -0.189000000 -0.007000000
47 71 0.862126887 0.469387760 0.000000000 0.000000000 3.843406670 5.331506670 0.000000000 0.551000000 0.226000000 0.360000000 0.345000000
47 72 0.862126887 0.469387760 0.000000000 0.000000000 3.913511970 5.401611970 0.000000000 0.509000000 -0.192000000 -0.246000000 -0.306000000
48 1 0.880868772 0.479591840 0.000000000 0.000000000 -36.371815760 -34.883715760 1.000000000 0.978000000 0.174000000 0.960000000 0.069000000
48 2 0.880868772 0.479591840 0.000000000 0.000000000 -36.370456090 -34.882356090 1.000000000 0.978000000 -0.174000000 -0.960000000 -0.069000000
48 3 0.880868772 0.479591840 0.000000000 0.000000000 -36.258859400 -34.770759400 1.000000000 0.979000000 0.333000000 0.882000000 0.262000000
48 4 0.880868772 0.479591840 0.000000000 0.000000000 -36.258675190 -34.770575190 1.000000000 0.979000000 -0.333000000 -0.882000000 -0.262000000
48 5 0.880868772 0.479591840 0.000000000 0.000000000 -23.937033200 -22.448933200 1.000000000 0.989000000 -0.175000000 0.129000000 0.066000000
48 6 0.880868772 0.479591840 0.000000000 0.000000000 -23.936807010 -22.448707010 1.000000000 0.989000000 0.165000000 -0.114000000 -0.067000000
48 7 0.880868772 0.479591840 0.000000000 0.000000000 -23.926939490 -22.438839490 1.000000000 0.990000000 -0.197000000 -0.180000000 -0.091000000
48 8 0.880868772 0.479591840 0.000000000 0.000000000 -23.926914480 -22.438814480 1.000000000 0.990000000 0.207000000 0.165000000 0.092000000
48 9 0.880868772 0.479591840 0.000000000 0.000000000 -22.919974330 -21.431874330 1.000000000 0.989000000 0.242000000 -0.396000000 -0.011000000
48 10 0.880868772 0.479591840 0.000000000 0.000000000 -22.919562640 -21.431462640 1.000000000 0.989000000 -0.237000000 0.388000000 0.011000000
48 11 0.880868772 0.479591840 0.000000000 0.000000000 -22.897556020 -21.409456020 1.000000000 0.991000000 -0.419000000 -0.334000000 -0.290000000
48 12 0.880868772 0.479591840 0.000000000 0.000000000 -22.897465050 -21.409365050 1.000000000 0.991000000 0.420000000 0.331000000 0.292000000
48 13 0.880868772 0.479591840 0.000000000 0.000000000 -22.874632420 -21.386532420 1.000000000 0.992000000 -0.141000000 -0.094000000 -0.195000000
48 14 0.880868772 0.479591840 0.000000000 0.000000000 -22.874515760 -21.386415760 1.000000000 0.992000000 0.135000000 0.105000000 0.194000000
48 15 0.880868772 0.479591840 0.000000000 0.000000000 -19.379929390 -17.891829390 1.000000000 0.878000000 0.269000000 -0.459000000 -0.005000000
48 16 0.880868772 0.479591840 0.000000000 0.000000000 -19.368341780 -17.880241780 1.000000000 0.880000000 -0.265000000 0.455000000 0.005000000
48 17 0.880868772 0.479591840 0.000000000 0.000000000 -19.233612870 -17.745512870 1.000000000 0.883000000 -0.230000000 0.398000000 0.002000000
48 18 0.880868772 0.479591840 0.000000000 0.000000000 -19.227879410 -17.739779410 1.000000000 0.883000000 0.227000000 -0.395000000 -0.002000000
48 19 0.880868772 0.479591840 0.000000000 0.000000000 -18.363493450 -16.875393450 1.000000000 0.945000000 -0.327000000 0.569000000 0.001000000
48 20 0.880868772 0.479591840 0.000000000 0.000000000 -18.349069320 -16.860969320 1.000000000 0.947000000 0.335000000 -0.582000000 -0.001000000
48 21 0.880868772 0.479591840 0.000000000 0.000000000 -18.228015510 -16.739915510 1.000000000 0.950000000 0.066000000 -0.082000000 0.008000000
48 22 0.880868772 0.479591840 0.000000000 0.000000000 -18.221643650 -16.733543650 1.000000000 0.951000000 -0.086000000 0.118000000 -0.008000000
48 23 0.880868772 0.479591840 0.000000000 0.000000000 -18.063293390 -16.575193390 1.000000000 0.964000000 -0.014000000 0.116000000 -0.042000000
48 24 0.880868772 0.479591840 0.000000000 0.000000000 -18.060017380 -16.571917380 1.000000000 0.965000000 0.018000000 -0.127000000 0.042000000
48 25 0.880868772 0.479591840 0.000000000 0.000000000 -17.884978780 -16.396878780 1.000000000 0.978000000 0.570000000 0.385000000 0.231000000
48 26 0.880868772 0.479591840 0.000000000 0.000000000 -17.884643700 -16.396543700 1.000000000 0.978000000 -0.563000000 -0.397000000 -0.231000000
48 27 0.880868772 0.479591840 0.000000000 0.000000000 -14.392908220 -12.904808220 1.000000000 0.731000000 0.283000000 -0.670000000 -0.063000000
48 28 0.880868772 0.479591840 0.000000000 0.000000000 -14.391519750 -12.903419750 1.000000000 0.731000000 -0.283000000 0.671000000 0.063000000
48 29 0.880868772 0.479591840 0.000000000 0.000000000 -14.105760620 -12.617660620 1.000000000 0.748000000 0.319000000 -0.674000000 -0.052000000
48 30 0.880868772 0.479591840 0.000000000 0.000000000 -14.104197190 -12.616097190 1.000000000 0.748000000 -0.319000000 0.674000000 0.052000000
48 31 0.880868772 0.479591840 0.000000000 0.000000000 -12.808121460 -11.320021460 1.000000000 0.691000000 0.639000000 -0.217000000 -0.140000000
48 32 0.880868772 0.479591840 0.000000000 0.000000000 -12.806890410 -11.318790410 1.000000000 0.692000000 -0.639000000 0.218000000 0.140000000
48 33 0.880868772 0.479591840 0.000000000 0.000000000 -9.208453670 -7.720353670 1.000000000 0.645000000 -0.387000000 0.514000000 -0.049000000
48 34 0.880868772 0.479591840 0.000000000 0.000000000 -9.207431140 -7.719331140 1.000000000 0.645000000 0.387000000 -0.514000000 0.049000000
48 35 0.880868772 0.479591840 0.000000000 0.000000000 -6.605030060 -5.116930060 1.000000000 0.460000000 0.186000000 -0.418000000 -0.033000000
48 36 0.880868772 0.479591840 0.000000000 0.000000000 -6.604059650 -5.115959650 1.000000000 0.460000000 -0.186000000 0.418000000 0.033000000
48 37 0.880868772 0.479591840 0.000000000 0.000000000 -5.103474760 -3.615374760 1.000000000 0.526000000 -0.235000000 0.395000000 -0.005000000
48 38 0.880868772 0.479591840 0.000000000 0.000000000 -5.095965800 -3.607865800 1.000000000 0.526000000 0.235000000 -0.395000000 0.005000000
48 39 0.880868772 0.479591840 0.000000000 0.000000000 -4.568243390 -3.080143390 1.000000000 0.555000000 -0.313000000 0.378000000 -0.055000000
48 40 0.880868772 0.479591840 0.000000000 0.000000000 -4.567303220 -3.079203220 1.000000000 0.555000000 0.313000000 -0.379000000 0.055000000
48 41 0.880868772 0.479591840 0.000000000 0.000000000 -3.938770140 -2.450670140 1.000000000 0.491000000 0.247000000 -0.401000000 -0.006000000
48 42 0.880868772 0.479591840 0.000000000 0.000000000 -3.932650350 -2.444550350 1.000000000 0.490000000 -0.248000000 0.402000000 0.006000000
48 43 0.880868772 0.479591840 0.000000000 0.000000000 -3.361115400 -1.873015400 1.000000000 0.514000000 0.156000000 -0.213000000 -0.005000000
48 44 0.880868772 0.479591840 0.000000000 0.000000000 -3.354109620 -1.866009620 1.000000000 0.515000000 -0.153000000 0.207000000 0.005000000
48 45 0.880868772 0.479591840 0.000000000 0.000000000 -3.179146530 -1.691046530 1.000000000 0.565000000 0.154000000 -0.271000000 -0.027000000
48 46 0.880868772 0.479591840 0.000000000 0.000000000 -3.177768600 -1.689668600 1.000000000 0.565000000 -0.157000000 0.278000000 0.027000000
48 47 0.880868772 0.479591840 0.000000000 0.000000000 -2.546850750 -1.058750750 1.000000000 0.535000000 -0.120000000 0.333000000 -0.013000000
48 48 0.880868772 0.479591840 0.000000000 0.000000000 -2.542285220 -1.054185220 1.000000000 0.536000000 0.124000000 -0.322000000 0.012000000
48 49 0.880868772 0.479591840 0.000000000 0.000000000 -2.489444240 -1.001344240 1.000000000 0.565000000 -0.124000000 0.364000000 -0.043000000
48 50 0.880868772 0.479591840 0.000000000 0.000000000 -2.487866730 -0.999766730 1.000000000 0.565000000 0.121000000 -0.374000000 0.044000000
48 51 0.880868772 0.479591840 0.000000000 0.000000000 -2.239964060 -0.751864060 1.000000000 0.570000000 -0.316000000 0.460000000 -0.040000000
48 52 0.880868772 0.479591840 0.000000000 0.000000000 -2.238384760 -0.750284760 1.000000000 0.570000000 0.316000000 -0.460000000 0.040000000
48 53 0.880868772 0.479591840 0.000000000 0.000000000 -0.074558590 1.413541410 0.000000000 0.194000000 -0.028000000 0.189000000 0.013000000
48 54 0.880868772 0.479591840 0.000000000 0.000000000 -0.037530110 1.450569890 0.000000000 0.268000000 0.050000000 -0.248000000 -0.071000000
48 55 0.880868772 0.479591840 0.000000000 0.000000000 -0.018488570 1.469611430 0.000000000 0.357000000 -0.037000000 0.326000000 0.135000000
48 56 0.880868772 0.479591840 0.000000000 0.000000000 -0.007055370 1.481044630 0.000000000 0.285000000 0.014000000 -0.269000000 -0.077000000
48 57 0.880868772 0.479591840 0.000000000 0.000000000 0.876563460 2.364663460 0.000000000 0.437000000 -0.174000000 0.391000000 0.009000000
48 58 0.880868772 0.479591840 0.000000000 0.000000000 0.883359820 2.371459820 0.000000000 0.438000000 0.171000000 -0.393000000 -0.010000000
48 59 0.880868772 0.479591840 0.000000000 0.000000000 0.996239670 2.484339670 0.000000000 0.199000000 0.093000000 0.174000000 0.014000000
48 60 0.880868772 0.479591840 0.000000000 0.000000000 1.021268930 2.509368930 0.000000000 0.199000000 -0.091000000 -0.176000000 -0.013000000
48 61 0.880868772 0.479591840 0.000000000 0.000000000 2.098046280 3.586146280 0.000000000 0.452000000 0.093000000 0.421000000 0.001000000
48 62 0.880868772 0.479591840 0.000000000 0.000000000 2.099889170 3.587989170 0.000000000 0.453000000 -0.093000000 -0.421000000 -0.001000000
48 63 0.880868772 0.479591840 0.000000000 0.000000000 2.443554300 3.931654300 0.000000000 0.576000000 -0.309000000 0.440000000 -0.081000000
48 64 0.880868772 0.479591840 0.000000000 0.000000000 2.444780750 3.932880750 0.000000000 0.578000000 0.310000000 -0.441000000 0.081000000
48 65 0.880868772 0.479591840 0.000000000 0.000000000 2.612199150 4.100299150 0.000000000 0.295000000 -0.085000000 0.277000000 0.006000000
48 66 0.880868772 0.479591840 0.000000000 0.000000000 2.617401390 4.105501390 0.000000000 0.297000000 0.084000000 -0.276000000 -0.006000000
48 67 0.880868772 0.479591840 0.000000000 0.000000000 3.283481520 4.771581520 0.000000000 0.343000000 0.025000000 0.339000000 0.007000000
48 68 0.880868772 0.479591840 0.000000000 0.000000000 3.298334580 4.786434580 0.000000000 0.351000000 -0.025000000 -0.347000000 -0.008000000
48 69 0.880868772 0.479591840 0.000000000 0.000000000 3.693502560 5.181602560 0.000000000 0.173000000 0.013000000 0.170000000 0.004000000
48 70 0.880868772 0.479591840 0.000000000 0.000000000 3.724695340 5.212795340 0.000000000 0.169000000 -0.014000000 -0.166000000 -0.003000000
48 71 0.880868772 0.479591840 0.000000000 0.000000000 3.862444140 5.350544140 0.000000000 0.547000000 -0.416000000 0.316000000 0.141000000
48 72 0.880868772 0.479591840 0.000000000 0.000000000 4.091351060 5.579451060 0.000000000 0.374000000 0.206000000 -0.031000000 0.090000000
49 1 0.899610658 0.489795920 0.000000000 0.000000000 -36.371678880 -34.883578880 1.000000000 0.978000000 0.174000000 0.960000000 0.069000000
49 2 0.899610658 0.489795920 0.000000000 0.000000000 -36.370319660 -34.882219660 1.000000000 0.978000000 -0.174000000 -0.960000000 -0.069000000
49 3 0.899610658 0.489795920 0.000000000 0.000000000 -36.258804160 -34.770704160 1.000000000 0.979000000 0.332000000 0.882000000 0.263000000
49 4 0.899610658 0.489795920 0.000000000 0.000000000 -36.258620130 -34.770520130 1.000000000 0.979000000 -0.332000000 -0.882000000 -0.263000000
49 5 0.899610658 0.489795920 0.000000000 0.000000000 -23.936993220 -22.448893220 1.000000000 0.989000000 -0.239000000 0.071000000 0.131000000
49 6 0.899610658 0.489795920 0.000000000 0.000000000 -23.936878140 -22.448778140 1.000000000 0.989000000 0.234000000 -0.065000000 -0.132000000
49 7 0.899610658 0.489795920 0.000000000 0.000000000 -23.926923630 -22.438823630 1.000000000 0.990000000 -0.157000000 -0.212000000 -0.086000000
49 8 0.899610658 0.489795920 0.000000000 0.000000000 -23.926896730 -22.438796730 1.000000000 0.990000000 0.162000000 0.205000000 0.087000000
49 9 0.899610658 0.489795920 0.000000000 0.000000000 -22.919925710 -21.431825710 1.000000000 0.989000000 0.250000000 -0.388000000 -0.021000000
49 10 0.899610658 0.489795920 0.000000000 0.000000000 -22.919715600 -21.431615600 1.000000000 0.989000000 -0.247000000 0.383000000 0.021000000
49 11 0.899610658 0.489795920 0.000000000 0.000000000 -22.897542340 -21.409442340 1.000000000 0.991000000 -0.519000000 -0.371000000 -0.348000000
49 12 0.899610658 0.489795920 0.000000000 0.000000000 -22.897466380 -21.409366380 1.000000000 0.991000000 0.520000000 0.369000000 0.349000000
49 13 0.899610658 0.489795920 0.000000000 0.000000000 -22.874546800 -21.386446800 1.000000000 0.992000000 -0.250000000 -0.156000000 -0.342000000
49 14 0.899610658 0.489795920 0.000000000 0.000000000 -22.874480160 -21.386380160 1.000000000 0.992000000 0.247000000 0.163000000 0.340000000
49 15 0.899610658 0.489795920 0.000000000 0.000000000 -19.377347270 -17.889247270 1.000000000 0.879000000 0.271000000 -0.456000000 -0.010000000
49 16 0.899610658 0.489795920 0.000000000 0.000000000 -19.371859630 -17.883759630 1.000000000 0.879000000 -0.268000000 0.455000000 0.011000000
49 17 0.899610658 0.489795920 0.000000000 0.000000000 -19.232811260 -17.744711260 1.000000000 0.883000000 -0.229000000 0.398000000 0.004000000
49 18 0.899610658 0.489795920 0.000000000 0.000000000 -19.229874120 -17.741774120 1.000000000 0.883000000 0.228000000 -0.396000000 -0.005000000
49 19 0.899610658 0.489795920 0.000000000 0.000000000 -18.360490730 -16.872390730 1.000000000 0.946000000 -0.327000000 0.571000000 0.002000000
49 20 0.899610658 0.489795920 0.000000000 0.000000000 -18.352807540 -16.864707540 1.000000000 0.946000000 0.331000000 -0.577000000 -0.001000000
49 21 0.899610658 0.489795920 0.000000000 0.000000000 -18.226859910 -16.738759910 1.000000000 0.950000000 0.084000000 -0.084000000 0.015000000
49 22 0.899610658 0.489795920 0.000000000 0.000000000 -18.223637900 -16.735537900 1.000000000 0.951000000 -0.094000000 0.102000000 -0.015000000
49 23 0.899610658 0.489795920 0.000000000 0.000000000 -18.062893240 -16.574793240 1.000000000 0.964000000 0.023000000 0.140000000 -0.080000000
49 24 0.899610658 0.489795920 0.000000000 0.000000000 -18.061172000 -16.573072000 1.000000000 0.965000000 -0.022000000 -0.146000000 0.080000000
49 25 0.899610658 0.489795920 0.000000000 0.000000000 -17.885092550 -16.396992550 1.000000000 0.978000000 0.745000000 0.455000000 0.294000000
49 26 0.899610658 0.489795920 0.000000000 0.000000000 -17.884829470 -16.396729470 1.000000000 0.978000000 -0.741000000 -0.461000000 -0.294000000
49 27 0.899610658 0.489795920 0.000000000 0.000000000 -14.385838730 -12.897738730 1.000000000 0.731000000 0.204000000 -0.692000000 -0.118000000
49 28 0.899610658 0.489795920 0.000000000 0.000000000 -14.385098830 -12.896998830 1.000000000 0.731000000 -0.204000000 0.692000000 0.118000000
49 29 0.899610658 0.489795920 0.000000000 0.000000000 -14.106227650 -12.618127650 1.000000000 0.748000000 0.262000000 -0.692000000 -0.101000000
49 30 0.899610658 0.489795920 0.000000000 0.000000000 -14.105429060 -12.617329060 1.000000000 0.748000000 -0.262000000 0.693000000 0.101000000
49 31 0.899610658 0.489795920 0.000000000 0.000000000 -12.807438670 -11.319338670 1.000000000 0.692000000 0.413000000 0.516000000 -0.194000000
49 32 0.899610658 0.489795920 0.000000000 0.000000000 -12.806550340 -11.318450340 1.000000000 0.692000000 -0.413000000 -0.516000000 0.194000000
49 33 0.899610658 0.489795920 0.000000000 0.000000000 -9.214241630 -7.726141630 1.000000000 0.645000000 -0.444000000 0.456000000 -0.098000000
49 34 0.899610658 0.489795920 0.000000000 0.000000000 -9.213734990 -7.725634990 1.000000000 0.645000000 0.444000000 -0.456000000 0.098000000
49 35 0.899610658 0.489795920 0.000000000 0.000000000 -6.610838750 -5.122738750 1.000000000 0.460000000 0.143000000 -0.431000000 -0.063000000
49 36 0.899610658 0.489795920 0.000000000 0.000000000 -6.610332080 -5.122232080 1.000000000 0.460000000 -0.143000000 0.431000000 0.063000000
49 37 0.899610658 0.489795920 0.000000000 0.000000000 -5.100835480 -3.612735480 1.000000000 0.526000000 -0.239000000 0.392000000 -0.010000000
49 38 0.899610658 0.489795920 0.000000000 0.000000000 -5.097060570 -3.608960570 1.000000000 0.526000000 0.239000000 -0.392000000 0.010000000
49 39 0.899610658 0.489795920 0.000000000 0.000000000 -4.570573450 -3.082473450 1.000000000 0.555000000 -0.373000000 0.313000000 -0.112000000
49 40 0.899610658 0.489795920 0.000000000 0.000000000 -4.570112560 -3.082012560 1.000000000 0.555000000 0.373000000 -0.314000000 0.112000000
49 41 0.899610658 0.489795920 0.000000000 0.000000000 -3.939871590 -2.451771590 1.000000000 0.490000000 0.260000000 -0.392000000 -0.012000000
49 42 0.899610658 0.489795920 0.000000000 0.000000000 -3.937002690 -2.448902690 1.000000000 0.490000000 -0.261000000 0.393000000 0.012000000
49 43 0.899610658 0.489795920 0.000000000 0.000000000 -3.359420150 -1.871320150 1.000000000 0.515000000 0.181000000 -0.190000000 -0.011000000
49 44 0.899610658 0.489795920 0.000000000 0.000000000 -3.356230650 -1.868130650 1.000000000 0.515000000 -0.180000000 0.187000000 0.011000000
49 45 0.899610658 0.489795920 0.000000000 0.000000000 -3.179743330 -1.691643330 1.000000000 0.564000000 0.151000000 -0.268000000 -0.046000000
49 46 0.899610658 0.489795920 0.000000000 0.000000000 -3.178965880 -1.690865880 1.000000000 0.564000000 -0.152000000 0.271000000 0.046000000
49 47 0.899610658 0.489795920 0.000000000 0.000000000 -2.543089600 -1.054989600 1.000000000 0.536000000 -0.088000000 0.327000000 -0.018000000
49 48 0.899610658 0.489795920 0.000000000 0.000000000 -2.540126090 -1.052026090 1.000000000 0.537000000 0.090000000 -0.311000000 0.017000000
49 49 0.899610658 0.489795920 0.000000000 0.000000000 -2.488099140 -0.999999140 1.000000000 0.564000000 -0.095000000 0.349000000 -0.059000000
49 50 0.899610658 0.489795920 0.000000000 0.000000000 -2.486991360 -0.998891360 1.000000000 0.565000000 0.093000000 -0.365000000 0.060000000
49 51 0.899610658 0.489795920 0.000000000 0.000000000 -2.245421670 -0.757321670 1.000000000 0.570000000 -0.349000000 0.430000000 -0.079000000
49 52 0.899610658 0.489795920 0.000000000 0.000000000 -2.244616570 -0.756516570 1.000000000 0.570000000 0.349000000 -0.430000000 0.079000000
49 53 0.899610658 0.489795920 0.000000000 0.000000000 -0.060224650 1.427875350 0.000000000 0.216000000 -0.021000000 0.209000000 0.029000000
49 54 0.899610658 0.489795920 0.000000000 0.000000000 -0.037481980 1.450618020 0.000000000 0.304000000 0.046000000 -0.280000000 -0.095000000
49 55 0.899610658 0.489795920 0.000000000 0.000000000 -0.017126880 1.470973120 0.000000000 0.337000000 -0.027000000 0.310000000 0.117000000
49 56 0.899610658 0.489795920 0.000000000 0.000000000 0.001116590 1.489216590 0.000000000 0.251000000 0.002000000 -0.241000000 -0.051000000
49 57 0.899610658 0.489795920 0.000000000 0.000000000 0.880081390 2.368181390 0.000000000 0.442000000 -0.178000000 0.394000000 0.007000000
49 58 0.899610658 0.489795920 0.000000000 0.000000000 0.883641760 2.371741760 0.000000000 0.443000000 0.177000000 -0.395000000 -0.008000000
49 59 0.899610658 0.489795920 0.000000000 0.000000000 0.978375140 2.466475140 0.000000000 0.189000000 0.053000000 0.181000000 0.010000000
49 60 0.899610658 0.489795920 0.000000000 0.000000000 1.008672080 2.496772080 0.000000000 0.191000000 -0.052000000 -0.183000000 -0.010000000
49 61 0.899610658 0.489795920 0.000000000 0.000000000 2.096180270 3.584280270 0.000000000 0.453000000 0.066000000 0.426000000 0.001000000
49 62 0.899610658 0.489795920 0.000000000 0.000000000 2.098132630 3.586232630 0.000000000 0.454000000 -0.066000000 -0.426000000 -0.001000000
49 63 0.899610658 0.489795920 0.000000000 0.000000000 2.443987100 3.932087100 0.000000000 0.577000000 -0.344000000 0.384000000 -0.176000000
49 64 0.899610658 0.489795920 0.000000000 0.000000000 2.444547150 3.932647150 0.000000000 0.577000000 0.345000000 -0.385000000 0.176000000
49 65 0.899610658 0.489795920 0.000000000 0.000000000 2.610664890 4.098764890 0.000000000 0.295000000 -0.056000000 0.283000000 0.009000000
49 66 0.899610658 0.489795920 0.000000000 0.000000000 2.614164720 4.102264720 0.000000000 0.296000000 0.055000000 -0.282000000 -0.009000000
49 67 0.899610658 0.489795920 0.000000000 0.000000000 3.293370260 4.781470260 0.000000000 0.359000000 0.037000000 0.354000000 0.006000000
49 68 0.899610658 0.489795920 0.000000000 0.000000000 3.306770970 4.794870970 0.000000000 0.365000000 -0.037000000 -0.360000000 -0.007000000
49 69 0.899610658 0.489795920 0.000000000 0.000000000 3.718833800 5.206933800 0.000000000 0.158000000 0.015000000 0.155000000 -0.001000000
49 70 0.899610658 0.489795920 0.000000000 0.000000000 3.751079040 5.239179040 0.000000000 0.156000000 -0.017000000 -0.153000000 0.001000000
49 71 0.899610658 0.489795920 0.000000000 0.000000000 3.871081870 5.359181870 0.000000000 0.548000000 -0.541000000 -0.030000000 0.062000000
49 72 0.899610658 0.489795920 0.000000000 0.000000000 4.122570360 5.610670360 0.000000000 0.348000000 0.262000000 -0.142000000 -0.016000000
50 1 0.918352544 0.500000000 0.000000000 0.000000000 -36.371632750 -34.883532750 1.000000000 0.978000000 0.175000000 0.960000000 0.069000000
50 2 0.918352544 0.500000000 0.000000000 0.000000000 -36.370274260 -34.882174260 1.000000000 0.978000000 -0.175000000 -0.960000000 -0.069000000
50 3 0.918352544 0.500000000 0.000000000 0.000000000 -36.258785700 -34.770685700 1.000000000 0.979000000 0.331000000 0.883000000 0.262000000
50 4 0.918352544 0.500000000 0.000000000 0.000000000 -36.258601590 -34.770501590 1.000000000 0.979000000 -0.331000000 -0.883000000 -0.262000000
50 5 0.918352544 0.500000000 0.000000000 0.000000000 -23.936965320 -22.448865320 1.000000000 0.989000000 -0.311000000 -0.239000000 0.298000000
50 6 0.918352544 0.500000000 0.000000000 0.000000000 -23.936914750 -22.448814750 1.000000000 0.989000000 0.311000000 0.238000000 -0.299000000
50 7 0.918352544 0.500000000 0.000000000 0.000000000 -23.926918510 -22.438818510 1.000000000 0.990000000 -0.119000000 -0.229000000 -0.078000000
50 8 0.918352544 0.500000000 0.000000000 0.000000000 -23.926888650 -22.438788650 1.000000000 0.990000000 0.120000000 0.230000000 0.078000000
50 9 0.918352544 0.500000000 0.000000000 0.000000000 -22.919844280 -21.431744280 1.000000000 0.989000000 0.408000000 -0.048000000 -0.309000000
50 10 0.918352544 0.500000000 0.000000000 0.000000000 -22.919830000 -21.431730000 1.000000000 0.989000000 -0.408000000 0.047000000 0.310000000
50 11 0.918352544 0.500000000 0.000000000 0.000000000 -22.897534040 -21.409434040 1.000000000 0.991000000 -0.621000000 -0.395000000 -0.403000000
50 12 0.918352544 0.500000000 0.000000000 0.000000000 -22.897468450 -21.409368450 1.000000000 0.991000000 0.621000000 0.395000000 0.404000000
50 13 0.918352544 0.500000000 0.000000000 0.000000000 -22.874516900 -21.386416900 1.000000000 0.992000000 -0.346000000 -0.193000000 -0.459000000
50 14 0.918352544 0.500000000 0.000000000 0.000000000 -22.874467340 -21.386367340 1.000000000 0.992000000 0.346000000 0.194000000 0.458000000
50 15 0.918352544 0.500000000 0.000000000 0.000000000 -19.375129220 -17.887029220 1.000000000 0.879000000 -0.201000000 0.432000000 -0.077000000
50 16 0.918352544 0.500000000 0.000000000 0.000000000 -19.374391160 -17.886291160 1.000000000 0.879000000 0.202000000 -0.430000000 0.078000000
50 17 0.918352544 0.500000000 0.000000000 0.000000000 -19.231603020 -17.743503020 1.000000000 0.883000000 -0.202000000 0.379000000 0.103000000
50 18 0.918352544 0.500000000 0.000000000 0.000000000 -19.231478390 -17.743378390 1.000000000 0.883000000 0.202000000 -0.379000000 -0.104000000
50 19 0.918352544 0.500000000 0.000000000 0.000000000 -18.357273270 -16.869173270 1.000000000 0.946000000 -0.287000000 0.531000000 0.012000000
50 20 0.918352544 0.500000000 0.000000000 0.000000000 -18.356273080 -16.868173080 1.000000000 0.946000000 0.286000000 -0.530000000 -0.012000000
50 21 0.918352544 0.500000000 0.000000000 0.000000000 -18.225500590 -16.737400590 1.000000000 0.951000000 0.388000000 0.187000000 0.206000000
50 22 0.918352544 0.500000000 0.000000000 0.000000000 -18.225269940 -16.737169940 1.000000000 0.951000000 -0.388000000 -0.186000000 -0.206000000
50 23 0.918352544 0.500000000 0.000000000 0.000000000 -18.062313970 -16.574213970 1.000000000 0.965000000 0.415000000 0.297000000 -0.445000000
50 24 0.918352544 0.500000000 0.000000000 0.000000000 -18.062005660 -16.573905660 1.000000000 0.965000000 -0.416000000 -0.299000000 0.445000000
50 25 0.918352544 0.500000000 0.000000000 0.000000000 -17.885138190 -16.397038190 1.000000000 0.978000000 0.781000000 0.428000000 0.300000000
50 26 0.918352544 0.500000000 0.000000000 0.000000000 -17.884880440 -16.396780440 1.000000000 0.978000000 -0.781000000 -0.429000000 -0.300000000
