# ik band kdist_A-1 k1 k2 k3 energy_eV E-Ef_eV occupation charge mx my mz
1 18 0.000000000 0.000000000 0.000000000 0.000000000 -18.992955830 -17.504855830 1.000000000 0.904000000 -0.058000000 -0.341000000 -0.005000000
1 19 0.000000000 0.000000000 0.000000000 0.000000000 -18.299280840 -16.811180840 1.000000000 0.950000000 0.057000000 0.345000000 0.004000000
1 20 0.000000000 0.000000000 0.000000000 0.000000000 -18.298721710 -16.810621710 1.000000000 0.950000000 -0.057000000 -0.344000000 -0.004000000
1 21 0.000000000 0.000000000 0.000000000 0.000000000 -17.926102040 -16.438002040 1.000000000 0.979000000 -0.000000000 0.000000000 0.976000000
1 22 0.000000000 0.000000000 0.000000000 0.000000000 -17.926049200 -16.437949200 1.000000000 0.979000000 -0.000000000 0.000000000 -0.976000000
1 23 0.000000000 0.000000000 0.000000000 0.000000000 -17.911586710 -16.423486710 1.000000000 0.971000000 0.102000000 0.588000000 0.006000000
1 24 0.000000000 0.000000000 0.000000000 0.000000000 -17.911059860 -16.422959860 1.000000000 0.971000000 -0.101000000 -0.588000000 -0.006000000
1 25 0.000000000 0.000000000 0.000000000 0.000000000 -17.813999290 -16.325899290 1.000000000 0.985000000 -0.000000000 -0.001000000 0.981000000
1 26 0.000000000 0.000000000 0.000000000 0.000000000 -17.813967200 -16.325867200 1.000000000 0.985000000 -0.000000000 -0.001000000 -0.981000000
1 27 0.000000000 0.000000000 0.000000000 0.000000000 -15.527000330 -14.038900330 1.000000000 0.672000000 -0.396000000 -0.393000000 -0.373000000
1 28 0.000000000 0.000000000 0.000000000 0.000000000 -15.526813900 -14.038713900 1.000000000 0.672000000 0.396000000 0.393000000 0.373000000
1 29 0.000000000 0.000000000 0.000000000 0.000000000 -14.545558510 -13.057458510 1.000000000 0.714000000 -0.467000000 -0.252000000 -0.476000000
1 30 0.000000000 0.000000000 0.000000000 0.000000000 -14.545401840 -13.057301840 1.000000000 0.714000000 0.467000000 0.252000000 0.476000000
1 31 0.000000000 0.000000000 0.000000000 0.000000000 -13.018845310 -11.530745310 1.000000000 0.662000000 -0.026000000 0.654000000 -0.091000000
1 32 0.000000000 0.000000000 0.000000000 0.000000000 -13.017044280 -11.528944280 1.000000000 0.662000000 0.026000000 -0.654000000 0.091000000
1 33 0.000000000 0.000000000 0.000000000 0.000000000 -8.295663670 -6.807563670 1.000000000 0.654000000 -0.409000000 -0.348000000 -0.372000000
1 34 0.000000000 0.000000000 0.000000000 0.000000000 -8.295508300 -6.807408300 1.000000000 0.654000000 0.409000000 0.348000000 0.372000000
1 35 0.000000000 0.000000000 0.000000000 0.000000000 -4.473503550 -2.985403550 1.000000000 0.466000000 0.012000000 0.455000000 -0.028000000
1 36 0.000000000 0.000000000 0.000000000 0.000000000 -4.472685470 -2.984585470 1.000000000 0.466000000 -0.012000000 -0.455000000 0.028000000
1 37 0.000000000 0.000000000 0.000000000 0.000000000 -3.563608260 -2.075508260 1.000000000 0.454000000 0.033000000 0.341000000 0.003000000
1 38 0.000000000 0.000000000 0.000000000 0.000000000 -3.559411040 -2.071311040 1.000000000 0.457000000 -0.033000000 -0.341000000 -0.004000000
1 39 0.000000000 0.000000000 0.000000000 0.000000000 -3.273687170 -1.785587170 1.000000000 0.572000000 0.008000000 0.083000000 -0.041000000
1 40 0.000000000 0.000000000 0.000000000 0.000000000 -3.272615290 -1.784515290 1.000000000 0.572000000 -0.009000000 -0.086000000 0.041000000
1 41 0.000000000 0.000000000 0.000000000 0.000000000 -3.077058190 -1.588958190 1.000000000 0.591000000 0.000000000 0.074000000 -0.413000000
1 42 0.000000000 0.000000000 0.000000000 0.000000000 -3.077012150 -1.588912150 1.000000000 0.597000000 0.000000000 0.102000000 -0.014000000
