sweep,energy_per_spin,M2,cos_x,cos_y,current_x,current_y,current_x2,current_y2,vortex_abs_density
5.000000000000000000e+00,-1.465034449134511085e+00,5.297273758453778791e-01,1.883805682610011729e+02,1.866682507174336365e+02,-2.336847824024804510e+00,5.690988955186886411e-01,5.460857752649463492e+00,3.238735528805912756e-01,7.812500000000000000e-03
1.000000000000000000e+01,-1.410672213550114407e+00,4.860034121190284773e-01,1.855286208985490077e+02,1.756034657702802519e+02,-8.267830427342204302e-02,-2.928409846499892666e+00,6.835701997528557602e-03,8.575584229077524157e+00,0.000000000000000000e+00
1.500000000000000000e+01,-1.416278241279779415e+00,5.029570510016987406e-01,1.808574689486907232e+02,1.817097608189328071e+02,-3.868210697700479983e+00,4.014418039869150689e+00,1.496305400180443357e+01,1.611555219882687240e+01,0.000000000000000000e+00
2.000000000000000000e+01,-1.390732149059686007e+00,4.949433197530991313e-01,1.718237747764585492e+02,1.842036553828210685e+02,2.788569081109091741e+00,-1.217341563566709528e+00,7.776117520117604265e+00,1.481920482387041105e+00,7.812500000000000000e-03
2.500000000000000000e+01,-1.270902725802631750e+00,4.126348717676312505e-01,1.549395510512670739e+02,1.704115467542066824e+02,-5.007813832847894275e+00,-4.315472649304664898e+00,2.507819938446271735e+01,1.862330418689662181e+01,2.343750000000000000e-02
3.000000000000000000e+01,-1.390728209993552067e+00,4.387519667479224394e-01,1.791780385886886506e+02,1.768483831696607069e+02,-9.759886081363321253e+00,1.069009064171336121e+01,9.525537632118948750e+01,1.142780379280475813e+02,1.562500000000000000e-02
3.500000000000000000e+01,-1.414521173157543554e+00,5.061139835020593836e-01,1.789445018450942939e+02,1.831729184832368560e+02,-8.592870436359145714e-01,-1.487897434045414968e+00,7.383742233605501415e-01,2.213838774238929830e+00,2.343750000000000000e-02
4.000000000000000000e+01,-1.321125982231319274e+00,4.640128718914826034e-01,1.721332998266427410e+02,1.660749516245750215e+02,4.241917306606154625e+00,-9.606579737385066764e+00,1.799386243608481450e+01,9.228637425073733880e+01,1.562500000000000000e-02
4.500000000000000000e+01,-1.412309932372761700e+00,5.261615325604035442e-01,1.831343222796153327e+02,1.784170204078116342e+02,-7.260206242236282748e+00,3.230360672222466256e+00,5.271059467980668245e+01,1.043523007264158409e+01,0.000000000000000000e+00
5.000000000000000000e+01,-1.361879954216206556e+00,4.416097631373833154e-01,1.791793240074202060e+02,1.694619442719287008e+02,4.153940779814693229e-01,-8.082338999859155493e-01,1.725522400220750041e-01,6.532420370864429060e-01,2.343750000000000000e-02
