1.375453953900226622e+00,7.138054714807982037e-01,6.173457121507373024e-01,5.551172984888386175e-01,6.737157551596921756e-01,2.797433953841985677e-01,5.990265018069331759e-01,8.200282970185108766e-01,4.297311948399897830e-01,5.483185828618144519e-01,1.192808440080585619e+00,8.327194416718985970e-01,5.152078458275415329e-01,8.893958324219726208e-01,3.945883515630161931e-01,9.373842989068013054e-01,9.159639649119490912e-01,1.017442002429342018e+00,1.638674424452833733e+00,2.025880370628039273e+00,2.152878754716054388e+00,2.750814606769949044e+00,1.974230760634230641e+00,1.527449844618065100e+00
1.607723362576776616e+00,1.294115770077056027e+00,1.240557841454773325e+00,1.322961500014317338e+00,8.695857640682085332e-01,1.290711817257077954e+00,1.021383667588033006e+00,1.878488707886561748e+00,1.070915751618224832e+00,7.338534244248751115e-01,8.837379417271069570e-01,1.278224987609354102e+00,4.430108542253381465e-01,1.879248049327879144e+00,1.308308927684405099e+00,1.096926278354406037e+00,5.022001387385808258e-01,8.865703572980727643e-01,1.475563271718196567e+00,1.925308799612840183e+00,2.086274137572932119e+00,1.512251953337116817e+00,2.834830106237268055e+00,2.111016934831106084e+00
9.076656533169575880e-01,-5.068643678986908263e-01,1.135414336749552611e+00,1.347401859401122337e+00,9.818923654337545770e-01,1.518914076992603057e+00,1.886709454362954119e+00,1.622979515076337087e+00,1.606251350336937556e+00,1.630674986439495378e+00,1.364770215284554666e+00,1.528789861924424898e+00,1.094607686910773481e+00,7.427950852571529872e-01,5.665894390415462389e-01,2.572873404288671395e-01,-6.442539142431260579e-01,1.055140636948282307e+00,8.591367745324163252e-01,1.525696601951963771e+00,1.377748996642312207e+00,1.876407460980109576e+00,2.231384498494461965e+00,1.331839357349331898e+00
1.461649348573907048e+00,2.417171316986316043e+00,1.392130667051402426e+00,1.229889999928803768e+00,1.466411306347153776e+00,2.059797339477708711e+00,2.933775076482555200e+00,1.495499825005984107e+00,9.777848007648222151e-01,1.331346187951623072e+00,5.955460566692494240e-02,1.458061674227003834e+00,1.283966208760124239e+00,8.666593268041822284e-02,1.105568972357481528e+00,2.637559512760976332e-01,-7.100759429394978284e-01,1.347072141904906317e+00,9.669191350805039775e-02,1.119669490003836643e+00,1.496032755791034674e+00,1.480142560701120935e+00,1.526853343998324064e+00,1.929516940708814410e+00
1.152909917640075221e+00,1.227942093320656625e+00,1.326814456023256206e+00,8.257329396350763240e-01,1.634731549438765086e+00,1.935843019018203215e+00,3.132653759954825645e+00,2.400567329113595605e+00,1.771202503091000580e-01,6.119976472541064361e-01,1.064010611264481376e+00,1.187983087427994633e+00,1.734464769015771957e+00,6.927761194190962257e-01,4.715216002682041108e-01,3.886726607987878168e-01,-5.005346423850083326e-01,1.337454778082721063e+00,4.872443237458208287e-01,1.069669048533963718e+00,2.032304253062293675e+00,1.157806589863168867e+00,1.539176819185339440e+00,1.236473212840170532e+00
8.844281692482311996e-01,1.008925433335130961e+00,1.947802635129448845e+00,1.434989655133721342e+00,1.995097742942290253e+00,2.360609564089907408e+00,1.844909970756980933e+00,1.546926825752118262e+00,1.003087139508214598e+00,1.447723646233247230e+00,1.202409382640084345e+00,1.740016444369969939e+00,1.459010035355870372e+00,3.554028256241936745e-01,3.539415573803523785e-01,7.744379815349651253e-01,4.453459635603849165e-01,5.404344716944784466e-01,1.475298056117429368e+00,1.171106741910739935e+00,4.640957135655288113e-01,7.718806228274370795e-01,1.009659755136516956e+00,5.039346908791082491e-01
1.247132756059560421e+00,1.159342524508774730e+00,1.256226631902530144e+00,2.097016118789406747e+00,2.176198808098507520e+00,1.910178834937065417e+00,1.586370471330912579e+00,1.147034581438540535e+00,-4.596938837479136453e-02,1.778380007688310727e+00,1.016846803792554432e+00,1.114605460040550611e+00,9.950352494362473266e-01,-2.749692202411555542e-01,-5.512336571780953598e-01,4.441601425678318726e-01,1.075289196146419712e+00,1.888689308642899078e+00,1.746083698363545267e+00,8.758487436569586393e-01,1.148636432259384499e+00,1.145376197976265331e+00,8.722783496462973574e-01,1.079653627978899522e+00
1.700195596078415861e+00,8.363302076198140256e-01,1.790086683106494547e+00,1.454264856137436723e+00,2.207682037589966839e+00,3.951452759824789496e-01,9.297248247728671089e-01,1.862721851743579293e+00,1.600840948705800848e+00,2.314264482074620766e+00,1.689769688583733220e+00,3.553045640763672353e-01,1.154184066125925057e+00,-2.548687859701512792e-01,1.029490232713698994e-01,2.873614695041659672e-02,1.256635663197827490e+00,1.075379982351443608e+00,1.921443130951963951e+00,5.634283172208056634e-01,2.153443557537391584e+00,8.671211515976553486e-01,1.192941546001227593e+00,1.169761585229002421e+00
1.367816091457457972e+00,1.637036260686733691e+00,2.246854314307147327e+00,9.019589632115740940e-01,1.407095969186279660e+00,1.216411226582021499e+00,1.121496466726538799e+00,1.022999763993081679e+00,2.082048313866643241e+00,2.661938347598447052e+00,1.331564369697110450e+00,1.952678219216062772e+00,3.279973748321629579e-01,2.553642980505603788e-01,7.351752287711148526e-01,1.356384182749803990e+00,7.955037092817729416e-01,1.298632949123229352e+00,1.098251537737274575e+00,1.171119402897177864e+00,2.437275716104862155e+00,1.402055062718741141e+00,1.369190800960062404e+00,4.995057900331181244e-01
2.541090392822930255e+00,1.315693727890554499e+00,9.280035677874103328e-01,1.025959160937039982e+00,1.007161895325278778e+00,1.624819469308500963e+00,1.632199664710484832e+00,9.538669802332462311e-01,9.065260681768014805e-01,1.709695682009116702e+00,1.496677457294545377e+00,9.201856821603913161e-01,7.316363856799235066e-03,3.144794072094114767e-04,2.805217576540868230e-01,7.381948977339862772e-01,3.526244781605605283e-01,5.712362791707330523e-01,3.980022660894868558e-01,1.391245658552248798e+00,7.106707903684510441e-01,7.287950877291011764e-01,4.289685510783995959e-01,8.669956589535097180e-01
