ik,iband,path_distance_tpiba,kx_tpiba,ky_tpiba,kz_tpiba,energy_eV,Si_s_weight,Si_p_weight,projection_norm
20,7,0.7916666666666666,0.7916666666666666,0.0,0.0,14.927826157456547,9.026447734088428e-12,0.7243606889594247,0.7243606889684512
20,8,0.7916666666666666,0.7916666666666666,0.0,0.0,14.92782615823417,3.812262784258657e-12,0.7243577275874938,0.7243577275913061
21,1,0.8333333333333333,0.8333333333333333,0.0,0.0,-2.712180840627823,0.5903679076888091,0.4033476965214677,0.9937156042102768
21,2,0.8333333333333333,0.8333333333333333,0.0,0.0,-0.10522049213443056,0.5248042269987347,0.46712465180550494,0.9919288788042397
21,3,0.8333333333333333,0.8333333333333333,0.0,0.0,3.6056124760886545,2.8903690752830135e-12,0.9939937324080792,0.9939937324109696
21,4,0.8333333333333333,0.8333333333333333,0.0,0.0,3.6056124768092825,3.894140517049898e-11,0.9939935396816627,0.9939935397206041
21,5,0.8333333333333333,0.8333333333333333,0.0,0.0,6.937158526663408,0.34931888222655416,0.5453138016534008,0.894632683879955
21,6,0.8333333333333333,0.8333333333333333,0.0,0.0,7.540060991024974,0.31382656128722286,0.4123257747692992,0.7261523360565221
21,7,0.8333333333333333,0.8333333333333333,0.0,0.0,15.327722031564758,1.7701447628028275e-11,0.709346400739854,0.7093464007575554
21,8,0.8333333333333333,0.8333333333333333,0.0,0.0,15.327722033038716,7.754510892469893e-12,0.7093516983420315,0.709351698349786
22,1,0.875,0.875,0.0,0.0,-2.4206023382026784,0.5816155738887347,0.41191034013721767,0.9935259140259525
22,2,0.875,0.875,0.0,0.0,-0.46054700684947764,0.5335142938583473,0.458728379953375,0.9922426738117223
22,3,0.875,0.875,0.0,0.0,3.557059047180389,4.6092772993877904e-11,0.994142779341782,0.9941427793878748
22,4,0.875,0.875,0.0,0.0,3.557059047859112,1.340044669894481e-10,0.9941429165809782,0.9941429167149827
22,5,0.875,0.875,0.0,0.0,6.941623619780625,0.3501072571580799,0.5320736311124481,0.882180888270528
22,6,0.875,0.875,0.0,0.0,7.390304161366053,0.323080962468309,0.4334237546274855,0.7565047170957945
22,7,0.875,0.875,0.0,0.0,15.726634521468043,5.443045024502515e-13,0.7044023175005243,0.7044023175010686
22,8,0.875,0.875,0.0,0.0,15.72663452094248,4.8153302581509e-13,0.7043980619539144,0.7043980619543959
23,1,0.9166666666666666,0.9166666666666666,0.0,0.0,-2.1179685911281187,0.5733638786668999,0.41997205986893915,0.993335938535839
23,2,0.9166666666666666,0.9166666666666666,0.0,0.0,-0.8089596778985518,0.5418038356289455,0.45070304572497566,0.9925068813539212
23,3,0.9166666666666666,0.9166666666666666,0.0,0.0,3.5223126180828994,5.323017534109174e-12,0.9942418603795748,0.9942418603848978
23,4,0.9166666666666666,0.9166666666666666,0.0,0.0,3.5223126185642717,9.443765858640317e-11,0.9942414859577843,0.994241486052222
