kx_tpiba,ky_tpiba,kz_tpiba,kx_inv_A,ky_inv_A,kz_inv_A,band5_eV
0.81,-0.06,0.04,0.9428955422801292,-0.06984411424297253,0.046562742828648356,7.064809295653376
0.81,-0.06,0.06,0.9428955422801292,-0.06984411424297253,0.06984411424297253,7.098897514025179
0.81,-0.06,0.08,0.9428955422801292,-0.06984411424297253,0.09312548565729671,7.147291140606059
0.81,-0.04,-0.08,0.9428955422801292,-0.046562742828648356,-0.09312548565729671,7.1257425871233195
0.81,-0.04,-0.06,0.9428955422801292,-0.046562742828648356,-0.06984411424297253,7.064809295653356
0.81,-0.04,-0.04,0.9428955422801292,-0.046562742828648356,-0.046562742828648356,7.020684718190842
0.81,-0.04,-0.02,0.9428955422801292,-0.046562742828648356,-0.023281371414324178,6.993963479721177
0.81,-0.04,0.0,0.9428955422801292,-0.046562742828648356,0.0,6.985014709147448
0.81,-0.04,0.02,0.9428955422801292,-0.046562742828648356,0.023281371414324178,6.993963479721292
0.81,-0.04,0.04,0.9428955422801292,-0.046562742828648356,0.046562742828648356,7.020684718190839
0.81,-0.04,0.06,0.9428955422801292,-0.046562742828648356,0.06984411424297253,7.064809295653337
0.81,-0.04,0.08,0.9428955422801292,-0.046562742828648356,0.09312548565729671,7.125742587123322
0.81,-0.02,-0.08,0.9428955422801292,-0.023281371414324178,-0.09312548565729671,7.113906105852331
0.81,-0.02,-0.06,0.9428955422801292,-0.023281371414324178,-0.06984411424297253,7.044612533161906
0.81,-0.02,-0.04,0.9428955422801292,-0.023281371414324178,-0.046562742828648356,6.993963479721204
0.81,-0.02,-0.02,0.9428955422801292,-0.023281371414324178,-0.023281371414324178,6.963079241928444
0.81,-0.02,0.0,0.9428955422801292,-0.023281371414324178,0.0,6.952698427928224
0.81,-0.02,0.02,0.9428955422801292,-0.023281371414324178,0.023281371414324178,6.9630792419284
0.81,-0.02,0.04,0.9428955422801292,-0.023281371414324178,0.046562742828648356,6.993963479721201
0.81,-0.02,0.06,0.9428955422801292,-0.023281371414324178,0.06984411424297253,7.044612533161906
0.81,-0.02,0.08,0.9428955422801292,-0.023281371414324178,0.09312548565729671,7.113906105852345
0.81,0.0,-0.08,0.9428955422801292,0.0,-0.09312548565729671,7.110173730545557
0.81,0.0,-0.06,0.9428955422801292,0.0,-0.06984411424297253,7.037930806824669
0.81,0.0,-0.04,0.9428955422801292,0.0,-0.046562742828648356,6.985014709147483
0.81,0.0,-0.02,0.9428955422801292,0.0,-0.023281371414324178,6.952698427928179
0.81,0.0,0.0,0.9428955422801292,0.0,0.0,6.941827469474927
0.81,0.0,0.02,0.9428955422801292,0.0,0.023281371414324178,6.952698427928262
0.81,0.0,0.04,0.9428955422801292,0.0,0.046562742828648356,6.985014709147437
0.81,0.0,0.06,0.9428955422801292,0.0,0.06984411424297253,7.037930806824611
0.81,0.0,0.08,0.9428955422801292,0.0,0.09312548565729671,7.110173730545573
