strain,C11_GPa,C12_GPa,C44_GPa,C11-C12_GPa,C11+2C12_GPa,B_GPa,Gv_GPa,Gr_GPa,GH_GPa,E_GPa,nu,anisotropy
0.005,127.15762769440002,61.47521126040001,36.6585849392,65.682416434,250.10805021520002,83.36935007173334,35.13163425032,35.02987239513932,35.08075332272966,92.29652817483127,0.31548669046154904,1.1162374020156773
