label,mode,engineering_strain,energy_Ry,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa
xx_-0.005,xx,-0.005,-4.19051165,-0.619165264884,-0.283471481452,-0.283471481452,-0.0
xx_+0.005,xx,0.005,-4.19051393,0.6524110120600001,0.331280631152,0.331280631152,-0.0
xy_-0.005,xy,-0.005,-4.19052087,0.027802859364,0.027802859364,0.024125232464,-0.183292924696
xy_+0.005,xy,0.005,-4.19052087,0.027802859364,0.027802859364,0.024125232464,0.183292924696
