time_ps,potential_eV_atom,kinetic_eV_atom,total_eV_atom,temperature_K
0.305000000000,-5.329560000770,0.042735407744,-5.286824593027,335.863860771431
0.310000000000,-5.326323179004,0.039505005567,-5.286818173437,310.475654503192
0.315000000000,-5.325412474235,0.038593612822,-5.286818861413,303.312884747253
0.320000000000,-5.326645119815,0.039820916198,-5.286824203617,312.958442657147
0.325000000000,-5.328117061843,0.041291634184,-5.286825427659,324.517031819782
0.330000000000,-5.329003731725,0.042179742638,-5.286823989087,331.496806907491
0.335000000000,-5.329487183921,0.042663170114,-5.286824013807,335.296134606014
0.340000000000,-5.329487464307,0.042662647676,-5.286824816631,335.292028692827
0.345000000000,-5.328685743061,0.041860637359,-5.286825105701,328.988911542836
0.350000000000,-5.326946912093,0.040122279685,-5.286824632408,315.326902662614
0.355000000000,-5.324501186016,0.037678264398,-5.286822921618,296.119026731373
0.360000000000,-5.322145096084,0.035325774966,-5.286819321118,277.630465960395
0.365000000000,-5.321324451697,0.034508466138,-5.286815985559,271.207115556655
0.370000000000,-5.323269587762,0.036452847821,-5.286816739941,286.488297453694
0.375000000000,-5.327693215334,0.040871677203,-5.286821538131,321.216528082483
0.380000000000,-5.332802131678,0.045975464038,-5.286826667640,361.327940175155
0.385000000000,-5.336596449295,0.049766884489,-5.286829564805,391.125271660089
0.390000000000,-5.337918313567,0.051088501485,-5.286829812083,401.512054186904
0.395000000000,-5.336764707608,0.049937654336,-5.286827053272,392.467377022738
0.400000000000,-5.334343640713,0.047521350447,-5.286822290267,373.477289042454
0.405000000000,-5.332465223340,0.045644987007,-5.286820236333,358.730672536210
0.410000000000,-5.331946282982,0.045124229032,-5.286822053950,354.637958952746
0.415000000000,-5.332212099774,0.045388412299,-5.286823687474,356.714214137207
0.420000000000,-5.332526232382,0.045701502491,-5.286824729891,359.174836046362
