time_ps,potential_eV_atom,kinetic_eV_atom,total_eV_atom,temperature_K
0.000000000000,-5.334700231401,0.047873985718,-5.286826245683,376.248701548092
0.005000000000,-5.336126863621,0.049300413879,-5.286826449742,387.459210460445
0.010000000000,-5.335903358823,0.049076392933,-5.286826965890,385.698596866443
0.015000000000,-5.333294131363,0.046466722135,-5.286827409229,365.188809879041
0.020000000000,-5.327833026976,0.041006016885,-5.286827010092,322.272323417373
0.025000000000,-5.320641256222,0.033816612981,-5.286824643241,265.769739747378
0.030000000000,-5.315338977469,0.028516379274,-5.286822598195,224.114422764195
0.035000000000,-5.314863096892,0.028039675932,-5.286823420960,220.367941024688
0.040000000000,-5.318185523599,0.031360285060,-5.286825238539,246.465097004179
0.045000000000,-5.322595256394,0.035769433667,-5.286825822726,281.117245007707
0.050000000000,-5.326687661844,0.039861556748,-5.286826105096,313.277842719456
0.055000000000,-5.329846490860,0.043020292510,-5.286826198350,338.102812091996
0.060000000000,-5.331872816922,0.045046743597,-5.286826073325,354.028989507955
0.065000000000,-5.332901902127,0.046075921433,-5.286825980694,362.117449630132
0.070000000000,-5.333090709093,0.046264843602,-5.286825865491,363.602216768937
0.075000000000,-5.332647955300,0.045822317692,-5.286825637608,360.124340495186
0.080000000000,-5.331944542440,0.045119148230,-5.286825394210,354.598028174120
0.085000000000,-5.331423624292,0.044598466235,-5.286825158057,350.505911727418
0.090000000000,-5.331555000597,0.044730106968,-5.286824893629,351.540495630294
0.095000000000,-5.332769188470,0.045944222973,-5.286824965497,361.082412050669
0.100000000000,-5.334940711041,0.048115058519,-5.286825652522,378.143328186994
0.105000000000,-5.337079007525,0.050252551847,-5.286826455678,394.942202922297
0.110000000000,-5.338009323696,0.051182470526,-5.286826853170,402.250570716476
0.115000000000,-5.337208938491,0.050382380027,-5.286826558464,395.962541698191
0.120000000000,-5.335164446154,0.048338437175,-5.286826008979,379.898893923228
0.125000000000,-5.332622117235,0.045795932537,-5.286826184698,359.916975680203
0.130000000000,-5.329422213960,0.042595803900,-5.286826410060,334.766693612854
0.135000000000,-5.325339337894,0.038513610411,-5.286825727483,302.684134017490
0.140000000000,-5.321262066780,0.034437142959,-5.286824923821,270.646576192958
0.145000000000,-5.318385557036,0.031561094011,-5.286824463024,248.043284117762
0.150000000000,-5.317487862307,0.030663680096,-5.286824182210,240.990376047360
0.155000000000,-5.318919337912,0.032094881538,-5.286824456374,252.238398872333
0.160000000000,-5.322148891267,0.035323468080,-5.286825423187,277.612335803763
0.165000000000,-5.325694314236,0.038867980295,-5.286826333941,305.469179109088
0.170000000000,-5.328182523842,0.041356071782,-5.286826452060,325.023456387158
0.175000000000,-5.329387606784,0.042561681819,-5.286825924965,334.498523157345
0.180000000000,-5.330049951049,0.043224449184,-5.286825501865,339.707309449697
0.185000000000,-5.330829837064,0.044004273040,-5.286825564024,345.836059933410
0.190000000000,-5.331722493492,0.044896720123,-5.286825773369,352.849932939483
0.195000000000,-5.332448345222,0.045622558210,-5.286825787012,358.554401322463
0.200000000000,-5.332947867209,0.046122224892,-5.286825642317,362.481355335875
0.205000000000,-5.333384186874,0.046558640713,-5.286825546161,365.911211521263
0.210000000000,-5.333844594941,0.047018883292,-5.286825711650,369.528325696894
0.215000000000,-5.334072952555,0.047246978096,-5.286825974460,371.320956342276
0.220000000000,-5.333669736240,0.046843633457,-5.286826102784,368.151011446524
0.225000000000,-5.332389055428,0.045562863377,-5.286826192051,358.085250841868
0.230000000000,-5.330122464895,0.043296423808,-5.286826041086,340.272968615595
0.235000000000,-5.327189885446,0.040364544342,-5.286825341105,317.230896268377
0.240000000000,-5.324665966013,0.037841486954,-5.286824479059,297.401816825242
0.245000000000,-5.323807525196,0.036983337044,-5.286824188152,290.657490351151
0.250000000000,-5.325009838300,0.038185091433,-5.286824746867,300.102255007106
0.255000000000,-5.327408017504,0.040582315281,-5.286825702224,318.942390136429
0.260000000000,-5.329530172824,0.042703811986,-5.286826360838,335.615545062528
0.265000000000,-5.330340600678,0.043514227023,-5.286826373655,341.984716146560
0.270000000000,-5.329828818356,0.043003041188,-5.286825777168,337.967231410350
0.275000000000,-5.328964598259,0.042139694462,-5.286824903797,331.182062395960
0.280000000000,-5.329088336903,0.042263826606,-5.286824510297,332.157635190796
0.285000000000,-5.330758952069,0.043933777977,-5.286825174092,345.282028853605
0.290000000000,-5.332997421902,0.046171077354,-5.286826344548,362.865294022040
0.295000000000,-5.334063335916,0.047236251939,-5.286827083977,371.236657900046
0.300000000000,-5.332844948331,0.046017878894,-5.286827069437,361.661284770817
0.305000000000,-5.329601913492,0.042776060929,-5.286825852564,336.183360136951
0.310000000000,-5.326357683722,0.039533441479,-5.286824242243,310.699136516672
0.315000000000,-5.325422618864,0.038598225897,-5.286824392967,303.349139582586
0.320000000000,-5.326643098828,0.039817370659,-5.286825728170,312.930577740658
0.325000000000,-5.328119246057,0.041293196806,-5.286826049251,324.529312698823
0.330000000000,-5.329008902987,0.042183214054,-5.286825688932,331.524089275546
0.335000000000,-5.329491615523,0.042665926717,-5.286825688806,335.317799158145
0.340000000000,-5.329494501530,0.042668613485,-5.286825888045,335.338914856439
0.345000000000,-5.328701351285,0.041875389803,-5.286825961482,329.104853169447
0.350000000000,-5.326975356387,0.040149511176,-5.286825845211,315.540918964123
0.355000000000,-5.324542166491,0.037716742912,-5.286825423579,296.421435034853
0.360000000000,-5.322188061832,0.035363530757,-5.286824531075,277.927194279183
0.365000000000,-5.321348486330,0.034524793513,-5.286823692818,271.335434801912
0.370000000000,-5.323260655518,0.036436790060,-5.286823865458,286.362097140476
0.375000000000,-5.327660533768,0.040835478412,-5.286825055356,320.932036451872
0.380000000000,-5.332770741939,0.045944400723,-5.286826341216,361.083809014033
0.385000000000,-5.336588256705,0.049761182625,-5.286827074080,391.080459868607
0.390000000000,-5.337941896617,0.051114751671,-5.286827144946,401.718358268947
0.395000000000,-5.336812662442,0.049986196700,-5.286826465741,392.848878612215
