segment,distance_A_minus1,q1,q2,q3,f1_cm_minus1,f2_cm_minus1,f3_cm_minus1
0.000000000000000000e+00,2.464568478326359668e-01,4.875000000000000444e-01,0.000000000000000000e+00,4.875000000000000444e-01,1.879875723939764214e+02,1.879875723939764498e+02,2.607308010426538658e+02
0.000000000000000000e+00,2.527762541873189162e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.880123766441247426e+02,1.880123766441247994e+02,2.611086023075734488e+02
1.000000000000000000e+00,2.527762541873189162e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.880123766441247426e+02,1.880123766441247994e+02,2.611086023075734488e+02
1.000000000000000000e+00,2.559359573646604047e-01,5.000000000000000000e-01,6.250000000000000347e-03,5.062499999999999778e-01,1.880171173481368783e+02,1.881421020147133163e+02,2.611535735378088816e+02
1.000000000000000000e+00,2.590956605420018932e-01,5.000000000000000000e-01,1.250000000000000069e-02,5.124999999999999556e-01,1.880313095175887383e+02,1.885300998482155705e+02,2.612880517288514852e+02
1.000000000000000000e+00,2.622553637193433818e-01,5.000000000000000000e-01,1.875000000000000278e-02,5.187500000000000444e-01,1.880548635274621745e+02,1.891728631504898033e+02,2.615107351867055172e+02
1.000000000000000000e+00,2.654150668966848703e-01,5.000000000000000000e-01,2.500000000000000139e-02,5.250000000000000222e-01,1.880876306767852952e+02,1.900646381548325792e+02,2.618194703259152902e+02
1.000000000000000000e+00,2.685747700740263588e-01,5.000000000000000000e-01,3.125000000000000000e-02,5.312500000000000000e-01,1.881294041936975532e+02,1.911975557965392909e+02,2.622112751390509402e+02
1.000000000000000000e+00,2.717344732513678474e-01,5.000000000000000000e-01,3.750000000000000555e-02,5.374999999999999778e-01,1.881799206305923065e+02,1.925618056211373528e+02,2.626823712973343845e+02
1.000000000000000000e+00,2.748941764287093359e-01,5.000000000000000000e-01,4.375000000000000416e-02,5.437499999999999556e-01,1.882388616375773154e+02,1.941458431973746599e+02,2.632282241663956484e+02
1.000000000000000000e+00,2.780538796060508244e-01,5.000000000000000000e-01,5.000000000000000278e-02,5.500000000000000444e-01,1.883058560994252559e+02,1.959366210929979104e+02,2.638435898713844381e+02
1.000000000000000000e+00,2.812135827833923130e-01,5.000000000000000000e-01,5.625000000000000139e-02,5.562500000000000222e-01,1.883804826183027785e+02,1.979198332868444652e+02,2.645225684316670254e+02
1.000000000000000000e+00,2.843732859607338015e-01,5.000000000000000000e-01,6.250000000000000000e-02,5.625000000000000000e-01,1.884622723219250986e+02,2.000801634447106210e+02,2.652586619098094047e+02
1.000000000000000000e+00,2.875329891380752900e-01,5.000000000000000000e-01,6.875000000000000555e-02,5.687499999999999778e-01,1.885507119744038391e+02,2.024015286169047556e+02,2.660448364828680496e+02
1.000000000000000000e+00,2.906926923154167786e-01,5.000000000000000000e-01,7.500000000000001110e-02,5.749999999999999556e-01,1.886452473649642911e+02,2.048673114241168776e+02,2.668735873444039726e+02
1.000000000000000000e+00,2.938523954927582671e-01,5.000000000000000000e-01,8.125000000000000278e-02,5.812500000000000444e-01,1.887452869479213291e+02,2.074605754848397794e+02,2.677370053795668809e+02
1.000000000000000000e+00,2.970120986700997556e-01,5.000000000000000000e-01,8.750000000000000833e-02,5.875000000000000222e-01,1.888502057058325363e+02,2.101642605262783832e+02,2.686268446181259151e+02
1.000000000000000000e+00,3.001718018474412442e-01,5.000000000000000000e-01,9.375000000000000000e-02,5.937500000000000000e-01,1.889593492065957889e+02,2.129613551763544308e+02,2.695345895556682194e+02
1.000000000000000000e+00,3.033315050247827327e-01,5.000000000000000000e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.890720378244243705e+02,2.158350467685308445e+02,2.704515215351813708e+02
1.000000000000000000e+00,3.064912082021242212e-01,5.000000000000000000e-01,1.062500000000000111e-01,6.062499999999999556e-01,1.891875710941152988e+02,2.187688485592606753e+02,2.713687834937469461e+02
1.000000000000000000e+00,3.096509113794657098e-01,5.000000000000000000e-01,1.125000000000000028e-01,6.125000000000000444e-01,1.893052321677969019e+02,2.217467055517110737e+02,2.722774424964151763e+02
1.000000000000000000e+00,3.128106145568071983e-01,5.000000000000000000e-01,1.187500000000000083e-01,6.187500000000000222e-01,1.894242923434140096e+02,2.247530806571298854e+02,2.731685495964756569e+02
1.000000000000000000e+00,3.159703177341486868e-01,5.000000000000000000e-01,1.250000000000000000e-01,6.250000000000000000e-01,1.895440156345184732e+02,2.277730232410282269e+02,2.740331966741353540e+02
1.000000000000000000e+00,3.191300209114901754e-01,5.000000000000000000e-01,1.312500000000000056e-01,6.312499999999999778e-01,1.896636633515078358e+02,2.307922222370952454e+02,2.748625700108279943e+02
1.000000000000000000e+00,3.222897240888316639e-01,5.000000000000000000e-01,1.375000000000000111e-01,6.374999999999999556e-01,1.897824986652186681e+02,2.337970460103284722e+02,2.756480004517083557e+02
1.000000000000000000e+00,3.254494272661731524e-01,5.000000000000000000e-01,1.437500000000000167e-01,6.437500000000000444e-01,1.898997911247568027e+02,2.367745710519110673e+02,2.763810100928956786e+02
1.000000000000000000e+00,3.286091304435146410e-01,5.000000000000000000e-01,1.500000000000000222e-01,6.500000000000000222e-01,1.900148211025567377e+02,2.397126014259310693e+02,2.770533555020599010e+02
1.000000000000000000e+00,3.317688336208561295e-01,5.000000000000000000e-01,1.562500000000000000e-01,6.562500000000000000e-01,1.901268841409257959e+02,2.425996806895649058e+02,2.776570675409431033e+02
1.000000000000000000e+00,3.349285367981976180e-01,5.000000000000000000e-01,1.625000000000000056e-01,6.624999999999999778e-01,1.902352951756901120e+02,2.454250977947497177e+02,2.781844879068492560e+02
1.000000000000000000e+00,3.380882399755391066e-01,5.000000000000000000e-01,1.687500000000000111e-01,6.687499999999999556e-01,1.903393926139935957e+02,2.481788882657117199e+02,2.786283025478259674e+02
1.000000000000000000e+00,3.412479431528805951e-01,5.000000000000000000e-01,1.750000000000000167e-01,6.750000000000000444e-01,1.904385422448110319e+02,2.508518317431131948e+02,2.789815721342794177e+02
1.000000000000000000e+00,3.444076463302220836e-01,5.000000000000000000e-01,1.812500000000000222e-01,6.812500000000000222e-01,1.905321409622602573e+02,2.534354467982238930e+02,2.792377597892797212e+02
1.000000000000000000e+00,3.475673495075635722e-01,5.000000000000000000e-01,1.875000000000000000e-01,6.875000000000000000e-01,1.906196202833637585e+02,2.559219837526585479e+02,2.793907562920897476e+02
1.000000000000000000e+00,3.507270526849050607e-01,5.000000000000000000e-01,1.937500000000000056e-01,6.937499999999999778e-01,1.907004496434461487e+02,2.583044160919421302e+02,2.794349029756825757e+02
1.000000000000000000e+00,3.538867558622465492e-01,5.000000000000000000e-01,2.000000000000000111e-01,6.999999999999999556e-01,1.907741394539096405e+02,2.605764309341375906e+02,2.793650125403553375e+02
1.000000000000000000e+00,3.570464590395880378e-01,5.000000000000000000e-01,2.062500000000000167e-01,7.062500000000000444e-01,1.908402439086322602e+02,2.627324189067189764e+02,2.791763880030277960e+02
1.000000000000000000e+00,3.602061622169295263e-01,5.000000000000000000e-01,2.125000000000000222e-01,7.125000000000000222e-01,1.908983635267237844e+02,2.647674636940019468e+02,2.788648399963477118e+02
1.000000000000000000e+00,3.633658653942710148e-01,5.000000000000000000e-01,2.187500000000000000e-01,7.187500000000000000e-01,1.909481474208157863e+02,2.666773314417228562e+02,2.784267026240663085e+02
1.000000000000000000e+00,3.665255685716125034e-01,5.000000000000000000e-01,2.250000000000000056e-01,7.249999999999999778e-01,1.909892952814644786e+02,2.684584601426991526e+02,2.778588480699276602e+02
1.000000000000000000e+00,3.696852717489539919e-01,5.000000000000000000e-01,2.312500000000000111e-01,7.312499999999999556e-01,1.910215590696105892e+02,2.701079490758824591e+02,2.771587001470130076e+02
1.000000000000000000e+00,3.728449749262954804e-01,5.000000000000000000e-01,2.375000000000000167e-01,7.375000000000000444e-01,1.910447444103553210e+02,2.716235483286852173e+02,2.763242469634251393e+02
1.000000000000000000e+00,3.760046781036369690e-01,5.000000000000000000e-01,2.437500000000000222e-01,7.437500000000000222e-01,1.910587116825981298e+02,2.730036483975162582e+02,2.753540528686101538e+02
1.000000000000000000e+00,3.791643812809784575e-01,5.000000000000000000e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.910633768003303317e+02,2.742472698325543092e+02,2.742472698325544798e+02
2.000000000000000000e+00,3.791643812809784575e-01,5.000000000000000000e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.910633768003303317e+02,2.742472698325543092e+02,2.742472698325544798e+02
2.000000000000000000e+00,3.836328763674481390e-01,5.000000000000000000e-01,2.562499999999999778e-01,7.437500000000000222e-01,1.910800605204174190e+02,2.741317717303686550e+02,2.743198647532565815e+02
2.000000000000000000e+00,3.881013714539178205e-01,5.000000000000000000e-01,2.625000000000000111e-01,7.375000000000000444e-01,1.911292936534766227e+02,2.737856982173265123e+02,2.745375790103329905e+02
2.000000000000000000e+00,3.925698665403875576e-01,5.000000000000000000e-01,2.687499999999999889e-01,7.312499999999999556e-01,1.912086587349330387e+02,2.732103125949229252e+02,2.749001808246644600e+02
2.000000000000000000e+00,3.970383616268572391e-01,5.000000000000000000e-01,2.750000000000000222e-01,7.249999999999999778e-01,1.913142467713365704e+02,2.724077234389316118e+02,2.754072176957187139e+02
2.000000000000000000e+00,4.015068567133269206e-01,5.000000000000000000e-01,2.812500000000000000e-01,7.187500000000000000e-01,1.914408306860354969e+02,2.713808892207678127e+02,2.760579217729890047e+02
2.000000000000000000e+00,4.059753517997966021e-01,5.000000000000000000e-01,2.874999999999999778e-01,7.125000000000000222e-01,1.915820949725995774e+02,2.701336247979313612e+02,2.768510865880002143e+02
2.000000000000000000e+00,4.104438468862662837e-01,5.000000000000000000e-01,2.937500000000000111e-01,7.062500000000000444e-01,1.917309090914856711e+02,2.686706097884455176e+02,2.777849239717104979e+02
2.000000000000000000e+00,4.149123419727360207e-01,5.000000000000000000e-01,2.999999999999999889e-01,6.999999999999999556e-01,1.918796296973293067e+02,2.669973988400215035e+02,2.788569118058048844e+02
2.000000000000000000e+00,4.193808370592057022e-01,5.000000000000000000e-01,3.062500000000000222e-01,6.937499999999999778e-01,1.920204152874341048e+02,2.651204337934413502e+02,2.800636443773567521e+02
2.000000000000000000e+00,4.238493321456753837e-01,5.000000000000000000e-01,3.125000000000000000e-01,6.875000000000000000e-01,1.921455365450279373e+02,2.630470577189438472e+02,2.814006972938330478e+02
2.000000000000000000e+00,4.283178272321450653e-01,5.000000000000000000e-01,3.187499999999999778e-01,6.812500000000000222e-01,1.922476666389661091e+02,2.607855307713014099e+02,2.828625180216019999e+02
2.000000000000000000e+00,4.327863223186147468e-01,5.000000000000000000e-01,3.250000000000000111e-01,6.750000000000000444e-01,1.923201379977127488e+02,2.583450477602191881e+02,2.844423511355980736e+02
2.000000000000000000e+00,4.372548174050844838e-01,5.000000000000000000e-01,3.312499999999999889e-01,6.687499999999999556e-01,1.923571553730533026e+02,2.557357572633527241e+02,2.861322044909380224e+02
2.000000000000000000e+00,4.417233124915541653e-01,5.000000000000000000e-01,3.375000000000000222e-01,6.624999999999999778e-01,1.923539589531566492e+02,2.529687820144778811e+02,2.879228590952701552e+02
2.000000000000000000e+00,4.461918075780238468e-01,5.000000000000000000e-01,3.437500000000000000e-01,6.562500000000000000e-01,1.923069353807940445e+02,2.500562401731212390e+02,2.898039219220084988e+02
2.000000000000000000e+00,4.506603026644935284e-01,5.000000000000000000e-01,3.499999999999999778e-01,6.500000000000000222e-01,1.922136782844880827e+02,2.470112669173585971e+02,2.917639177162182023e+02
2.000000000000000000e+00,4.551287977509632099e-01,5.000000000000000000e-01,3.562500000000000111e-01,6.437500000000000444e-01,1.920730029373183640e+02,2.438480355909004800e+02,2.937904133770602471e+02
2.000000000000000000e+00,4.595972928374329469e-01,5.000000000000000000e-01,3.624999999999999889e-01,6.374999999999999556e-01,1.918849216824440305e+02,2.405817773710168410e+02,2.958701669700832326e+02
2.000000000000000000e+00,4.640657879239026284e-01,5.000000000000000000e-01,3.687500000000000222e-01,6.312499999999999778e-01,1.916505877535884679e+02,2.372287980975749520e+02,2.979892928700866150e+02
2.000000000000000000e+00,4.685342830103723100e-01,5.000000000000000000e-01,3.750000000000000000e-01,6.250000000000000000e-01,1.913722151821697537e+02,2.338064905090787988e+02,3.001334348476564173e+02
2.000000000000000000e+00,4.730027780968419915e-01,5.000000000000000000e-01,3.812499999999999778e-01,6.187500000000000222e-01,1.910529818381580185e+02,2.303333396656331615e+02,3.022879398745581625e+02
2.000000000000000000e+00,4.774712731833116730e-01,5.000000000000000000e-01,3.875000000000000111e-01,6.125000000000000444e-01,1.906969215618321698e+02,2.268289188030186097e+02,3.044380267792182622e+02
2.000000000000000000e+00,4.819397682697814100e-01,5.000000000000000000e-01,3.937500000000000444e-01,6.062499999999999556e-01,1.903088100607370734e+02,2.233138722668228127e+02,3.065689453907709776e+02
2.000000000000000000e+00,4.864082633562510916e-01,5.000000000000000000e-01,4.000000000000000222e-01,5.999999999999999778e-01,1.898940479755121089e+02,2.198098815436316045e+02,3.086661232741153071e+02
2.000000000000000000e+00,4.908767584427207731e-01,5.000000000000000000e-01,4.062500000000000000e-01,5.937500000000000000e-01,1.894585434015569945e+02,2.163396097778357330e+02,3.107152984479459974e+02
2.000000000000000000e+00,4.953452535291904546e-01,5.000000000000000000e-01,4.124999999999999778e-01,5.875000000000000222e-01,1.890085952692512024e+02,2.129266196004047913e+02,3.127026375235155342e+02
2.000000000000000000e+00,4.998137486156601361e-01,5.000000000000000000e-01,4.187500000000000111e-01,5.812500000000000444e-01,1.885507783598216349e+02,2.095952586898936829e+02,3.146148394850671934e+02
2.000000000000000000e+00,5.042822437021299287e-01,5.000000000000000000e-01,4.250000000000000444e-01,5.749999999999999556e-01,1.880918303555115472e+02,2.063705073553727800e+02,3.164392258694764450e+02
2.000000000000000000e+00,5.087507387885995547e-01,5.000000000000000000e-01,4.312500000000000222e-01,5.687499999999999778e-01,1.876385411570884685e+02,2.032777827227426144e+02,3.181638184287423314e+02
2.000000000000000000e+00,5.132192338750691807e-01,5.000000000000000000e-01,4.375000000000000000e-01,5.625000000000000000e-01,1.871976447033784154e+02,2.003426949847449521e+02,3.197774055186541773e+02
2.000000000000000000e+00,5.176877289615388067e-01,5.000000000000000000e-01,4.437499999999999778e-01,5.562500000000000222e-01,1.867757136479966675e+02,1.975907528036709664e+02,3.212695984941037182e+02
2.000000000000000000e+00,5.221562240480085437e-01,5.000000000000000000e-01,4.500000000000000111e-01,5.500000000000000444e-01,1.863790574415867241e+02,1.950470174624733204e+02,3.226308793449525751e+02
2.000000000000000000e+00,5.266247191344782808e-01,5.000000000000000000e-01,4.562500000000000444e-01,5.437499999999999556e-01,1.860136245923676199e+02,1.927357087938006828e+02,3.238526407077134763e+02
2.000000000000000000e+00,5.310932142209479068e-01,5.000000000000000000e-01,4.625000000000000222e-01,5.374999999999999778e-01,1.856849100983847336e+02,1.906797701956721482e+02,3.249272192615978838e+02
2.000000000000000000e+00,5.355617093074175328e-01,5.000000000000000000e-01,4.687500000000000000e-01,5.312500000000000000e-01,1.853978692327094961e+02,1.889004049071607767e+02,3.258479233798435075e+02
2.000000000000000000e+00,5.400302043938871588e-01,5.000000000000000000e-01,4.749999999999999778e-01,5.250000000000000222e-01,1.851568389955133114e+02,1.874166007032526409e+02,3.266090557700060231e+02
2.000000000000000000e+00,5.444986994803568958e-01,5.000000000000000000e-01,4.812500000000000111e-01,5.187500000000000444e-01,1.849654686085009416e+02,1.862446646219118236e+02,3.272059317068666360e+02
2.000000000000000000e+00,5.489671945668266329e-01,5.000000000000000000e-01,4.875000000000000444e-01,5.124999999999999556e-01,1.848266604082346589e+02,1.853977924895410467e+02,3.276348933422286791e+02
2.000000000000000000e+00,5.534356896532962589e-01,5.000000000000000000e-01,4.937500000000000222e-01,5.062499999999999778e-01,1.847425223926086630e+02,1.848856991124867193e+02,3.278933204681841858e+02
2.000000000000000000e+00,5.579041847397658849e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.847143334929209004e+02,1.847143334929209573e+02,3.279796380138215568e+02
3.000000000000000000e+00,5.579041847397658849e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.847143334929209004e+02,1.847143334929209573e+02,3.279796380138215568e+02
3.000000000000000000e+00,5.633769511797581675e-01,4.874999999999999889e-01,4.874999999999999889e-01,4.874999999999999889e-01,1.844589426593245776e+02,1.844589426593246628e+02,3.276837561874508538e+02
3.000000000000000000e+00,5.688497176197504501e-01,4.749999999999999778e-01,4.749999999999999778e-01,4.749999999999999778e-01,1.836943167151627563e+02,1.836943167151628700e+02,3.267971296433116208e+02
3.000000000000000000e+00,5.743224840597427328e-01,4.625000000000000222e-01,4.625000000000000222e-01,4.625000000000000222e-01,1.824250853217119186e+02,1.824250853217120891e+02,3.253228069785985781e+02
3.000000000000000000e+00,5.797952504997350154e-01,4.500000000000000111e-01,4.500000000000000111e-01,4.500000000000000111e-01,1.806589312664386000e+02,1.806589312664387990e+02,3.232658418981345676e+02
3.000000000000000000e+00,5.852680169397272980e-01,4.375000000000000000e-01,4.375000000000000000e-01,4.375000000000000000e-01,1.784065406558168547e+02,1.784065406558169684e+02,3.206332525186195426e+02
3.000000000000000000e+00,5.907407833797195806e-01,4.249999999999999889e-01,4.249999999999999889e-01,4.249999999999999889e-01,1.756815335115258563e+02,1.756815335115259131e+02,3.174339648745042837e+02
3.000000000000000000e+00,5.962135498197118633e-01,4.124999999999999778e-01,4.124999999999999778e-01,4.124999999999999778e-01,1.725003750883084024e+02,1.725003750883085445e+02,3.136787411052221159e+02
3.000000000000000000e+00,6.016863162597041459e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,1.688822683110213632e+02,1.688822683110214484e+02,3.093800929402092379e+02
3.000000000000000000e+00,6.071590826996964285e-01,3.875000000000000111e-01,3.875000000000000111e-01,3.875000000000000111e-01,1.648490277983513863e+02,1.648490277983514432e+02,3.045521812344472892e+02
3.000000000000000000e+00,6.126318491396887111e-01,3.750000000000000000e-01,3.750000000000000000e-01,3.750000000000000000e-01,1.604249359985869603e+02,1.604249359985870456e+02,2.992107024429000148e+02
3.000000000000000000e+00,6.181046155796809938e-01,3.624999999999999889e-01,3.624999999999999889e-01,3.624999999999999889e-01,1.556365820055503093e+02,1.556365820055503377e+02,2.933727630568281484e+02
3.000000000000000000e+00,6.235773820196732764e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.505126836465490783e+02,1.505126836465492488e+02,2.870567431580518019e+02
3.000000000000000000e+00,6.290501484596655590e-01,3.375000000000000222e-01,3.375000000000000222e-01,3.375000000000000222e-01,1.450838934344532163e+02,1.450838934344533584e+02,2.802821503780979810e+02
3.000000000000000000e+00,6.345229148996578417e-01,3.249999999999999556e-01,3.249999999999999556e-01,3.249999999999999556e-01,1.393825889472186077e+02,1.393825889472186930e+02,2.730694656769234712e+02
3.000000000000000000e+00,6.399956813396501243e-01,3.125000000000000000e-01,3.125000000000000000e-01,3.125000000000000000e-01,1.334426481336177801e+02,1.334426481336178938e+02,2.654399824793758853e+02
3.000000000000000000e+00,6.454684477796424069e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,1.272992099353217128e+02,1.272992099353218833e+02,2.574156408252800929e+02
3.000000000000000000e+00,6.509412142196346895e-01,2.874999999999999778e-01,2.874999999999999778e-01,2.874999999999999778e-01,1.209884204527662206e+02,1.209884204527662490e+02,2.490188582992131785e+02
3.000000000000000000e+00,6.564139806596269722e-01,2.750000000000000222e-01,2.750000000000000222e-01,2.750000000000000222e-01,1.145471646533384842e+02,1.145471646533385552e+02,2.402723596064447520e+02
3.000000000000000000e+00,6.618867470996192548e-01,2.624999999999999556e-01,2.624999999999999556e-01,2.624999999999999556e-01,1.080127833111752835e+02,1.080127833111753404e+02,2.311990067495977712e+02
3.000000000000000000e+00,6.673595135396115374e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,1.014227744622586158e+02,1.014227744622587011e+02,2.218216318332831065e+02
