0.01801200 0.00031080 0.00007394 0.00016325 0.00073557 0.00303300 0.00959910 0.02328300 0.04456700 0.06950100 0.09095100 0.10258000 0.10283000 0.09633600 0.09070200 0.09131200 0.09869600 0.10827000 0.11271000 0.10827000 0.09869600 0.09131200 0.09070200 0.09633600 0.10283000 0.10258000 0.09095100 0.06950100 0.04456700 0.02328300 0.00959910 0.00303300 0.00073557 0.00016325 0.00007394 0.00031080
0.00031080 0.00011587 0.00007131 0.00018791 0.00082675 0.00327530 0.01007200 0.02396500 0.04528300 0.06999900 0.09104900 0.10228000 0.10234000 0.09594000 0.09060100 0.09151900 0.09909300 0.10870000 0.11313000 0.10870000 0.09909300 0.09151900 0.09060100 0.09594000 0.10234000 0.10228000 0.09104900 0.06999900 0.04528300 0.02396500 0.01007200 0.00327530 0.00082675 0.00018791 0.00007131 0.00011587
0.00007394 0.00007131 0.00010587 0.00031360 0.00119710 0.00415360 0.01167300 0.02617800 0.04754900 0.07156100 0.09138900 0.10143000 0.10094000 0.09487400 0.09041500 0.09222700 0.10033000 0.11002000 0.11439000 0.11002000 0.10033000 0.09222700 0.09041500 0.09487400 0.10094000 0.10143000 0.09138900 0.07156100 0.04754900 0.02617800 0.01167300 0.00415360 0.00119710 0.00031360 0.00010587 0.00007131
0.00016325 0.00018791 0.00031360 0.00076423 0.00220910 0.00616370 0.01494000 0.03036800 0.05164000 0.07431200 0.09204000 0.10017000 0.09891000 0.09348100 0.09046600 0.09367100 0.10253000 0.11225000 0.11648000 0.11225000 0.10253000 0.09367100 0.09046600 0.09348100 0.09891000 0.10017000 0.09204000 0.07431200 0.05164000 0.03036800 0.01494000 0.00616370 0.00220910 0.00076423 0.00031360 0.00018791
0.00073557 0.00082675 0.00119710 0.00220910 0.00471140 0.01024300 0.02070700 0.03708100 0.05776500 0.07823900 0.09296900 0.09864300 0.09661900 0.09226000 0.09121300 0.09616100 0.10580000 0.11536000 0.11935000 0.11536000 0.10580000 0.09616100 0.09121300 0.09226000 0.09661900 0.09864300 0.09296900 0.07823900 0.05776500 0.03708100 0.02070700 0.01024300 0.00471140 0.00220910 0.00119710 0.00082675
0.00303300 0.00327530 0.00415360 0.00616370 0.01024300 0.01773700 0.02987400 0.04664500 0.06577800 0.08298700 0.09393100 0.09694300 0.09452000 0.09179500 0.09315100 0.09996600 0.11015000 0.11920000 0.12278000 0.11920000 0.11015000 0.09996600 0.09315100 0.09179500 0.09452000 0.09694300 0.09393100 0.08298700 0.06577800 0.04664500 0.02987400 0.01773700 0.01024300 0.00616370 0.00415360 0.00327530
0.00959910 0.01007200 0.01167300 0.01494000 0.02070700 0.02987400 0.04284100 0.05871500 0.07489900 0.08776500 0.09451900 0.09522100 0.09314000 0.09267200 0.09668000 0.10516000 0.11537000 0.12342000 0.12642000 0.12342000 0.11537000 0.10516000 0.09668000 0.09267200 0.09314000 0.09522100 0.09451900 0.08776500 0.07489900 0.05871500 0.04284100 0.02987400 0.02070700 0.01494000 0.01167300 0.01007200
0.02328300 0.02396500 0.02617800 0.03036800 0.03708100 0.04664500 0.05871500 0.07186200 0.08364300 0.09151800 0.09441600 0.09381700 0.09308000 0.09538400 0.10195000 0.11148000 0.12091000 0.12743000 0.12971000 0.12743000 0.12091000 0.11148000 0.10195000 0.09538400 0.09308000 0.09381700 0.09441600 0.09151800 0.08364300 0.07186200 0.05871500 0.04664500 0.03708100 0.03036800 0.02617800 0.02396500
0.04456700 0.04528300 0.04754900 0.05164000 0.05776500 0.06577800 0.07489900 0.08364300 0.09021300 0.09343900 0.09377200 0.09337600 0.09495500 0.10018000 0.10870000 0.11820000 0.12595000 0.13056000 0.13202000 0.13056000 0.12595000 0.11820000 0.10870000 0.10018000 0.09495500 0.09337600 0.09377200 0.09343900 0.09021300 0.08364300 0.07489900 0.06577800 0.05776500 0.05164000 0.04754900 0.04528300
0.06950100 0.06999900 0.07156100 0.07431200 0.07823900 0.08298700 0.08776500 0.09151800 0.09343900 0.09363900 0.09342500 0.09476200 0.09919800 0.10686000 0.11609000 0.12427000 0.12963000 0.13218000 0.13286000 0.13218000 0.12963000 0.12427000 0.11609000 0.10686000 0.09919800 0.09476200 0.09342500 0.09363900 0.09343900 0.09151800 0.08776500 0.08298700 0.07823900 0.07431200 0.07156100 0.06999900
0.09095100 0.09104900 0.09138900 0.09204000 0.09296900 0.09393100 0.09451900 0.09441600 0.09377200 0.09342500 0.09468900 0.09871900 0.10574000 0.11456000 0.12286000 0.12861000 0.13131000 0.13199000 0.13202000 0.13199000 0.13131000 0.12861000 0.12286000 0.11456000 0.10574000 0.09871900 0.09468900 0.09342500 0.09377200 0.09441600 0.09451900 0.09393100 0.09296900 0.09204000 0.09138900 0.09104900
0.10258000 0.10228000 0.10143000 0.10017000 0.09864300 0.09694300 0.09522100 0.09381700 0.09337600 0.09476200 0.09871900 0.10535000 0.11370000 0.12183000 0.12774000 0.13055000 0.13085000 0.13013000 0.12971000 0.13013000 0.13085000 0.13055000 0.12774000 0.12183000 0.11370000 0.10535000 0.09871900 0.09476200 0.09337600 0.09381700 0.09522100 0.09694300 0.09864300 0.10017000 0.10143000 0.10228000
0.10283000 0.10234000 0.10094000 0.09891000 0.09661900 0.09452000 0.09314000 0.09308000 0.09495500 0.09919800 0.10574000 0.11370000 0.12144000 0.12719000 0.12998000 0.13007000 0.12864000 0.12707000 0.12642000 0.12707000 0.12864000 0.13007000 0.12998000 0.12719000 0.12144000 0.11370000 0.10574000 0.09919800 0.09495500 0.09308000 0.09314000 0.09452000 0.09661900 0.09891000 0.10094000 0.10234000
0.09633600 0.09594000 0.09487400 0.09348100 0.09226000 0.09179500 0.09267200 0.09538400 0.10018000 0.10686000 0.11456000 0.12183000 0.12719000 0.12974000 0.12964000 0.12779000 0.12539000 0.12349000 0.12278000 0.12349000 0.12539000 0.12779000 0.12964000 0.12974000 0.12719000 0.12183000 0.11456000 0.10686000 0.10018000 0.09538400 0.09267200 0.09179500 0.09226000 0.09348100 0.09487400 0.09594000
0.09070200 0.09060100 0.09041500 0.09046600 0.09121300 0.09315100 0.09668000 0.10195000 0.10870000 0.11609000 0.12286000 0.12774000 0.12998000 0.12964000 0.12750000 0.12460000 0.12188000 0.12001000 0.11935000 0.12001000 0.12188000 0.12460000 0.12750000 0.12964000 0.12998000 0.12774000 0.12286000 0.11609000 0.10870000 0.10195000 0.09668000 0.09315100 0.09121300 0.09046600 0.09041500 0.09060100
0.09131200 0.09151900 0.09222700 0.09367100 0.09616100 0.09996600 0.10516000 0.11148000 0.11820000 0.12427000 0.12861000 0.13055000 0.13007000 0.12779000 0.12460000 0.12137000 0.11873000 0.11706000 0.11648000 0.11706000 0.11873000 0.12137000 0.12460000 0.12779000 0.13007000 0.13055000 0.12861000 0.12427000 0.11820000 0.11148000 0.10516000 0.09996600 0.09616100 0.09367100 0.09222700 0.09151900
0.09869600 0.09909300 0.10033000 0.10253000 0.10580000 0.11015000 0.11537000 0.12091000 0.12595000 0.12963000 0.13131000 0.13085000 0.12864000 0.12539000 0.12188000 0.11873000 0.11634000 0.11488000 0.11439000 0.11488000 0.11634000 0.11873000 0.12188000 0.12539000 0.12864000 0.13085000 0.13131000 0.12963000 0.12595000 0.12091000 0.11537000 0.11015000 0.10580000 0.10253000 0.10033000 0.09909300
0.10827000 0.10870000 0.11002000 0.11225000 0.11536000 0.11920000 0.12342000 0.12743000 0.13056000 0.13218000 0.13199000 0.13013000 0.12707000 0.12349000 0.12001000 0.11706000 0.11488000 0.11357000 0.11313000 0.11357000 0.11488000 0.11706000 0.12001000 0.12349000 0.12707000 0.13013000 0.13199000 0.13218000 0.13056000 0.12743000 0.12342000 0.11920000 0.11536000 0.11225000 0.11002000 0.10870000
0.11271000 0.11313000 0.11439000 0.11648000 0.11935000 0.12278000 0.12642000 0.12971000 0.13202000 0.13286000 0.13202000 0.12971000 0.12642000 0.12278000 0.11935000 0.11648000 0.11439000 0.11313000 0.11271000 0.11313000 0.11439000 0.11648000 0.11935000 0.12278000 0.12642000 0.12971000 0.13202000 0.13286000 0.13202000 0.12971000 0.12642000 0.12278000 0.11935000 0.11648000 0.11439000 0.11313000
0.10827000 0.10870000 0.11002000 0.11225000 0.11536000 0.11920000 0.12342000 0.12743000 0.13056000 0.13218000 0.13199000 0.13013000 0.12707000 0.12349000 0.12001000 0.11706000 0.11488000 0.11357000 0.11313000 0.11357000 0.11488000 0.11706000 0.12001000 0.12349000 0.12707000 0.13013000 0.13199000 0.13218000 0.13056000 0.12743000 0.12342000 0.11920000 0.11536000 0.11225000 0.11002000 0.10870000
