kx_tpiba,ky_tpiba,kz_tpiba,vbm_band4_eV,cbm_band5_eV
0.0,0.0,0.0,6.395342259906624,8.965584310579422
-0.04166666666666666,0.04166666666666666,-0.04166666666666666,6.355602139235545,9.023188649255784
-0.08333333333333333,0.08333333333333333,-0.08333333333333333,6.248590550460275,9.038189377951557
-0.125,0.125,-0.125,6.100651650625197,8.947347354242035
-0.1666666666666667,0.1666666666666667,-0.1666666666666667,5.936604176340922,8.803580437450806
-0.2083333333333333,0.2083333333333333,-0.2083333333333333,5.773805288583797,8.643377450905787
-0.25,0.25,-0.25,5.622972116552011,8.486440759693007
-0.2916666666666667,0.2916666666666667,-0.2916666666666667,5.490368891379003,8.343875801238603
-0.3333333333333333,0.3333333333333333,-0.3333333333333333,5.379518915293124,8.222111150065194
-0.375,0.375,-0.375,5.292306586629156,8.124888637958138
-0.4166666666666667,0.4166666666666667,-0.4166666666666667,5.2296594195456345,8.054337080425219
-0.4583333333333333,0.4583333333333333,-0.4583333333333333,5.191979666622518,8.011628694447602
0.5,-0.5,0.5,5.179409259606686,7.997339545141878
0.0,0.08333333333333333,0.0,6.266842226258729,8.890397197605242
-0.04166666666666666,0.125,-0.04166666666666666,6.233651829698511,8.88376241687197
-0.08333333333333334,0.1666666666666667,-0.08333333333333334,6.143787977037722,8.95746718655847
-0.125,0.2083333333333333,-0.125,6.003518013068216,8.949751245950306
-0.1666666666666667,0.25,-0.1666666666666667,5.8401267972175885,8.832899002612908
-0.2083333333333333,0.2916666666666667,-0.2083333333333333,5.672912141641303,8.68884762609154
-0.25,0.3333333333333334,-0.25,5.513722119326966,8.548322723455012
-0.2916666666666666,0.375,-0.2916666666666666,5.369547112780991,8.423391478375786
-0.3333333333333333,0.4166666666666667,-0.3333333333333333,5.244544199168121,8.320069109702928
-0.375,0.4583333333333334,-0.375,5.141302424519905,8.241634875319276
-0.4166666666666666,0.5,-0.4166666666666666,5.118331484392662,8.189902697803955
0.5416666666666666,-0.4583333333333333,0.5416666666666666,5.130978441819077,8.165832001582993
0.5,-0.4166666666666667,0.5,5.169784232997735,8.169824482050792
0.4583333333333333,-0.3749999999999999,0.4583333333333333,5.23366112915351,8.20187156017806
0.4166666666666667,-0.3333333333333333,0.4166666666666667,5.321336083073115,8.261543691564384
0.3750000000000001,-0.2916666666666667,0.3750000000000001,5.43124427225655,8.347848034817932
0.3333333333333333,-0.25,0.3333333333333333,5.561268309262327,8.45893168155505
0.2916666666666667,-0.2083333333333333,0.2916666666666667,5.7082456333677465,8.591517901242288
0.2500000000000001,-0.1666666666666667,0.2500000000000001,5.8671177834860515,8.73992639489538
0.2083333333333333,-0.125,0.2083333333333333,6.029544447343138,8.894239663590987
0.1666666666666667,-0.08333333333333334,0.1666666666666667,6.181901408700239,9.03640489445319
0.125,-0.04166666666666671,0.125,6.303437100099537,9.129350584302582
0.08333333333333329,3.469446951953614e-17,0.08333333333333329,6.3680937019963295,9.02885225176881
0.0,0.1666666666666667,0.0,5.955108658538586,8.687306769597502
-0.04166666666666667,0.2083333333333333,-0.04166666666666667,5.882968476748325,8.639093784244379
-0.08333333333333333,0.25,-0.08333333333333333,5.786744272780561,8.713009993985589
-0.125,0.2916666666666667,-0.125,5.636581035472932,8.820055998484136
-0.1666666666666667,0.3333333333333333,-0.1666666666666667,5.459728897923512,8.862537507110709
-0.2083333333333334,0.375,-0.2083333333333334,5.277193456773573,8.819832096168499
-0.25,0.4166666666666666,-0.25,5.101910973137859,8.737061673435306
-0.2916666666666667,0.4583333333333333,-0.2916666666666667,4.994326489203927,8.650376271872105
