distance_Ainv,E1_eV,E2_eV,E3_eV,E4_eV,E1_minus_VBM_eV,E2_minus_VBM_eV,E3_minus_VBM_eV,E4_minus_VBM_eV
1.717001100000000058e+00,-1.311728999999999923e+00,-1.311716399999999894e+00,2.406514599999999948e+00,2.406521899999999992e+00,-7.697768243384316200e+00,-7.697755643384316393e+00,-3.979524643384316551e+00,-3.979517343384316508e+00
1.731551999999999980e+00,-1.310687500000000005e+00,-1.310674399999999906e+00,2.401464700000000008e+00,2.401472599999999957e+00,-7.696726743384316727e+00,-7.696713643384316406e+00,-3.984574543384316492e+00,-3.984566643384316542e+00
1.746102899999999902e+00,-1.310339099999999979e+00,-1.310325600000000090e+00,2.399777299999999780e+00,2.399785800000000080e+00,-7.696378343384316700e+00,-7.696364843384316146e+00,-3.986261943384316719e+00,-3.986253443384316419e+00
1.760543600000000097e+00,-1.370189600000000008e+00,-1.250958199999999909e+00,2.359134899999999924e+00,2.443539499999999975e+00,-7.756228843384316285e+00,-7.636997443384316853e+00,-4.026904343384316576e+00,-3.942499743384316524e+00
1.774984300000000070e+00,-1.430309199999999947e+00,-1.192299299999999951e+00,2.321746599999999994e+00,2.490257399999999954e+00,-7.816348443384316447e+00,-7.578338543384316672e+00,-4.064292643384316506e+00,-3.895781843384316545e+00
1.789425000000000043e+00,-1.490494900000000067e+00,-1.134587699999999977e+00,2.287767899999999965e+00,2.539773499999999906e+00,-7.876534143384316344e+00,-7.520626943384316476e+00,-4.098271343384316978e+00,-3.846265743384316593e+00
1.803865700000000016e+00,-1.550561700000000043e+00,-1.078066200000000086e+00,2.257342500000000030e+00,2.591926099999999789e+00,-7.936600943384316764e+00,-7.464105443384316807e+00,-4.128696743384316470e+00,-3.794113143384316711e+00
1.818306399999999989e+00,-1.610342799999999963e+00,-1.022979800000000106e+00,2.230610099999999818e+00,2.646549999999999958e+00,-7.996382043384316241e+00,-7.409019043384316383e+00,-4.155429143384316681e+00,-3.739489243384316541e+00
1.832747200000000021e+00,-1.669689600000000107e+00,-9.695714600000000516e-01,2.207706200000000063e+00,2.703476400000000002e+00,-8.055728843384317273e+00,-7.355610703384316551e+00,-4.178333043384316881e+00,-3.682562843384316498e+00
1.847187899999999994e+00,-1.728472800000000031e+00,-9.180782299999999951e-01,2.188760999999999957e+00,2.762532999999999905e+00,-8.114512043384316087e+00,-7.304117473384316384e+00,-4.197278243384316099e+00,-3.623506243384316594e+00
1.861628599999999967e+00,-1.786581600000000103e+00,-8.687263400000000413e-01,2.173899200000000143e+00,2.823544300000000007e+00,-8.172620843384317268e+00,-7.254765583384316763e+00,-4.212140043384316357e+00,-3.562494943384316493e+00
1.876069299999999940e+00,-1.843923999999999896e+00,-8.217270300000000249e-01,2.163238799999999795e+00,2.886331999999999898e+00,-8.229963243384316840e+00,-7.207766273384316413e+00,-4.222800443384317148e+00,-3.499707243384316602e+00
1.890509999999999913e+00,-1.900425500000000101e+00,-7.772721900000000295e-01,2.156890399999999985e+00,2.950714899999999918e+00,-8.286464743384316378e+00,-7.163311433384316196e+00,-4.229148843384316514e+00,-3.435324343384316581e+00
1.904950700000000108e+00,-1.956028000000000100e+00,-7.355303699999999889e-01,2.154955800000000199e+00,3.016509899999999966e+00,-8.342067243384317266e+00,-7.121569613384316710e+00,-4.231083443384315856e+00,-3.369529343384316533e+00
1.919391400000000081e+00,-2.010688399999999820e+00,-6.966433400000000553e-01,2.157527799999999996e+00,3.083532500000000010e+00,-8.396727643384316764e+00,-7.082682583384316999e+00,-4.228511443384316948e+00,-3.302506743384316490e+00
1.933832199999999890e+00,-2.064376699999999953e+00,-6.607232899999999631e-01,2.164689000000000085e+00,3.151597300000000157e+00,-8.450415943384316009e+00,-7.046762533384316463e+00,-4.221350243384316414e+00,-3.234441943384316343e+00
1.948272900000000085e+00,-2.117074600000000029e+00,-6.278508099999999814e-01,2.176511399999999874e+00,3.220519200000000026e+00,-8.503113843384316084e+00,-7.013890053384316481e+00,-4.209527843384316625e+00,-3.165520043384316473e+00
1.962713600000000058e+00,-2.168772999999999840e+00,-5.980738599999999572e-01,2.193055999999999894e+00,3.290113700000000030e+00,-8.554812243384315451e+00,-6.984113103384316901e+00,-4.192983243384317049e+00,-3.095925543384316470e+00
1.977154300000000031e+00,-2.219470700000000019e+00,-5.714076599999999839e-01,2.214373099999999983e+00,3.360198299999999971e+00,-8.605509943384316074e+00,-6.957446903384316705e+00,-4.171666143384316072e+00,-3.025840943384316528e+00
1.991595000000000004e+00,-2.269171699999999792e+00,-5.478355299999999595e-01,2.240502000000000216e+00,3.430593000000000004e+00,-8.655210943384316735e+00,-6.933874773384316015e+00,-4.145537243384316284e+00,-2.955446243384316496e+00
2.006035699999999977e+00,-2.317883699999999880e+00,-5.273106400000000527e-01,2.271471700000000205e+00,3.501121700000000114e+00,-8.703922943384316824e+00,-6.913349883384316996e+00,-4.114567543384316295e+00,-2.884917543384316385e+00
2.020476500000000009e+00,-2.365616300000000116e+00,-5.097584600000000243e-01,2.307300699999999871e+00,3.571612399999999798e+00,-8.751655543384316616e+00,-6.895797703384316080e+00,-4.078738543384316628e+00,-2.814426843384316701e+00
2.034917200000000204e+00,-2.412379099999999887e+00,-4.950798599999999827e-01,2.347997400000000123e+00,3.641898600000000208e+00,-8.798418343384316387e+00,-6.881119103384316205e+00,-4.038041843384316820e+00,-2.744140643384316292e+00
2.049357899999999955e+00,-2.458180299999999985e+00,-4.831545099999999815e-01,2.393559799999999793e+00,3.711819600000000108e+00,-8.844219543384316040e+00,-6.869193753384316814e+00,-3.992479443384316706e+00,-2.674219643384316392e+00
2.063798600000000150e+00,-2.503025800000000078e+00,-4.738444900000000071e-01,2.443974499999999939e+00,3.781221700000000130e+00,-8.889065043384317022e+00,-6.859883733384316784e+00,-3.942064743384316561e+00,-2.604817543384316370e+00
2.078239299999999901e+00,-2.546917399999999887e+00,-4.669978699999999816e-01,2.499215799999999987e+00,3.849957999999999991e+00,-8.932956643384315498e+00,-6.853037113384316648e+00,-3.886823443384316512e+00,-2.536081243384316508e+00
2.092680000000000096e+00,-2.589852899999999902e+00,-4.624522200000000249e-01,2.559243400000000168e+00,3.917889300000000130e+00,-8.975892143384315958e+00,-6.848491463384316802e+00,-3.826795843384316331e+00,-2.468149943384316369e+00
2.107120800000000127e+00,-2.631824799999999964e+00,-4.600377900000000020e-01,2.624000300000000063e+00,3.984884500000000163e+00,-9.017864043384316020e+00,-6.846077033384316834e+00,-3.762038943384316436e+00,-2.401154743384316337e+00
2.121561499999999878e+00,-2.672820699999999938e+00,-4.595804099999999948e-01,2.693409599999999848e+00,4.050820200000000426e+00,-9.058859943384316438e+00,-6.845619653384316550e+00,-3.692629643384316651e+00,-2.335219043384316073e+00
2.136002200000000073e+00,-2.712822500000000137e+00,-4.609039899999999856e-01,2.767371199999999920e+00,4.115581200000000273e+00,-9.098861743384317080e+00,-6.846943233384316763e+00,-3.618668043384316579e+00,-2.270458043384316227e+00
2.150442899999999824e+00,-2.751807599999999798e+00,-4.638327099999999814e-01,2.845757700000000057e+00,4.179060400000000008e+00,-9.137846843384316742e+00,-6.849871953384316647e+00,-3.540281543384316443e+00,-2.206978843384316491e+00
2.164883600000000019e+00,-2.789748299999999848e+00,-4.681928799999999780e-01,2.928411099999999934e+00,4.241158099999999820e+00,-9.175787543384316791e+00,-6.854232123384316644e+00,-3.457628143384316566e+00,-2.144881143384316680e+00
2.179324300000000214e+00,-2.826613200000000159e+00,-4.738143599999999900e-01,3.015138700000000060e+00,4.301782499999999843e+00,-9.212652443384316214e+00,-6.859853603384316045e+00,-3.370900543384316439e+00,-2.084256743384316657e+00
2.193764999999999965e+00,-2.862367499999999954e+00,-4.805318800000000223e-01,3.105709200000000170e+00,4.360848299999999789e+00,-9.248406743384316897e+00,-6.866571123384316522e+00,-3.280330043384316330e+00,-2.025190943384316711e+00
2.208205799999999996e+00,-2.896974199999999833e+00,-4.881859399999999849e-01,3.199850300000000036e+00,4.418277200000000349e+00,-9.283013443384316332e+00,-6.874225183384316651e+00,-3.186188943384316463e+00,-1.967762043384316151e+00
2.222646500000000191e+00,-2.930394600000000072e+00,-4.966236199999999879e-01,3.297245499999999829e+00,4.473996800000000107e+00,-9.316433843384317015e+00,-6.882662863384316765e+00,-3.088793743384316670e+00,-1.912042443384316392e+00
2.237087199999999942e+00,-2.962590000000000057e+00,-5.056991400000000469e-01,3.397532200000000113e+00,4.527940100000000356e+00,-9.348629243384316112e+00,-6.891738383384316435e+00,-2.988507043384316386e+00,-1.858099143384316143e+00
2.251527900000000137e+00,-2.993522000000000016e+00,-5.152742599999999840e-01,3.500300800000000212e+00,4.580045000000000144e+00,-9.379561243384316072e+00,-6.901313503384316483e+00,-2.885738443384316287e+00,-1.805994243384316356e+00
2.265968599999999888e+00,-3.023154100000000177e+00,-5.252185999999999799e-01,3.605094600000000149e+00,4.630253899999999589e+00,-9.409193343384316677e+00,-6.911257843384316146e+00,-2.780944643384316350e+00,-1.755785343384316910e+00
2.280409300000000083e+00,-3.051452199999999948e+00,-5.354097599999999568e-01,3.711410199999999993e+00,4.678512900000000307e+00,-9.437491443384317336e+00,-6.921449003384316789e+00,-2.674629043384316507e+00,-1.707526343384316192e+00
2.294850100000000115e+00,-3.078385599999999833e+00,-5.457334000000000351e-01,3.818699699999999808e+00,4.724771299999999563e+00,-9.464424843384316333e+00,-6.931772643384316979e+00,-2.567339543384316691e+00,-1.661267943384316936e+00
2.309290799999999866e+00,-3.103927699999999845e+00,-5.560832100000000500e-01,3.926373700000000078e+00,4.768981100000000417e+00,-9.489966943384317233e+00,-6.942122453384316216e+00,-2.459665543384316422e+00,-1.617058143384316082e+00
2.323731500000000061e+00,-3.128056400000000181e+00,-5.663607800000000081e-01,4.033804700000000132e+00,4.811097000000000179e+00,-9.514095643384315792e+00,-6.952400023384316619e+00,-2.352234543384316368e+00,-1.574942243384316320e+00
2.338172199999999812e+00,-3.150754800000000078e+00,-5.764754600000000506e-01,4.140332700000000088e+00,4.851075400000000037e+00,-9.536794043384317021e+00,-6.962514703384316661e+00,-2.245706543384316412e+00,-1.534963843384316462e+00
2.352612900000000007e+00,-3.172011100000000194e+00,-5.863441200000000242e-01,4.245270500000000169e+00,4.888874500000000012e+00,-9.558050343384316250e+00,-6.972383363384316191e+00,-2.140768743384316330e+00,-1.497164743384316488e+00
2.367053600000000202e+00,-3.191818699999999787e+00,-5.958909000000000011e-01,4.347910899999999579e+00,4.924454299999999840e+00,-9.577857943384316286e+00,-6.981930143384316167e+00,-2.038128343384316921e+00,-1.461584943384316659e+00
2.381494299999999953e+00,-3.210176199999999813e+00,-6.050469000000000541e-01,4.447534100000000379e+00,4.957775999999999961e+00,-9.596215443384316757e+00,-6.991086143384316998e+00,-1.938505143384316121e+00,-1.428263243384316539e+00
2.395935099999999984e+00,-3.227086900000000202e+00,-6.137498599999999804e-01,4.543415999999999677e+00,4.988802200000000298e+00,-9.613126143384317146e+00,-6.999789103384316036e+00,-1.842623243384316822e+00,-1.397237043384316202e+00
2.410375800000000179e+00,-3.242558400000000063e+00,-6.219438600000000150e-01,4.634836400000000189e+00,5.017497200000000213e+00,-9.628597643384317450e+00,-7.007983103384316514e+00,-1.751202843384316310e+00,-1.368542043384316287e+00
2.424816499999999930e+00,-3.256602099999999833e+00,-6.295789499999999705e-01,4.721088700000000138e+00,5.043826700000000329e+00,-9.642641343384315888e+00,-7.015618193384316470e+00,-1.664950543384316362e+00,-1.342212543384316170e+00
2.439257200000000125e+00,-3.269232300000000091e+00,-6.366108200000000217e-01,4.801488299999999931e+00,5.067758000000000429e+00,-9.655271543384316146e+00,-7.022650063384316965e+00,-1.584550943384316568e+00,-1.318281243384316070e+00
2.453697899999999876e+00,-3.280465500000000034e+00,-6.430004999999999749e-01,4.875382300000000058e+00,5.089260600000000245e+00,-9.666504743384315645e+00,-7.029039743384316807e+00,-1.510656943384316442e+00,-1.296778643384316254e+00
2.468138600000000071e+00,-3.290319699999999958e+00,-6.487140500000000420e-01,4.942158499999999677e+00,5.108305900000000399e+00,-9.676358943384316902e+00,-7.034753293384316208e+00,-1.443880743384316823e+00,-1.277733343384316100e+00
2.482579400000000103e+00,-3.298812999999999995e+00,-6.537222299999999597e-01,5.001253400000000404e+00,5.124868099999999593e+00,-9.684852243384316495e+00,-7.039761473384316126e+00,-1.384785843384316095e+00,-1.261171143384316906e+00
2.497020099999999854e+00,-3.305963600000000113e+00,-6.580002700000000537e-01,5.052160800000000229e+00,5.138923799999999709e+00,-9.692002843384315725e+00,-7.044039513384316109e+00,-1.333878443384316270e+00,-1.247115443384316791e+00
2.511460800000000049e+00,-3.311788299999999907e+00,-6.615276599999999618e-01,5.094439000000000384e+00,5.150452800000000053e+00,-9.697827543384317295e+00,-7.047566903384316461e+00,-1.291600243384316116e+00,-1.235586443384316446e+00
2.525901499999999800e+00,-3.316301800000000188e+00,-6.642878700000000025e-01,5.127717200000000197e+00,5.159438100000000027e+00,-9.702341043384317132e+00,-7.050327113384316391e+00,-1.258322043384316302e+00,-1.226601143384316472e+00
2.540342199999999995e+00,-3.319516500000000203e+00,-6.662682500000000063e-01,5.151701000000000086e+00,5.165866199999999964e+00,-9.705555743384316258e+00,-7.052307493384316395e+00,-1.234338243384316414e+00,-1.220173043384316536e+00
2.554782900000000190e+00,-3.321441500000000158e+00,-6.674598499999999657e-01,5.166177000000000241e+00,5.169727400000000195e+00,-9.707480743384316213e+00,-7.053499093384316687e+00,-1.219862243384316258e+00,-1.216311843384316305e+00
2.569223599999999941e+00,-3.322082500000000049e+00,-6.678573500000000163e-01,5.171015800000000162e+00,5.171015800000000162e+00,-9.708121743384316105e+00,-7.053896593384316738e+00,-1.215023443384316337e+00,-1.215023443384316337e+00
2.583833999999999964e+00,-3.325479500000000144e+00,-6.629222900000000251e-01,5.171368300000000140e+00,5.171368900000000046e+00,-9.711518743384317531e+00,-7.048961533384316525e+00,-1.214670943384316359e+00,-1.214670343384316453e+00
2.598444300000000151e+00,-3.335584400000000116e+00,-6.482114599999999616e-01,5.172427899999999745e+00,5.172429000000000165e+00,-9.721623643384315727e+00,-7.034250703384316239e+00,-1.213611343384316754e+00,-1.213610243384316334e+00
2.613054599999999894e+00,-3.352144000000000013e+00,-6.240018899999999480e-01,5.174198299999999584e+00,5.174199800000000238e+00,-9.738183243384316512e+00,-7.010041133384316225e+00,-1.211840943384316915e+00,-1.211839443384316262e+00
2.627664999999999917e+00,-3.374762299999999993e+00,-5.907283800000000529e-01,5.176685400000000215e+00,5.176687300000000214e+00,-9.760801543384316048e+00,-6.976767623384316330e+00,-1.209353843384316285e+00,-1.209351943384316286e+00
2.642275300000000104e+00,-3.402934899999999985e+00,-5.489487299999999959e-01,5.179897200000000090e+00,5.179899400000000043e+00,-9.788974143384315596e+00,-6.934987973384316717e+00,-1.206142043384316409e+00,-1.206139843384316457e+00
2.656885599999999847e+00,-3.436086899999999833e+00,-4.993042599999999998e-01,5.183843300000000376e+00,5.183845700000000001e+00,-9.822126143384316777e+00,-6.885343503384316222e+00,-1.202195943384316124e+00,-1.202193543384316499e+00
2.671495999999999871e+00,-3.473609999999999864e+00,-4.424813799999999797e-01,5.188534599999999664e+00,5.188537099999999569e+00,-9.859649243384316364e+00,-6.828520623384316757e+00,-1.197504643384316836e+00,-1.197502143384316931e+00
2.686106300000000058e+00,-3.514894500000000033e+00,-3.791780699999999782e-01,5.193982700000000285e+00,5.193985200000000191e+00,-9.900933743384316088e+00,-6.765217313384316533e+00,-1.192056543384316214e+00,-1.192054043384316309e+00
2.700716599999999801e+00,-3.559353199999999884e+00,-3.100774099999999978e-01,5.200199399999999805e+00,5.200201899999999711e+00,-9.945392443384315939e+00,-6.696116653384316386e+00,-1.185839843384316694e+00,-1.185837343384316789e+00
2.715326999999999824e+00,-3.606438900000000114e+00,-2.358284800000000070e-01,5.207196299999999667e+00,5.207198799999999572e+00,-9.992478143384316169e+00,-6.621867723384316839e+00,-1.178842943384316833e+00,-1.178840443384316927e+00
2.729937300000000011e+00,-3.655653899999999901e+00,-1.570338500000000026e-01,5.214984199999999959e+00,5.214986500000000191e+00,-1.004169314338431640e+01,-6.543073093384316863e+00,-1.171055043384316541e+00,-1.171052743384316308e+00
2.744547600000000198e+00,-3.706555300000000219e+00,-7.424234999999999862e-02,5.223572299999999835e+00,5.223574400000000395e+00,-1.009259454338431716e+01,-6.460281593384316068e+00,-1.162466943384316664e+00,-1.162464843384316104e+00
2.759158000000000222e+00,-3.758754999999999846e+00,1.205428400000000018e-02,5.232968099999999900e+00,5.232969899999999619e+00,-1.014479424338431635e+01,-6.373984959384316085e+00,-1.153071143384316599e+00,-1.153069343384316880e+00
2.773768299999999964e+00,-3.811918200000000034e+00,1.014220499999999997e-01,5.243176799999999638e+00,5.243178399999999684e+00,-1.019795744338431653e+01,-6.284617193384316458e+00,-1.142862443384316862e+00,-1.142860843384316816e+00
2.788378600000000151e+00,-3.865759699999999910e+00,1.934836699999999965e-01,5.254201000000000121e+00,5.254202300000000214e+00,-1.025179894338431552e+01,-6.192555573384316503e+00,-1.131838243384316378e+00,-1.131836943384316285e+00
2.802989000000000175e+00,-3.920038900000000215e+00,2.879165799999999775e-01,5.266040399999999622e+00,5.266041500000000042e+00,-1.030607814338431716e+01,-6.098122663384316411e+00,-1.119998843384316878e+00,-1.119997743384316458e+00
2.817599299999999918e+00,-3.974555399999999850e+00,3.844503899999999752e-01,5.278691799999999823e+00,5.278692600000000290e+00,-1.036059464338431724e+01,-6.001588853384316913e+00,-1.107347443384316676e+00,-1.107346643384316209e+00
2.832209600000000105e+00,-4.029143200000000036e+00,4.828641100000000130e-01,5.292148799999999653e+00,5.292149399999999559e+00,-1.041518244338431742e+01,-5.903175133384316098e+00,-1.093890443384316846e+00,-1.093889843384316940e+00
2.846820000000000128e+00,-4.083666700000000205e+00,5.829833300000000218e-01,5.306402099999999677e+00,5.306402499999999911e+00,-1.046970594338431582e+01,-5.803055913384316256e+00,-1.079637143384316822e+00,-1.079636743384316588e+00
2.861430299999999871e+00,-4.138015300000000174e+00,6.846773200000000337e-01,5.321439599999999714e+00,5.321439899999999668e+00,-1.052405454338431667e+01,-5.701361923384316910e+00,-1.064599643384316785e+00,-1.064599343384316832e+00
2.876040600000000058e+00,-4.192099999999999937e+00,7.878561499999999773e-01,5.337246500000000005e+00,5.337246699999999677e+00,-1.057813924338431733e+01,-5.598183093384316855e+00,-1.048792743384316495e+00,-1.048792543384316822e+00
2.890651000000000082e+00,-4.245848800000000089e+00,8.924677600000000544e-01,5.353805999999999621e+00,5.353805999999999621e+00,-1.063188804338431659e+01,-5.493571483384316778e+00,-1.032233243384316879e+00,-1.032233243384316879e+00
2.905261299999999824e+00,-4.299203600000000236e+00,9.984949600000000425e-01,5.371099199999999740e+00,5.371099199999999740e+00,-1.068524284338431585e+01,-5.387544283384316124e+00,-1.014940043384316759e+00,-1.014940043384316759e+00
2.919871600000000011e+00,-4.352117299999999744e+00,1.105952299999999999e+00,5.389106100000000232e+00,5.389106199999999625e+00,-1.073815654338431713e+01,-5.280086943384316278e+00,-9.969331433843162671e-01,-9.969330433843168748e-01
2.934482000000000035e+00,-4.404550500000000035e+00,1.214882500000000087e+00,5.407805699999999938e+00,5.407806100000000171e+00,-1.079058974338431653e+01,-5.171156743384316634e+00,-9.782335433843165617e-01,-9.782331433843163282e-01
2.949092300000000222e+00,-4.456469600000000142e+00,1.325353400000000015e+00,5.427176900000000082e+00,5.427177499999999988e+00,-1.084250884338431575e+01,-5.060685843384316485e+00,-9.588623433843164179e-01,-9.588617433843165117e-01
2.963702599999999965e+00,-4.507844399999999752e+00,1.437453700000000056e+00,5.447198499999999832e+00,5.447199399999999692e+00,-1.089388364338431714e+01,-4.948585543384316665e+00,-9.388407433843166672e-01,-9.388398433843168078e-01
2.978312999999999988e+00,-4.558646600000000326e+00,1.551288900000000082e+00,5.467849900000000041e+00,5.467851099999999853e+00,-1.094468584338431683e+01,-4.834750343384316196e+00,-9.181893433843164587e-01,-9.181881433843166462e-01
2.992923300000000175e+00,-4.608848000000000056e+00,1.666977099999999989e+00,5.489111399999999641e+00,5.489113099999999967e+00,-1.099488724338431567e+01,-4.719062143384316954e+00,-8.969278433843168585e-01,-8.969261433843165321e-01
3.007533599999999918e+00,-4.658419399999999655e+00,1.784644499999999967e+00,5.510964699999999716e+00,5.510966699999999996e+00,-1.104445864338431704e+01,-4.601394743384316754e+00,-8.750745433843167831e-01,-8.750725433843165035e-01
3.022143999999999942e+00,-4.707329999999999792e+00,1.904420100000000060e+00,5.533392599999999995e+00,5.533394999999999619e+00,-1.109336924338431629e+01,-4.481619143384316217e+00,-8.526466433843165049e-01,-8.526442433843168800e-01
3.036754300000000129e+00,-4.755545999999999829e+00,2.026431099999999930e+00,5.556379299999999688e+00,5.556382199999999827e+00,-1.114158524338431633e+01,-4.359608143384316570e+00,-8.296599433843168114e-01,-8.296570433843166725e-01
3.051364599999999871e+00,-4.803030900000000436e+00,2.150797100000000128e+00,5.579910500000000440e+00,5.579913799999999924e+00,-1.118907014338431694e+01,-4.235242143384316371e+00,-8.061287433843160599e-01,-8.061254433843165756e-01
3.065974999999999895e+00,-4.849744699999999575e+00,2.277625500000000081e+00,5.603972800000000198e+00,5.603976300000000244e+00,-1.123578394338431607e+01,-4.108413743384316419e+00,-7.820664433843163010e-01,-7.820629433843162559e-01
3.080585300000000082e+00,-4.895644100000000165e+00,2.407005400000000073e+00,5.628553199999999812e+00,5.628556999999999810e+00,-1.128168334338431578e+01,-3.979033843384316427e+00,-7.574860433843166874e-01,-7.574822433843166891e-01
3.095195599999999825e+00,-4.940682800000000263e+00,2.539002700000000168e+00,5.653639199999999754e+00,5.653643100000000032e+00,-1.132672204338431676e+01,-3.847036543384316332e+00,-7.324000433843167457e-01,-7.323961433843164670e-01
3.109805999999999848e+00,-4.984811699999999846e+00,2.673654599999999881e+00,5.679217300000000357e+00,5.679221300000000028e+00,-1.137085094338431546e+01,-3.712384643384316618e+00,-7.068219433843161426e-01,-7.068179433843164716e-01
3.124416300000000035e+00,-5.027979199999999871e+00,2.810964999999999936e+00,5.705272700000000086e+00,5.705276699999999757e+00,-1.141401844338431637e+01,-3.575074243384316564e+00,-6.807665433843164138e-01,-6.807625433843167428e-01
3.139026599999999778e+00,-5.070132100000000364e+00,2.950899300000000114e+00,5.731788299999999836e+00,5.731792300000000395e+00,-1.145617134338431597e+01,-3.435139943384316386e+00,-6.542509433843166633e-01,-6.542469433843161042e-01
3.153636999999999802e+00,-5.111216200000000320e+00,3.093380600000000147e+00,5.758743800000000412e+00,5.758747500000000130e+00,-1.149725544338431682e+01,-3.292658643384316353e+00,-6.272954433843160871e-01,-6.272917433843163693e-01
3.168247299999999989e+00,-5.151177099999999953e+00,3.238285499999999928e+00,5.786114300000000377e+00,5.786117599999999861e+00,-1.153721634338431556e+01,-3.147753743384316572e+00,-5.999249433843161228e-01,-5.999216433843166385e-01
3.182857600000000176e+00,-5.189960700000000315e+00,3.385441000000000145e+00,5.813869699999999696e+00,5.813872500000000443e+00,-1.157599994338431770e+01,-3.000598243384316355e+00,-5.721695433843168033e-01,-5.721667433843160566e-01
3.197468000000000199e+00,-5.227514499999999842e+00,3.534622099999999989e+00,5.841973199999999977e+00,5.841975500000000210e+00,-1.161355374338431545e+01,-2.851417143384316510e+00,-5.440660433843165222e-01,-5.440637433843162896e-01
3.212078299999999942e+00,-5.263788299999999865e+00,3.685549599999999870e+00,5.870381000000000071e+00,5.870382600000000117e+00,-1.164982754338431548e+01,-2.700489643384316629e+00,-5.156582433843164281e-01,-5.156566433843163821e-01
3.226688600000000129e+00,-5.298734500000000125e+00,3.837889500000000176e+00,5.899040600000000190e+00,5.899041500000000049e+00,-1.168477374338431574e+01,-2.548149743384316324e+00,-4.869986433843163098e-01,-4.869977433843164505e-01
3.241299000000000152e+00,-5.332309799999999989e+00,3.991252499999999870e+00,5.927890800000000127e+00,5.927890800000000127e+00,-1.171834904338431649e+01,-2.394786743384316630e+00,-4.581484433843163728e-01,-4.581484433843163728e-01
3.255909299999999895e+00,-5.364474600000000315e+00,4.145194700000000232e+00,5.956859599999999588e+00,5.956860500000000336e+00,-1.175051384338431681e+01,-2.240844543384316268e+00,-4.291796433843169112e-01,-4.291787433843161637e-01
3.270519600000000082e+00,-5.395194799999999624e+00,4.299219599999999808e+00,5.985866900000000435e+00,5.985868700000000153e+00,-1.178123404338431612e+01,-2.086819643384316691e+00,-4.001723433843160649e-01,-4.001705433843163462e-01
3.285130000000000106e+00,-5.424441400000000080e+00,4.452780200000000299e+00,6.014821399999999763e+00,6.014824100000000229e+00,-1.181048064338431658e+01,-1.933259043384316200e+00,-3.712178433843167369e-01,-3.712151433843162707e-01
3.299740299999999849e+00,-5.452191100000000290e+00,4.605283000000000015e+00,6.043621599999999816e+00,6.043625300000000422e+00,-1.183823034338431768e+01,-1.780756243384316484e+00,-3.424176433843166834e-01,-3.424139433843160774e-01
3.314350600000000036e+00,-5.478426299999999749e+00,4.756092100000000045e+00,6.072156399999999898e+00,6.072161000000000364e+00,-1.186446554338431625e+01,-1.629947143384316455e+00,-3.138828433843166010e-01,-3.138782433843161357e-01
3.328960899999999778e+00,-5.503135600000000238e+00,4.904534599999999855e+00,6.100305099999999925e+00,6.100310399999999689e+00,-1.188917484338431763e+01,-1.481504643384316644e+00,-2.857341433843165746e-01,-2.857288433843168107e-01
3.343571299999999802e+00,-5.526313199999999703e+00,5.049906599999999912e+00,6.127938600000000235e+00,6.127944699999999578e+00,-1.191235244338431620e+01,-1.336132643384316587e+00,-2.581006433843162640e-01,-2.580945433843169212e-01
3.358181599999999989e+00,-5.547958900000000249e+00,5.191480199999999989e+00,6.154920500000000239e+00,6.154927299999999768e+00,-1.193399814338431675e+01,-1.194559043384316510e+00,-2.311187433843162609e-01,-2.311119433843167315e-01
3.372791900000000176e+00,-5.568077800000000188e+00,5.328511200000000336e+00,6.181108300000000000e+00,6.181115600000000043e+00,-1.195411704338431669e+01,-1.057528043384316163e+00,-2.049309433843164996e-01,-2.049236433843164562e-01
3.387402300000000199e+00,-5.586679700000000359e+00,5.460246599999999617e+00,6.206355199999999961e+00,6.206362900000000238e+00,-1.197271894338431686e+01,-9.257926433843168823e-01,-1.796840433843165385e-01,-1.796763433843162616e-01
3.402012599999999942e+00,-5.603778499999999774e+00,5.585933299999999768e+00,6.230511400000000144e+00,6.230519400000000374e+00,-1.198981774338431627e+01,-8.001059433843167312e-01,-1.555278433843163555e-01,-1.555198433843161254e-01
3.416622900000000129e+00,-5.619391600000000153e+00,5.704827100000000151e+00,6.253426499999999777e+00,6.253434600000000287e+00,-1.200543084338431754e+01,-6.812121433843163487e-01,-1.326127433843167225e-01,-1.326046433843162120e-01
3.431233300000000153e+00,-5.633539200000000413e+00,5.816201399999999744e+00,6.274951399999999957e+00,6.274959400000000187e+00,-1.201957844338431691e+01,-5.698378433843167556e-01,-1.110878433843165425e-01,-1.110798433843163124e-01
3.445843599999999896e+00,-5.646243499999999749e+00,5.919355999999999618e+00,6.294940200000000097e+00,6.294947999999999766e+00,-1.203228274338431625e+01,-4.666832433843168815e-01,-9.109904338431640269e-02,-9.109124338431673351e-02
3.460453900000000083e+00,-5.657527800000000440e+00,6.013626000000000360e+00,6.313252799999999887e+00,6.313260099999999930e+00,-1.204356704338431783e+01,-3.724132433843161394e-01,-7.278644338431661254e-02,-7.277914338431656915e-02
3.475064300000000106e+00,-5.667415499999999717e+00,6.098390400000000433e+00,6.329756599999999622e+00,6.329763500000000320e+00,-1.205345474338431622e+01,-2.876488433843160664e-01,-5.628264338431687719e-02,-5.627574338431617917e-02
