distance_Ainv,E1_eV,E2_eV,E3_eV,E4_eV,E1_minus_VBM_eV,E2_minus_VBM_eV,E3_minus_VBM_eV,E4_minus_VBM_eV
5.529325699999999566e-01,-4.689084600000000158e+00,3.006110200000000177e+00,4.515508099999999914e+00,4.515519799999999861e+00,-1.107512384338431666e+01,-3.379929043384316323e+00,-1.870531143384316586e+00,-1.870519443384316638e+00
5.674834300000000109e-01,-4.635881200000000035e+00,2.891401999999999806e+00,4.466595100000000151e+00,4.466606600000000427e+00,-1.102192044338431742e+01,-3.494637243384316694e+00,-1.919444143384316348e+00,-1.919432643384316073e+00
5.820342899999999542e-01,-4.581611599999999562e+00,2.777925399999999989e+00,4.419288200000000444e+00,4.419299299999999597e+00,-1.096765084338431606e+01,-3.608113843384316510e+00,-1.966751043384316056e+00,-1.966739943384316902e+00
5.965851500000000085e-01,-4.526303900000000269e+00,2.665691600000000161e+00,4.373582700000000045e+00,4.373593399999999853e+00,-1.091234314338431588e+01,-3.720347643384316338e+00,-2.012456543384316454e+00,-2.012445843384316646e+00
6.111360000000000126e-01,-4.469984099999999572e+00,2.554689699999999952e+00,4.329463500000000131e+00,4.329473700000000314e+00,-1.085602334338431518e+01,-3.831349543384316547e+00,-2.056575743384316368e+00,-2.056565543384316186e+00
6.256868599999999558e-01,-4.412675000000000125e+00,2.444888000000000172e+00,4.286905700000000152e+00,4.286915300000000428e+00,-1.079871424338431751e+01,-3.941151243384316327e+00,-2.099133543384316347e+00,-2.099123943384316071e+00
6.402377200000000101e-01,-4.354396300000000330e+00,2.336234800000000167e+00,4.245875500000000358e+00,4.245884499999999839e+00,-1.074043554338431683e+01,-4.049804443384315888e+00,-2.140163743384316142e+00,-2.140154743384316660e+00
6.547885700000000142e-01,-4.295163900000000368e+00,2.228660500000000155e+00,4.206331300000000439e+00,4.206339700000000015e+00,-1.068120314338431598e+01,-4.157378743384316344e+00,-2.179707943384316060e+00,-2.179699543384316485e+00
6.693394299999999575e-01,-4.234989800000000137e+00,2.122079199999999943e+00,4.168224600000000279e+00,4.168232200000000276e+00,-1.062102904338431664e+01,-4.263960043384316556e+00,-2.217814643384316220e+00,-2.217807043384316223e+00
6.838902900000000118e-01,-4.173881699999999917e+00,2.016390900000000208e+00,4.131501199999999763e+00,4.131508099999999573e+00,-1.055992094338431642e+01,-4.369648343384316291e+00,-2.254538043384316737e+00,-2.254531143384316927e+00
6.984411499999999551e-01,-4.111842600000000125e+00,1.911484100000000019e+00,4.096102600000000038e+00,4.096108599999999988e+00,-1.049788184338431662e+01,-4.474555143384316480e+00,-2.289936643384316461e+00,-2.289930643384316511e+00
7.129919999999999591e-01,-4.048870899999999828e+00,1.807237800000000005e+00,4.061967100000000386e+00,4.061972199999999589e+00,-1.043491014338431633e+01,-4.578801443384316272e+00,-2.324072143384316114e+00,-2.324067043384316911e+00
7.275428600000000134e-01,-3.984960000000000058e+00,1.703524800000000061e+00,4.029031400000000041e+00,4.029035499999999992e+00,-1.037099924338431656e+01,-4.682514443384316216e+00,-2.357007843384316459e+00,-2.357003743384316508e+00
7.420937199999999567e-01,-3.920098199999999977e+00,1.600214100000000084e+00,3.997231799999999780e+00,3.997234800000000199e+00,-1.030613744338431559e+01,-4.785825143384316860e+00,-2.388807443384316720e+00,-2.388804443384316301e+00
7.566445699999999608e-01,-3.854268900000000109e+00,1.497173300000000040e+00,3.966505800000000193e+00,3.966507599999999911e+00,-1.024030814338431661e+01,-4.888865943384316459e+00,-2.419533443384316307e+00,-2.419531643384316588e+00
7.711954300000000151e-01,-3.787450999999999901e+00,1.394272399999999967e+00,3.936793600000000115e+00,3.936794100000000185e+00,-1.017349024338431640e+01,-4.991766843384316310e+00,-2.449245643384316384e+00,-2.449245143384316314e+00
7.857462899999999584e-01,-3.719618200000000208e+00,1.291385100000000064e+00,3.908037900000000064e+00,3.908038900000000204e+00,-1.010565744338431671e+01,-5.094654143384316214e+00,-2.478001343384316435e+00,-2.478000343384316295e+00
8.002971500000000127e-01,-3.650740400000000108e+00,1.188392499999999963e+00,3.880188400000000204e+00,3.880190900000000109e+00,-1.003677964338431750e+01,-5.197646743384316537e+00,-2.505850843384316295e+00,-2.505848343384316390e+00
8.148480000000000167e-01,-3.580783100000000108e+00,1.085184600000000055e+00,3.853200699999999923e+00,3.853204900000000155e+00,-9.966822343384317051e+00,-5.300854643384316667e+00,-2.532838543384316576e+00,-2.532834343384316345e+00
8.293988599999999600e-01,-3.509708799999999851e+00,9.816628299999999863e-01,3.827037699999999987e+00,3.827043499999999820e+00,-9.895748043384315906e+00,-5.404376413384316180e+00,-2.559001543384316513e+00,-2.558995743384316679e+00
8.439497200000000143e-01,-3.437476699999999941e+00,8.777417499999999873e-01,3.801670200000000222e+00,3.801677699999999938e+00,-9.823515943384316884e+00,-5.508297493384316290e+00,-2.584369043384316278e+00,-2.584361543384316562e+00
8.585005700000000184e-01,-3.364043999999999812e+00,7.733505400000000307e-01,3.777077999999999935e+00,3.777087100000000142e+00,-9.750083243384317200e+00,-5.612688703384316469e+00,-2.608961243384316564e+00,-2.608952143384316358e+00
8.730514299999999617e-01,-3.289366400000000024e+00,6.684342599999999468e-01,3.753249900000000139e+00,3.753260699999999783e+00,-9.675405643384316079e+00,-5.717604983384316775e+00,-2.632789343384316361e+00,-2.632778543384316716e+00
