 written on 22Sep2026 at 22:45:19 
           4
         279
    3    2    2    3    2    3    6    2    2    2    1    2    2    1    1
    2    2    1    1    1    2    2    1    1    1    1    2    6    2    2
    2    2    2    6    2    2    3    1    1    1    3    2    1    1    1
    1    2    3    1    1    1    1    1    3    1    1    1    1    1    1
    2    1    1    1    1    1    2    2    1    1    1    1    2    3    2
    3    2    1    2    2    1    1    1    1    2    2    1    1    1    1
    1    2    1    1    1    1    1    1    2    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    2    2    2    3    2
    1    1    2    3    1    1    1    1    1    3    1    1    1    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    3
    1    1    1    1    1    3    2    1    1    2    3    2    2    2    1
    1    1    2    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    2    2
    1    1    1    1    2    2    1    2    3    2    3    2    1    1    1
    1    2    2    1    1    1    1    1    2    1    1    1    1    1    1
    3    1    1    1    1    1    3    2    1    1    1    1    2    3    1
    1    1    3    2    2    6    2    2    2    2    2    6    2    1    1
    1    1    2    2    1    1    1    2    2    1    1    2    2    1    2
    2    2    6    3    2    3    2    2    3
   -4    0    2    1    1    0.000763   -0.000000
   -4    0    2    2    1   -0.000409   -0.000001
   -4    0    2    3    1   -0.000143    0.000000
   -4    0    2    4    1   -0.000409    0.000001
   -4    0    2    1    2   -0.000409   -0.000000
   -4    0    2    2    2    0.000763    0.000000
   -4    0    2    3    2   -0.000142   -0.000000
   -4    0    2    4    2   -0.000408    0.000000
   -4    0    2    1    3   -0.000293   -0.000000
   -4    0    2    2    3   -0.000294   -0.000000
   -4    0    2    3    3    0.000530   -0.000000
   -4    0    2    4    3   -0.000294   -0.000000
   -4    0    2    1    4   -0.000409    0.000001
   -4    0    2    2    4   -0.000409    0.000000
   -4    0    2    3    4   -0.000143    0.000000
   -4    0    2    4    4    0.000763    0.000000
   -4    1    1    1    1    0.000622    0.000000
   -4    1    1    2    1   -0.000250    0.000000
   -4    1    1    3    1   -0.000294   -0.000000
   -4    1    1    4    1   -0.000250   -0.000000
   -4    1    1    1    2   -0.000144    0.000000
   -4    1    1    2    2    0.001155    0.000000
   -4    1    1    3    2   -0.000145    0.000001
   -4    1    1    4    2   -0.000537   -0.000000
   -4    1    1    1    3   -0.000294    0.000000
   -4    1    1    2    3   -0.000249   -0.000000
   -4    1    1    3    3    0.000622   -0.000000
   -4    1    1    4    3   -0.000249   -0.000001
   -4    1    1    1    4   -0.000144   -0.000000
   -4    1    1    2    4   -0.000538    0.000001
   -4    1    1    3    4   -0.000144   -0.000001
   -4    1    1    4    4    0.001156   -0.000000
   -4    1    2    1    1    0.001156   -0.000000
   -4    1    2    2    1   -0.000536   -0.000000
   -4    1    2    3    1   -0.000145    0.000000
   -4    1    2    4    1   -0.000144    0.000000
   -4    1    2    1    2   -0.000537   -0.000000
   -4    1    2    2    2    0.001155    0.000000
   -4    1    2    3    2   -0.000145    0.000001
   -4    1    2    4    2   -0.000145    0.000000
   -4    1    2    1    3   -0.000250   -0.000000
   -4    1    2    2    3   -0.000250    0.000000
   -4    1    2    3    3    0.000622   -0.000000
   -4    1    2    4    3   -0.000292   -0.000000
   -4    1    2    1    4   -0.000250   -0.000000
   -4    1    2    2    4   -0.000250   -0.000000
   -4    1    2    3    4   -0.000293    0.000000
   -4    1    2    4    4    0.000623    0.000000
   -4    2    0    1    1    0.000530   -0.000000
   -4    2    0    2    1   -0.000294   -0.000000
   -4    2    0    3    1   -0.000293    0.000001
   -4    2    0    4    1   -0.000293    0.000000
   -4    2    0    1    2   -0.000142    0.000000
   -4    2    0    2    2    0.000763   -0.000000
   -4    2    0    3    2   -0.000409   -0.000000
   -4    2    0    4    2   -0.000409   -0.000000
   -4    2    0    1    3   -0.000142   -0.000001
   -4    2    0    2    3   -0.000409    0.000000
   -4    2    0    3    3    0.000763    0.000000
   -4    2    0    4    3   -0.000409    0.000001
   -4    2    0    1    4   -0.000143    0.000001
   -4    2    0    2    4   -0.000408   -0.000001
   -4    2    0    3    4   -0.000408   -0.000000
   -4    2    0    4    4    0.000763    0.000000
   -4    2    1    1    1    0.000623    0.000000
   -4    2    1    2    1   -0.000250    0.000000
   -4    2    1    3    1   -0.000250   -0.000000
   -4    2    1    4    1   -0.000294    0.000001
   -4    2    1    1    2   -0.000144    0.000001
   -4    2    1    2    2    0.001156   -0.000000
   -4    2    1    3    2   -0.000537   -0.000000
   -4    2    1    4    2   -0.000144   -0.000001
   -4    2    1    1    3   -0.000145   -0.000001
   -4    2    1    2    3   -0.000537   -0.000000
   -4    2    1    3    3    0.001156    0.000000
   -4    2    1    4    3   -0.000144   -0.000001
   -4    2    1    1    4   -0.000294    0.000000
   -4    2    1    2    4   -0.000249    0.000000
   -4    2    1    3    4   -0.000249    0.000000
   -4    2    1    4    4    0.000622   -0.000000
   -4    2    2    1    1    0.000763    0.000000
   -4    2    2    2    1   -0.000409   -0.000000
   -4    2    2    3    1   -0.000409   -0.000000
   -4    2    2    4    1   -0.000142   -0.000000
   -4    2    2    1    2   -0.000409    0.000000
   -4    2    2    2    2    0.000763    0.000000
   -4    2    2    3    2   -0.000408    0.000001
   -4    2    2    4    2   -0.000142   -0.000000
   -4    2    2    1    3   -0.000409   -0.000000
   -4    2    2    2    3   -0.000408    0.000000
   -4    2    2    3    3    0.000763   -0.000000
   -4    2    2    4    3   -0.000143   -0.000000
   -4    2    2    1    4   -0.000293   -0.000000
   -4    2    2    2    4   -0.000294    0.000001
   -4    2    2    3    4   -0.000293    0.000000
   -4    2    2    4    4    0.000530   -0.000000
   -3   -3    3    1    1    0.000751   -0.000000
   -3   -3    3    2    1   -0.000249   -0.000000
   -3   -3    3    3    1   -0.000249   -0.000001
   -3   -3    3    4    1   -0.000249    0.000000
   -3   -3    3    1    2   -0.000249    0.000000
   -3   -3    3    2    2    0.000752   -0.000000
   -3   -3    3    3    2   -0.000250   -0.000000
   -3   -3    3    4    2   -0.000249   -0.000000
   -3   -3    3    1    3   -0.000249    0.000001
   -3   -3    3    2    3   -0.000250    0.000000
   -3   -3    3    3    3    0.000752   -0.000000
   -3   -3    3    4    3   -0.000249   -0.000000
   -3   -3    3    1    4   -0.000249   -0.000000
   -3   -3    3    2    4   -0.000249    0.000000
   -3   -3    3    3    4   -0.000249    0.000000
   -3   -3    3    4    4    0.000752   -0.000000
   -3   -2    2    1    1    0.000558   -0.000000
   -3   -2    2    2    1   -0.000188   -0.000000
   -3   -2    2    3    1   -0.000250    0.000000
   -3   -2    2    4    1   -0.000187    0.000000
   -3   -2    2    1    2   -0.000067    0.000001
   -3   -2    2    2    2    0.000330    0.000000
   -3   -2    2    3    2   -0.000188    0.000000
   -3   -2    2    4    2    0.000056   -0.000000
   -3   -2    2    1    3   -0.000481    0.000000
   -3   -2    2    2    3   -0.000066    0.000000
   -3   -2    2    3    3    0.000558   -0.000000
   -3   -2    2    4    3   -0.000067   -0.000000
   -3   -2    2    1    4   -0.000067   -0.000000
   -3   -2    2    2    4    0.000055    0.000000
   -3   -2    2    3    4   -0.000188   -0.000000
   -3   -2    2    4    4    0.000331    0.000000
   -3   -2    3    1    1    0.000331    0.000000
   -3   -2    3    2    1    0.000055   -0.000000
   -3   -2    3    3    1   -0.000188   -0.000000
   -3   -2    3    4    1   -0.000067    0.000000
   -3   -2    3    1    2    0.000055    0.000000
   -3   -2    3    2    2    0.000331   -0.000001
   -3   -2    3    3    2   -0.000188   -0.000000
   -3   -2    3    4    2   -0.000067    0.000001
