label,mode,engineering_strain,energy_Ry,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa
xx_-0.005,xx,-0.005,-4.19051528,-0.6138694821480001,-0.28729621342800005,-0.28729621342800005,-0.0
xx_+0.005,xx,0.005,-4.1905176,0.646085493792,0.33392852252,0.33392852252,-0.0
xy_-0.005,xy,-0.005,-4.19052414,0.024419442616,0.024419442616,0.028538384744000004,-0.19638527646
xy_+0.005,xy,0.005,-4.19052414,0.024419442616,0.024419442616,0.028538384744000004,0.19638527646
