strain,C11_GPa,C12_GPa,C44_GPa,C11-C12_GPa,C11+2C12_GPa,B_GPa,Gv_GPa,Gr_GPa,GH_GPa,E_GPa,nu,anisotropy
0.005,125.99549759399999,62.122473594800006,39.277055292,63.87302399919998,250.2404447836,83.41348159453334,36.340837975039996,35.97000212559352,36.155420050316756,94.77317418646285,0.3106357781844184,1.2298479963150626
