sweep,energy_per_spin,M2,cos_x,cos_y,current_x,current_y,current_x2,current_y2,vortex_abs_density
5.000000000000000000e+00,-1.489364675693489293e+00,6.436794603457914876e-01,1.942628975718122035e+02,1.870144594057210270e+02,2.862190543190376690e+00,-3.929550562405930592e+00,8.192134705528424377e+00,1.544136762250476558e+01,0.000000000000000000e+00
1.000000000000000000e+01,-1.547911686761672012e+00,6.592921252697551138e-01,1.916042923541931486e+02,2.046610994567948580e+02,-2.198661971622065892e+00,-4.092677246514186962e-01,4.834114465457029830e+00,1.675000704413494579e-01,0.000000000000000000e+00
1.500000000000000000e+01,-1.495448803321129505e+00,5.912351047991631914e-01,1.925820446881252224e+02,1.902528489620839309e+02,-5.768002428666604509e+00,1.757888315244708011e+00,3.326985201710385098e+01,3.090171328873878132e+00,0.000000000000000000e+00
2.000000000000000000e+01,-1.563898904005843526e+00,6.401216908659732585e-01,1.975813603997856944e+02,2.027767590257102484e+02,6.750340125102205491e-02,7.669645787612466847e-01,4.556709180456485625e-03,5.882346650744165739e-01,0.000000000000000000e+00
2.500000000000000000e+01,-1.478041159766846357e+00,6.024895580415509100e-01,1.875954660296211500e+02,1.907830708706915175e+02,-1.172548390494290160e-01,-3.183121135524776157e+00,1.374869728050750334e-02,1.013226016342454017e+01,0.000000000000000000e+00
3.000000000000000000e+01,-1.534160972739834428e+00,6.090124789014736972e-01,1.950493760028502379e+02,1.976958330185473756e+02,-4.888236056544035257e+00,-4.811546494491929948e+00,2.389485174449718130e+01,2.315097966865758039e+01,0.000000000000000000e+00
3.500000000000000000e+01,-1.604512535360185677e+00,7.186233404993523921e-01,2.054806453373226134e+02,2.052745637148849482e+02,-1.958716933059324816e+00,1.654743851237697960e+00,3.836572023853327629e+00,2.738177213208968563e+00,0.000000000000000000e+00
4.000000000000000000e+01,-1.507452647766544640e+00,6.585113960894861673e-01,1.896443204756729983e+02,1.962635573525624295e+02,-2.435341967052337964e-01,-1.220328087874431144e+00,5.930890496486351110e-02,1.489200642055265256e+00,0.000000000000000000e+00
4.500000000000000000e+01,-1.524715694144373579e+00,6.443598523715574622e-01,1.973441339541532216e+02,1.929830837468063862e+02,2.188170769031251517e+00,-1.414999099207125965e-01,4.788091314442818991e+00,2.002222450756977953e-02,7.812500000000000000e-03
5.000000000000000000e+01,-1.421957460168957521e+00,5.441062830573591969e-01,1.767144005740141210e+02,1.873067092292389759e+02,2.855295920114848229e+00,-1.454485107872580230e+00,8.152714791424497065e+00,2.115526929023111347e+00,7.812500000000000000e-03
5.500000000000000000e+01,-1.455884538870219291e+00,5.265290652981076125e-01,1.836992902960281810e+02,1.890071516547479291e+02,-4.750249354606670416e+00,-6.201350189878509944e+00,2.256486893094108837e+01,3.845674417750623064e+01,1.562500000000000000e-02
6.000000000000000000e+01,-1.514433587952416227e+00,5.790798122130924597e-01,1.948872808207733556e+02,1.928077176950451985e+02,1.841517974910570565e+00,1.443314600870559961e+00,3.391188451918728752e+00,2.083157037086143859e+00,0.000000000000000000e+00
6.500000000000000000e+01,-1.469048370910226442e+00,5.105369646204127587e-01,1.862875595347661886e+02,1.897888234182517522e+02,7.165501903277317730e+00,8.563754938739176481e-03,5.134441752587085972e+01,7.333789865077963753e-05,1.562500000000000000e-02
7.000000000000000000e+01,-1.496983742427900221e+00,4.888673981319174300e-01,1.923021221989303626e+02,1.909257158626120656e+02,-1.038661390995354594e-01,2.487558446863678885e+00,1.078817485144404828e-02,6.187947026562838460e+00,7.812500000000000000e-03
7.500000000000000000e+01,-1.440218860373778220e+00,4.925619605039428528e-01,1.848276955111202255e+02,1.838683327445669988e+02,1.700719957298775675e+00,6.285234822731712967e+00,2.892448373154349550e+00,3.950417677687934770e+01,0.000000000000000000e+00
8.000000000000000000e+01,-1.448165797968260060e+00,5.433285619484294893e-01,1.865081051866739017e+02,1.842223390932006737e+02,1.113273965501034413e+00,-3.818061528909272084e+00,1.239378922262398319e+00,1.457759383853700896e+01,0.000000000000000000e+00
8.500000000000000000e+01,-1.418338059401204498e+00,4.360000390054644681e-01,1.903771623065403560e+02,1.727173809001679956e+02,-2.176588258620265393e+00,-2.056666180648410780e+00,4.737536447563599040e+00,4.229875778622921523e+00,0.000000000000000000e+00
9.000000000000000000e+01,-1.436825085284124226e+00,4.747737132397630289e-01,1.782414825080810488e+02,1.895857393246547531e+02,-3.106184639152278493e-01,6.978967139694370658e+00,9.648383012505570844e-02,4.870598233693382184e+01,7.812500000000000000e-03
9.500000000000000000e+01,-1.468410269141554148e+00,5.134135461030079339e-01,1.835009486777008760e+02,1.924120802225369857e+02,-7.094587321377599842e+00,2.741810521759023622e+00,5.033316926065178620e+01,7.517524937228489357e+00,0.000000000000000000e+00
1.000000000000000000e+02,-1.528950533578173454e+00,5.106863435590999201e-01,1.983527438265082594e+02,1.930585927695041448e+02,-7.005749860911860694e-01,1.116421236853303967e+00,4.908053111366655341e-01,1.246396378097061053e+00,0.000000000000000000e+00
1.050000000000000000e+02,-1.507423931655281546e+00,4.999782963298307625e-01,1.950637745355234074e+02,1.908367519682286684e+02,3.089683020580347161e+00,3.405394177590666871e+00,9.546141167662497651e+00,1.159670950476841433e+01,0.000000000000000000e+00
1.100000000000000000e+02,-1.447210004189598997e+00,4.564983668400750538e-01,1.844445809470140603e+02,1.860411801255232547e+02,-2.019232456905779571e-01,1.558301259738063660e+00,4.077299715021751036e-02,2.428302816101236328e+00,0.000000000000000000e+00
1.150000000000000000e+02,-1.536711042596363264e+00,5.147021203881029239e-01,1.948696049791326459e+02,1.985284219255363780e+02,-3.340341159457478781e+00,1.233103758398574890e+00,1.115787906156573328e+01,1.520544878976690883e+00,0.000000000000000000e+00
1.200000000000000000e+02,-1.343827776741131963e+00,3.730009144320248216e-01,1.742950133113990319e+02,1.697248975343307507e+02,-6.855929521046133956e+00,-1.494973181962164777e+00,4.700376959755187301e+01,2.234944814786079981e+00,7.812500000000000000e-03
1.250000000000000000e+02,-1.404785454088663954e+00,3.550607376238040236e-01,1.824889916492806492e+02,1.771360845974173230e+02,-1.730993503193155192e+01,-5.900478771644392495e+00,2.996338508096911823e+02,3.481564973462612045e+01,1.562500000000000000e-02
1.300000000000000000e+02,-1.333675883486332037e+00,2.792682253280007743e-01,1.674249740503827866e+02,1.739960521221182432e+02,-6.408067984311291987e+00,-1.218650548617979545e+01,4.106333529155538287e+01,1.485109159646902413e+02,2.343750000000000000e-02
1.350000000000000000e+02,-1.363595919247899690e+00,3.629097692780764439e-01,1.724369682933459558e+02,1.766435870341163650e+02,5.049546660472829629e+00,-1.651989017042915453e+00,2.549792147629230499e+01,2.729067712430417902e+00,2.343750000000000000e-02
1.400000000000000000e+02,-1.404802637186460146e+00,4.448867937676549422e-01,1.762865584839198618e+02,1.833429166358139355e+02,2.734444391850489708e+00,9.134829280765810466e-01,7.477186132122594309e+00,8.344510598873641216e-01,3.125000000000000000e-02
1.450000000000000000e+02,-1.418593676674014148e+00,4.431336194336905066e-01,1.808161895034947406e+02,1.823437917250528528e+02,-7.825934314486274523e+00,3.034608774906728534e+00,6.124524789465375818e+01,9.208850416740915534e+00,1.562500000000000000e-02
1.500000000000000000e+02,-1.418063515761017301e+00,4.496158181320396574e-01,1.846533575210440290e+02,1.783709025137764002e+02,-2.362244381790985059e+00,-5.041742252468949914e+00,5.580198519303072757e+00,2.541916494033068119e+01,0.000000000000000000e+00
