route,sigma_Ry,frequency_THz,a2F,cumulative_lambda
lambda.x,0.005,8.012,0.0,0.21713496948874017
lambda.x,0.005,8.019,0.0,0.21713496948874017
lambda.x,0.005,8.026,1e-05,0.2171349782103948
lambda.x,0.005,8.033,1e-05,0.21713499564610395
lambda.x,0.005,8.04,1e-05,0.21713501306662614
lambda.x,0.005,8.047,2e-05,0.21713503917088178
lambda.x,0.005,8.054,3e-05,0.21713508264267029
lambda.x,0.005,8.061,5e-05,0.21713515213560144
lambda.x,0.005,8.068,7e-05,0.2171352562882951
lambda.x,0.005,8.075,9e-05,0.21713539504063398
lambda.x,0.005,8.082,0.00013,0.21713558565510194
lambda.x,0.005,8.089,0.00019,0.21713586267181245
lambda.x,0.005,8.096,0.00026,0.21713625189500238
lambda.x,0.005,8.1031,0.00037,0.21713680410574868
lambda.x,0.005,8.1101,0.00051,0.2171375639283668
lambda.x,0.005,8.1171,0.0007,0.21713860778409644
lambda.x,0.005,8.1241,0.00095,0.2171400300001754
lambda.x,0.005,8.1311,0.00128,0.21714195049431093
lambda.x,0.005,8.1381,0.00172,0.2171445318970454
lambda.x,0.005,8.1451,0.0023,0.21714798800639037
lambda.x,0.005,8.1521,0.00305,0.21715258361200607
lambda.x,0.005,8.1591,0.00402,0.21715865147889085
lambda.x,0.005,8.1661,0.00526,0.217166609272987
lambda.x,0.005,8.1731,0.00683,0.21717696783487783
lambda.x,0.005,8.1801,0.00882,0.21719036509747158
lambda.x,0.005,8.1871,0.01131,0.21720758277321695
lambda.x,0.005,8.1941,0.0144,0.21722955439800007
lambda.x,0.005,8.2011,0.01822,0.2172574075043807
lambda.x,0.005,8.2081,0.02289,0.2172924800377327
lambda.x,0.005,8.2151,0.02857,0.2173363451941796
lambda.x,0.005,8.2221,0.03543,0.21739085321638416
lambda.x,0.005,8.2291,0.04364,0.21745813896413146
lambda.x,0.005,8.2361,0.0534,0.21754064644381807
lambda.x,0.005,8.2431,0.06492,0.2176411617473945
lambda.x,0.005,8.2501,0.0784,0.2177628118980853
lambda.x,0.005,8.2571,0.09407,0.2179090806416927
lambda.x,0.005,8.2641,0.11215,0.218083824199777
lambda.x,0.005,8.2711,0.13283,0.21829123614819287
lambda.x,0.005,8.2781,0.15634,0.21853585471007264
lambda.x,0.005,8.2851,0.18284,0.2188225362724963
lambda.x,0.005,8.2921,0.21249,0.2191563951692897
lambda.x,0.005,8.2991,0.24542,0.2195427775064319
lambda.x,0.005,8.3062,0.28171,0.21999353883153078
lambda.x,0.005,8.3132,0.32141,0.2205015864985946
lambda.x,0.005,8.3202,0.36452,0.22107890488851722
lambda.x,0.005,8.3272,0.41097,0.22173105408163074
lambda.x,0.005,8.3342,0.46067,0.22246344570691648
lambda.x,0.005,8.3412,0.51345,0.2232812595056411
lambda.x,0.005,8.3482,0.5691,0.22418934343255592
lambda.x,0.005,8.3552,0.62736,0.22519213933795823
lambda.x,0.005,8.3622,0.68792,0.2262936005829081
lambda.x,0.005,8.3692,0.75045,0.227497135091128
lambda.x,0.005,8.3762,0.81458,0.22880555701698524
lambda.x,0.005,8.3832,0.87991,0.23022103025132504
lambda.x,0.005,8.3902,0.94605,0.2317450538853888
lambda.x,0.005,8.3972,1.01258,0.23337844776321895
lambda.x,0.005,8.4042,1.0791,0.23512134639559656
lambda.x,0.005,8.4112,1.14522,0.23697322622299302
lambda.x,0.005,8.4182,1.21054,0.2389329078122398
lambda.x,0.005,8.4252,1.27471,0.2409985912638528
lambda.x,0.005,8.4322,1.33735,0.2431678749107812
lambda.x,0.005,8.4392,1.39812,0.24543776558974334
lambda.x,0.005,8.4462,1.45668,0.24780471378145721
lambda.x,0.005,8.4532,1.51269,0.2502646154542547
lambda.x,0.005,8.4602,1.56581,0.25281281390006227
lambda.x,0.005,8.4672,1.6157,0.2554441015627958
lambda.x,0.005,8.4742,1.66198,0.2581526888177272
lambda.x,0.005,8.4812,1.70427,0.2609321728524207
lambda.x,0.005,8.4882,1.74217,0.26377552319680514
lambda.x,0.005,8.4952,1.77525,0.2666750425794224
lambda.x,0.005,8.5023,1.8031,0.2696644477080937
lambda.x,0.005,8.5093,1.82526,0.27265046436391144
lambda.x,0.005,8.5163,1.8413,0.2756654392458718
lambda.x,0.005,8.5233,1.85082,0.27869893967844356
lambda.x,0.005,8.5303,1.85343,0.2817399101327175
lambda.x,0.005,8.5373,1.84881,0.28477673987128643
lambda.x,0.005,8.5443,1.83671,0.28779737951187523
lambda.x,0.005,8.5513,1.81697,0.29078947348546974
lambda.x,0.005,8.5583,1.78952,0.2937405083243296
lambda.x,0.005,8.5653,1.75441,0.29663798486134074
lambda.x,0.005,8.5723,1.71184,0.29946963874108146
lambda.x,0.005,8.5793,1.66209,0.3022236274142663
lambda.x,0.005,8.5863,1.60562,0.30488874078054223
lambda.x,0.005,8.5933,1.54299,0.3074546273313093
lambda.x,0.005,8.6003,1.47485,0.3099119460654409
lambda.x,0.005,8.6073,1.40199,0.3122525503109058
lambda.x,0.005,8.6143,1.32525,0.31446963832824054
lambda.x,0.005,8.6213,1.24555,0.31655785452630736
lambda.x,0.005,8.6283,1.16381,0.3185133497229268
lambda.x,0.005,8.6353,1.081,0.320333816789663
lambda.x,0.005,8.6423,0.99804,0.3220184856866097
lambda.x,0.005,8.6493,0.91583,0.32356806179961245
lambda.x,0.005,8.6563,0.83522,0.32498466454658226
lambda.x,0.005,8.6633,0.75695,0.3262716934917455
lambda.x,0.005,8.6703,0.6817,0.3274336868878197
lambda.x,0.005,8.6773,0.61004,0.32847618082162305
lambda.x,0.005,8.6843,0.54242,0.32940552053187566
lambda.x,0.005,8.6913,0.47919,0.33022868053466287
lambda.x,0.005,8.6983,0.4206,0.3309531015810506
lambda.x,0.005,8.7054,0.36676,0.3315955411632707
lambda.x,0.005,8.7124,0.31773,0.3321457333466453
lambda.x,0.005,8.7194,0.27344,0.332620534017202
lambda.x,0.005,8.7264,0.23377,0.3330275754819345
lambda.x,0.005,8.7334,0.19854,0.33337423115468634
lambda.x,0.005,8.7404,0.1675,0.33366751223304636
lambda.x,0.005,8.7474,0.14038,0.33391399679191536
lambda.x,0.005,8.7544,0.11686,0.3341197751846849
lambda.x,0.005,8.7614,0.09664,0.33429042760177435
lambda.x,0.005,8.7684,0.07939,0.33443101772994277
lambda.x,0.005,8.7754,0.06479,0.334546078428152
lambda.x,0.005,8.7824,0.05253,0.334639629367966
lambda.x,0.005,8.7894,0.04232,0.3347152025678154
lambda.x,0.005,8.7964,0.03389,0.33477587578977464
lambda.x,0.005,8.8034,0.027,0.3348243137549825
lambda.x,0.005,8.8104,0.02141,0.33486279331128477
lambda.x,0.005,8.8174,0.01694,0.3348932522985201
lambda.x,0.005,8.8244,0.01341,0.3349173382577765
lambda.x,0.005,8.8314,0.01068,0.3349364410572027
lambda.x,0.005,8.8384,0.00864,0.3349517491736879
lambda.x,0.005,8.8454,0.0072,0.3349642899180378
lambda.x,0.005,8.8524,0.00628,0.3349749536798581
lambda.x,0.005,8.8594,0.00585,0.3349845417739948
lambda.x,0.005,8.8664,0.00588,0.3349938062280533
lambda.x,0.005,8.8734,0.00638,0.33500348149297027
lambda.x,0.005,8.8804,0.00739,0.33501433970106226
lambda.x,0.005,8.8874,0.00894,0.33502720631855626
lambda.x,0.005,8.8944,0.01114,0.33504301506226086
lambda.x,0.005,8.9015,0.01407,0.33506313011446415
lambda.x,0.005,8.9085,0.01788,0.33508824404509124
lambda.x,0.005,8.9155,0.02273,0.33512013999557333
lambda.x,0.005,8.9225,0.02883,0.3351606045430802
lambda.x,0.005,8.9295,0.03639,0.3352117494366019
lambda.x,0.005,8.9365,0.04568,0.33527605757598006
lambda.x,0.005,8.9435,0.057,0.3353564523285292
lambda.x,0.005,8.9505,0.07067,0.33545633527292834
lambda.x,0.005,8.9575,0.08703,0.33557961597477215
lambda.x,0.005,8.9645,0.10648,0.3357307728801374
lambda.x,0.005,8.9715,0.12939,0.33591487498348593
lambda.x,0.005,8.9785,0.15617,0.33613758776340824
lambda.x,0.005,8.9855,0.18722,0.3364051947184944
lambda.x,0.005,8.9925,0.22292,0.33672457208338274
lambda.x,0.005,8.9995,0.26363,0.3371031558589031
lambda.x,0.005,9.0065,0.30965,0.3375488778817348
lambda.x,0.005,9.0135,0.36125,0.3380700943520878
lambda.x,0.005,9.0205,0.41858,0.338675468096311
lambda.x,0.005,9.0275,0.48171,0.33937381246146675
lambda.x,0.005,9.0345,0.5506,0.34017394358705333
lambda.x,0.005,9.0415,0.62507,0.3410844867783121
lambda.x,0.005,9.0485,0.7048,0.3421136604025121
lambda.x,0.005,9.0555,0.78931,0.3432690451605925
lambda.x,0.005,9.0625,0.87794,0.34455732334172445
lambda.x,0.005,9.0695,0.96989,0.3459840345089065
lambda.x,0.005,9.0765,1.06421,0.3475533552875559
lambda.x,0.005,9.0835,1.15976,0.3492678414655756
lambda.x,0.005,9.0905,1.25532,0.3511282249654058
lambda.x,0.005,9.0975,1.34952,0.35313324244045835
lambda.x,0.005,9.1046,1.44094,0.3553101358571866
lambda.x,0.005,9.1116,1.52811,0.3575919639650478
lambda.x,0.005,9.1186,1.60955,0.3600015265962818
lambda.x,0.005,9.1256,1.68383,0.36252873676648995
lambda.x,0.005,9.1326,1.74957,0.36516137603043863
lambda.x,0.005,9.1396,1.80553,0.36788524656447813
lambda.x,0.005,9.1466,1.85063,0.3706844069039298
lambda.x,0.005,9.1536,1.88399,0.3735414526740696
lambda.x,0.005,9.1606,1.90492,0.37643781919578684
lambda.x,0.005,9.1676,1.91301,0.37935414401436596
lambda.x,0.005,9.1746,1.90809,0.3822706662460623
lambda.x,0.005,9.1816,1.89026,0.38516761675454647
lambda.x,0.005,9.1886,1.85988,0.38802562209429997
lambda.x,0.005,9.1956,1.81757,0.39082609929780204
lambda.x,0.005,9.2026,1.76416,0.3935516111279267
lambda.x,0.005,9.2096,1.7007,0.3961861895477173
lambda.x,0.005,9.2166,1.62839,0.3987156123971447
lambda.x,0.005,9.2236,1.54857,0.4011276182653427
lambda.x,0.005,9.2306,1.46266,0.4034120674577213
lambda.x,0.005,9.2376,1.37214,0.4055610416966124
lambda.x,0.005,9.2446,1.27848,0.40756887528492236
lambda.x,0.005,9.2516,1.18312,0.4094321180153286
lambda.x,0.005,9.2586,1.08745,0.41114946796612944
lambda.x,0.005,9.2656,0.99272,0.4127216214365112
lambda.x,0.005,9.2726,0.9001,0.4141511007496624
lambda.x,0.005,9.2796,0.81058,0.4154420525661274
lambda.x,0.005,9.2866,0.725,0.41659999413641635
lambda.x,0.005,9.2936,0.64406,0.41763159065491784
lambda.x,0.005,9.3007,0.56827,0.4185574388691744
lambda.x,0.005,9.3077,0.49799,0.41935965787982216
lambda.x,0.005,9.3147,0.43344,0.4200599092725313
lambda.x,0.005,9.3217,0.3747,0.42066701528453343
lambda.x,0.005,9.3287,0.32172,0.4211898008420069
lambda.x,0.005,9.3357,0.27435,0.42163692102248607
lambda.x,0.005,9.3427,0.23237,0.4220167341356509
lambda.x,0.005,9.3497,0.19548,0.4223371902700111
lambda.x,0.005,9.3567,0.16333,0.42260573521358225
lambda.x,0.005,9.3637,0.13554,0.42282925212902084
lambda.x,0.005,9.3707,0.11171,0.4230140258681562
lambda.x,0.005,9.3777,0.09145,0.4231657372834135
lambda.x,0.005,9.3847,0.07435,0.4232894575771947
lambda.x,0.005,9.3917,0.06004,0.42338966501578496
lambda.x,0.005,9.3987,0.04816,0.4234702839578793
lambda.x,0.005,9.4057,0.03836,0.4235347013942777
lambda.x,0.005,9.4127,0.03035,0.4235858206098611
lambda.x,0.005,9.4197,0.02385,0.4236261146737896
lambda.x,0.005,9.4267,0.01862,0.42365766485194956
lambda.x,0.005,9.4337,0.01443,0.42368219889339526
lambda.x,0.005,9.4407,0.01111,0.42370114398766834
lambda.x,0.005,9.4477,0.0085,0.42371567955337813
lambda.x,0.005,9.4547,0.00646,0.4237267601889143
lambda.x,0.005,9.4617,0.00487,0.42373514594196554
lambda.x,0.005,9.4687,0.00365,0.42374144725266566
lambda.x,0.005,9.4757,0.00272,0.42374615496698215
lambda.x,0.005,9.4827,0.00202,0.4237496554537055
lambda.x,0.005,9.4897,0.00149,0.42375224567657405
lambda.x,0.005,9.4967,0.0011,0.4237541555709168
lambda.x,0.005,9.5038,0.00081,0.4237555830882231
lambda.x,0.005,9.5108,0.00061,0.4237566286549708
lambda.x,0.005,9.5178,0.00046,0.4237574159317305
lambda.x,0.005,9.5248,0.00037,0.4237580261669264
lambda.x,0.005,9.5318,0.00032,0.4237585330914792
lambda.x,0.005,9.5388,0.0003,0.42375898824779024
lambda.x,0.005,9.5458,0.00031,0.423759435726375
lambda.x,0.005,9.5528,0.00035,0.42375991952078873
lambda.x,0.005,9.5598,0.00042,0.42376048352791074
lambda.x,0.005,9.5668,0.00053,0.42376117886519854
lambda.x,0.005,9.5738,0.00067,0.4237620565432988
lambda.x,0.005,9.5808,0.00085,0.42376316745566
lambda.x,0.005,9.5878,0.00108,0.4237645769914488
lambda.x,0.005,9.5948,0.00137,0.4237663649932325
lambda.x,0.005,9.6018,0.00174,0.42376863300511547
lambda.x,0.005,9.6088,0.00219,0.4237714969298079
lambda.x,0.005,9.6158,0.00274,0.4237750869761783
lambda.x,0.005,9.6228,0.0034,0.4237795549026068
lambda.x,0.005,9.6298,0.0042,0.42378508121811165
lambda.x,0.005,9.6368,0.00516,0.4237918823731798
lambda.x,0.005,9.6438,0.00629,0.42380019613299696
lambda.x,0.005,9.6508,0.00761,0.4238102815103122
lambda.x,0.005,9.6578,0.00916,0.42382244045316125
lambda.x,0.005,9.6648,0.01094,0.4238370032453921
lambda.x,0.005,9.6718,0.01299,0.42385432840360393
lambda.x,0.005,9.6788,0.01533,0.42387481708101377
lambda.x,0.005,9.6858,0.01796,0.4238988840253888
lambda.x,0.005,9.6928,0.02092,0.42392697197301826
lambda.x,0.005,9.6998,0.0242,0.42395954437212446
lambda.x,0.005,9.7069,0.02782,0.423997606757412
lambda.x,0.005,9.7139,0.03178,0.4240405699785821
lambda.x,0.005,9.7209,0.03608,0.42408945231544637
lambda.x,0.005,9.7279,0.0407,0.42414472034533296
lambda.x,0.005,9.7349,0.04563,0.4242068180564831
lambda.x,0.005,9.7419,0.05084,0.424276159732717
lambda.x,0.005,9.7489,0.0563,0.4243531156678513
lambda.x,0.005,9.7559,0.06197,0.4244380051168529
lambda.x,0.005,9.7629,0.06781,0.4245310892671185
lambda.x,0.005,9.7699,0.07375,0.424632549910362
lambda.x,0.005,9.7769,0.07974,0.4247424824949316
lambda.x,0.005,9.7839,0.08572,0.4248609035378708
lambda.x,0.005,9.7909,0.09162,0.42498773654661237
lambda.x,0.005,9.7979,0.09738,0.4251228122797566
lambda.x,0.005,9.8049,0.10291,0.42526585473856376
lambda.x,0.005,9.8119,0.10816,0.42541648859060605
lambda.x,0.005,9.8189,0.11306,0.42557425373172275
lambda.x,0.005,9.8259,0.11755,0.42573859839347156
lambda.x,0.005,9.8329,0.12157,0.4259088865282797
lambda.x,0.005,9.8399,0.12507,0.4260844051632443
lambda.x,0.005,9.8469,0.12801,0.4262643788416869
lambda.x,0.005,9.8539,0.13036,0.42644798401339484
lambda.x,0.005,9.8609,0.13209,0.42663435627502505
lambda.x,0.005,9.8679,0.13317,0.42682259048606513
lambda.x,0.005,9.8749,0.13361,0.4270117692391011
lambda.x,0.005,9.8819,0.13341,0.4272009841656756
lambda.x,0.005,9.8889,0.13257,0.4273893288270201
lambda.x,0.005,9.8959,0.13111,0.4275759128558663
lambda.x,0.005,9.903,0.12906,0.4277625103392675
lambda.x,0.005,9.91,0.12644,0.4279430490464629
lambda.x,0.005,9.917,0.1233,0.4281193932213791
lambda.x,0.005,9.924,0.11967,0.4282908361099906
lambda.x,0.005,9.931,0.11561,0.42845673590594663
lambda.x,0.005,9.938,0.11117,0.4286165296697756
lambda.x,0.005,9.945,0.10639,0.42876971902436734
lambda.x,0.005,9.952,0.10134,0.4289158840358291
lambda.x,0.005,9.959,0.09607,0.42905469003653324
lambda.x,0.005,9.966,0.09063,0.4291858733278228
lambda.x,0.005,9.973,0.08509,0.42930925501859263
lambda.x,0.005,9.98,0.07949,0.4294247337831005
lambda.x,0.005,9.987,0.07389,0.4295322786195442
lambda.x,0.005,9.994,0.06834,0.42963193566700186
lambda.x,0.005,10.001,0.06288,0.429723813985874
lambda.x,0.005,10.008,0.05755,0.4298080783824759
lambda.x,0.005,10.015,0.0524,0.4298849562426441
lambda.x,0.005,10.022,0.04746,0.42995473037709203
lambda.x,0.005,10.029,0.04275,0.43001771791757504
lambda.x,0.005,10.036,0.03829,0.4300742632413374
lambda.x,0.005,10.043,0.03411,0.43012474486515373
lambda.x,0.005,10.05,0.03022,0.43016956838986814
lambda.x,0.005,10.057,0.02661,0.4302091385739482
lambda.x,0.005,10.064,0.0233,0.43024386628161865
lambda.x,0.005,10.071,0.02028,0.4302741684804031
lambda.x,0.005,10.078,0.01755,0.43030045431801306
lambda.x,0.005,10.085,0.0151,0.43032312514889365
lambda.x,0.005,10.092,0.01291,0.4303425606786584
lambda.x,0.005,10.099,0.01097,0.4303591190193181
lambda.x,0.005,10.1061,0.00927,0.4303733439683755
lambda.x,0.005,10.1131,0.00778,0.4303851499374771
lambda.x,0.005,10.1201,0.00649,0.43039502411813363
lambda.x,0.005,10.1271,0.00538,0.4304032319390895
lambda.x,0.005,10.1341,0.00443,0.43041001063982703
lambda.x,0.005,10.1411,0.00362,0.43041556934842484
lambda.x,0.005,10.1481,0.00295,0.43042010295483385
lambda.x,0.005,10.1551,0.00238,0.430423778373495
lambda.x,0.005,10.1621,0.00191,0.43042673460142866
lambda.x,0.005,10.1691,0.00152,0.4304290965813198
lambda.x,0.005,10.1761,0.00121,0.4304309752307187
lambda.x,0.005,10.1831,0.00095,0.43043246061595475
lambda.x,0.005,10.1901,0.00074,0.430433621995264
lambda.x,0.005,10.1971,0.00058,0.4304345284842026
lambda.x,0.005,10.2041,0.00045,0.4304352353360628
lambda.x,0.005,10.2111,0.00034,0.43043577711519493
lambda.x,0.005,10.2181,0.00026,0.43043618831018793
lambda.x,0.005,10.2251,0.0002,0.4304365033434695
lambda.x,0.005,10.2321,0.00015,0.4304367428796767
lambda.x,0.005,10.2391,0.00011,0.4304369206998296
lambda.x,0.005,10.2461,8e-05,0.4304370505566935
lambda.x,0.005,10.2531,6e-05,0.4304371461748563
lambda.x,0.005,10.2601,4e-05,0.43043721442825955
lambda.x,0.005,10.2671,3e-05,0.4304372621721241
lambda.x,0.005,10.2741,2e-05,0.4304372962523039
lambda.x,0.005,10.2811,2e-05,0.4304373234960216
lambda.x,0.005,10.2881,1e-05,0.43043734391721894
lambda.x,0.005,10.2951,1e-05,0.4304373575205475
lambda.x,0.005,10.3022,1e-05,0.43043737130876414
lambda.x,0.005,10.3092,0.0,0.43043737810342936
lambda.x,0.005,10.3162,0.0,0.43043737810342936
lambda.x,0.005,10.3232,0.0,0.43043737810342936
lambda.x,0.005,10.3302,0.0,0.43043737810342936
lambda.x,0.005,10.3372,0.0,0.43043737810342936
lambda.x,0.005,10.3442,0.0,0.43043737810342936
lambda.x,0.005,10.3512,0.0,0.43043737810342936
lambda.x,0.005,10.3582,0.0,0.43043737810342936
lambda.x,0.005,10.3652,0.0,0.43043737810342936
lambda.x,0.005,10.3722,0.0,0.43043737810342936
lambda.x,0.005,10.3792,0.0,0.43043737810342936
lambda.x,0.005,10.3862,0.0,0.43043737810342936
lambda.x,0.005,10.3932,0.0,0.43043737810342936
lambda.x,0.005,10.4002,0.0,0.43043737810342936
lambda.x,0.005,10.4072,0.0,0.43043737810342936
lambda.x,0.005,10.4142,0.0,0.43043737810342936
lambda.x,0.005,10.4212,0.0,0.43043737810342936
lambda.x,0.005,10.4282,0.0,0.43043737810342936
lambda.x,0.005,10.4352,0.0,0.43043737810342936
lambda.x,0.005,10.4422,0.0,0.43043737810342936
lambda.x,0.005,10.4492,0.0,0.43043737810342936
lambda.x,0.005,10.4562,0.0,0.43043737810342936
lambda.x,0.005,10.4632,0.0,0.43043737810342936
lambda.x,0.005,10.4702,0.0,0.43043737810342936
lambda.x,0.005,10.4772,0.0,0.43043737810342936
lambda.x,0.005,10.4842,0.0,0.43043737810342936
lambda.x,0.005,10.4912,0.0,0.43043737810342936
lambda.x,0.005,10.4982,0.0,0.43043737810342936
lambda.x,0.005,10.5053,0.0,0.43043737810342936
lambda.x,0.005,10.5123,0.0,0.43043737810342936
lambda.x,0.005,10.5193,0.0,0.43043737810342936
lambda.x,0.005,10.5263,0.0,0.43043737810342936
lambda.x,0.005,10.5333,0.0,0.43043737810342936
lambda.x,0.005,10.5403,0.0,0.43043737810342936
lambda.x,0.005,10.5473,0.0,0.43043737810342936
lambda.x,0.005,10.5543,0.0,0.43043737810342936
lambda.x,0.005,10.5613,0.0,0.43043737810342936
lambda.x,0.005,10.5683,0.0,0.43043737810342936
lambda.x,0.005,10.5753,0.0,0.43043737810342936
lambda.x,0.005,10.5823,0.0,0.43043737810342936
lambda.x,0.005,10.5893,0.0,0.43043737810342936
lambda.x,0.005,10.5963,0.0,0.43043737810342936
lambda.x,0.005,10.6033,0.0,0.43043737810342936
lambda.x,0.005,10.6103,0.0,0.43043737810342936
lambda.x,0.005,10.6173,0.0,0.43043737810342936
lambda.x,0.005,10.6243,0.0,0.43043737810342936
lambda.x,0.005,10.6313,0.0,0.43043737810342936
lambda.x,0.005,10.6383,0.0,0.43043737810342936
lambda.x,0.005,10.6453,0.0,0.43043737810342936
lambda.x,0.005,10.6523,0.0,0.43043737810342936
lambda.x,0.005,10.6593,0.0,0.43043737810342936
lambda.x,0.005,10.6663,0.0,0.43043737810342936
lambda.x,0.005,10.6733,0.0,0.43043737810342936
lambda.x,0.005,10.6803,0.0,0.43043737810342936
lambda.x,0.005,10.6873,0.0,0.43043737810342936
lambda.x,0.005,10.6943,0.0,0.43043737810342936
lambda.x,0.005,10.7014,0.0,0.43043737810342936
lambda.x,0.005,10.7084,0.0,0.43043737810342936
lambda.x,0.005,10.7154,0.0,0.43043737810342936
lambda.x,0.005,10.7224,0.0,0.43043737810342936
lambda.x,0.005,10.7294,0.0,0.43043737810342936
lambda.x,0.005,10.7364,0.0,0.43043737810342936
lambda.x,0.005,10.7434,0.0,0.43043737810342936
lambda.x,0.005,10.7504,0.0,0.43043737810342936
lambda.x,0.005,10.7574,0.0,0.43043737810342936
lambda.x,0.005,10.7644,0.0,0.43043737810342936
lambda.x,0.005,10.7714,0.0,0.43043737810342936
lambda.x,0.005,10.7784,0.0,0.43043737810342936
lambda.x,0.005,10.7854,0.0,0.43043737810342936
lambda.x,0.005,10.7924,0.0,0.43043737810342936
lambda.x,0.005,10.7994,0.0,0.43043737810342936
lambda.x,0.005,10.8064,0.0,0.43043737810342936
lambda.x,0.005,10.8134,0.0,0.43043737810342936
lambda.x,0.005,10.8204,0.0,0.43043737810342936
lambda.x,0.005,10.8274,0.0,0.43043737810342936
lambda.x,0.005,10.8344,0.0,0.43043737810342936
lambda.x,0.005,10.8414,0.0,0.43043737810342936
lambda.x,0.005,10.8484,0.0,0.43043737810342936
lambda.x,0.005,10.8554,0.0,0.43043737810342936
lambda.x,0.005,10.8624,0.0,0.43043737810342936
lambda.x,0.005,10.8694,0.0,0.43043737810342936
lambda.x,0.005,10.8764,0.0,0.43043737810342936
lambda.x,0.005,10.8834,0.0,0.43043737810342936
lambda.x,0.005,10.8904,0.0,0.43043737810342936
lambda.x,0.005,10.8974,0.0,0.43043737810342936
lambda.x,0.005,10.9045,0.0,0.43043737810342936
lambda.x,0.005,10.9115,0.0,0.43043737810342936
lambda.x,0.005,10.9185,0.0,0.43043737810342936
lambda.x,0.005,10.9255,0.0,0.43043737810342936
lambda.x,0.005,10.9325,0.0,0.43043737810342936
lambda.x,0.005,10.9395,0.0,0.43043737810342936
lambda.x,0.005,10.9465,0.0,0.43043737810342936
lambda.x,0.005,10.9535,0.0,0.43043737810342936
lambda.x,0.005,10.9605,0.0,0.43043737810342936
lambda.x,0.005,10.9675,0.0,0.43043737810342936
lambda.x,0.005,10.9745,0.0,0.43043737810342936
lambda.x,0.005,10.9815,0.0,0.43043737810342936
lambda.x,0.005,10.9885,0.0,0.43043737810342936
lambda.x,0.005,10.9955,0.0,0.43043737810342936
lambda.x,0.005,11.0025,0.0,0.43043737810342936
lambda.x,0.005,11.0095,0.0,0.43043737810342936
lambda.x,0.005,11.0165,0.0,0.43043737810342936
lambda.x,0.005,11.0235,0.0,0.43043737810342936
lambda.x,0.005,11.0305,0.0,0.43043737810342936
lambda.x,0.005,11.0375,0.0,0.43043737810342936
lambda.x,0.005,11.0445,0.0,0.43043737810342936
lambda.x,0.005,11.0515,0.0,0.43043737810342936
lambda.x,0.005,11.0585,0.0,0.43043737810342936
lambda.x,0.005,11.0655,0.0,0.43043737810342936
lambda.x,0.005,11.0725,0.0,0.43043737810342936
lambda.x,0.005,11.0795,0.0,0.43043737810342936
lambda.x,0.005,11.0865,0.0,0.43043737810342936
lambda.x,0.005,11.0935,0.0,0.43043737810342936
lambda.x,0.005,11.1006,0.0,0.43043737810342936
lambda.x,0.005,11.1076,0.0,0.43043737810342936
lambda.x,0.005,11.1146,0.0,0.43043737810342936
lambda.x,0.005,11.1216,0.0,0.43043737810342936
lambda.x,0.005,11.1286,0.0,0.43043737810342936
lambda.x,0.005,11.1356,0.0,0.43043737810342936
lambda.x,0.005,11.1426,0.0,0.43043737810342936
lambda.x,0.005,11.1496,0.0,0.43043737810342936
lambda.x,0.005,11.1566,0.0,0.43043737810342936
lambda.x,0.005,11.1636,0.0,0.43043737810342936
lambda.x,0.005,11.1706,0.0,0.43043737810342936
lambda.x,0.005,11.1776,0.0,0.43043737810342936
lambda.x,0.005,11.1846,0.0,0.43043737810342936
lambda.x,0.005,11.1916,0.0,0.43043737810342936
lambda.x,0.005,11.1986,0.0,0.43043737810342936
lambda.x,0.005,11.2056,0.0,0.43043737810342936
lambda.x,0.005,11.2126,0.0,0.43043737810342936
lambda.x,0.005,11.2196,0.0,0.43043737810342936
lambda.x,0.005,11.2266,0.0,0.43043737810342936
lambda.x,0.005,11.2336,0.0,0.43043737810342936
lambda.x,0.005,11.2406,0.0,0.43043737810342936
lambda.x,0.005,11.2476,0.0,0.43043737810342936
lambda.x,0.005,11.2546,0.0,0.43043737810342936
lambda.x,0.005,11.2616,0.0,0.43043737810342936
lambda.x,0.005,11.2686,0.0,0.43043737810342936
lambda.x,0.005,11.2756,0.0,0.43043737810342936
lambda.x,0.005,11.2826,0.0,0.43043737810342936
lambda.x,0.005,11.2896,0.0,0.43043737810342936
lambda.x,0.005,11.2966,0.0,0.43043737810342936
lambda.x,0.005,11.3037,0.0,0.43043737810342936
lambda.x,0.005,11.3107,0.0,0.43043737810342936
lambda.x,0.005,11.3177,0.0,0.43043737810342936
lambda.x,0.005,11.3247,0.0,0.43043737810342936
lambda.x,0.005,11.3317,0.0,0.43043737810342936
lambda.x,0.005,11.3387,0.0,0.43043737810342936
lambda.x,0.005,11.3457,0.0,0.43043737810342936
lambda.x,0.005,11.3527,0.0,0.43043737810342936
lambda.x,0.005,11.3597,0.0,0.43043737810342936
lambda.x,0.005,11.3667,0.0,0.43043737810342936
lambda.x,0.005,11.3737,0.0,0.43043737810342936
lambda.x,0.005,11.3807,0.0,0.43043737810342936
lambda.x,0.005,11.3877,0.0,0.43043737810342936
lambda.x,0.005,11.3947,0.0,0.43043737810342936
lambda.x,0.005,11.4017,0.0,0.43043737810342936
lambda.x,0.005,11.4087,0.0,0.43043737810342936
lambda.x,0.005,11.4157,0.0,0.43043737810342936
lambda.x,0.005,11.4227,0.0,0.43043737810342936
lambda.x,0.005,11.4297,0.0,0.43043737810342936
