ik,band,distance_inv_A,energy_eV,native_weight,pw_weight
8,8,0.679039999558,12.761394514339951,1.0,0.9999999999999986
9,1,0.776045713781,-3.8860949443730317,1.0,1.0000000000000002
9,2,0.776045713781,1.2353947453996552,1.0,1.0000000000000007
9,3,0.776045713781,3.7690993410647327,1.0,0.9999999999999981
9,4,0.776045713781,3.7690993410810867,1.0,1.0000000000000002
9,5,0.776045713781,6.890399309347363,1.0,1.000000000000002
9,6,0.776045713781,8.152073845550232,1.0,0.9999999999999999
9,7,0.776045713781,13.523263337382826,1.0,0.9999999999999989
9,8,0.776045713781,13.523263337513269,1.0,0.9999999999999987
10,1,0.873051428003,-3.387748157797478,1.0,0.9999999999999987
10,2,0.873051428003,0.49259200048709056,1.0,0.9999999999999999
10,3,0.873051428003,3.5768572665594367,1.0,1.0000000000000004
10,4,0.873051428003,3.576857266661248,1.0,0.9999999999999988
10,5,0.873051428003,6.773378342801951,1.0,1.0000000000000038
10,6,0.873051428003,7.69375968106254,1.0,1.000000000000001
10,7,0.873051428003,14.298986821855642,1.0,0.9999999999999981
10,8,0.873051428003,14.29898682186496,1.0,1.0000000000000002
11,1,0.970057142226,-2.839651215644604,1.0,0.9999999999999992
11,2,0.970057142226,-0.233842806625508,1.0,0.9999999999999998
11,3,0.970057142226,3.4383511092283086,1.0,0.9999999999999994
11,4,0.970057142226,3.4383511092254646,1.0,0.9999999999999991
11,5,0.970057142226,6.725853132188529,1.0,0.9999999999999981
11,6,0.970057142226,7.326277614108961,1.0,1.0000000000000007
11,7,0.970057142226,15.084542943162269,1.0,0.9999999999999958
11,8,0.970057142226,15.08454294296157,1.0,0.9999999999999934
12,1,1.067062856448,-2.2453154025822557,1.0,1.0000000000000004
12,2,1.067062856448,-0.9367128918824685,1.0,1.0000000000000002
12,3,1.067062856448,3.354801999211354,1.0,0.9999999999999992
12,4,1.067062856448,3.3548019989783726,1.0,0.9999999999999993
12,5,1.067062856448,6.752930334341847,1.0,1.0000000000000038
12,6,1.067062856448,7.049104325003096,1.0,0.9999999999999983
12,7,1.067062856448,15.85968953860801,1.0,0.999999999999995
12,8,1.067062856448,15.859689538724064,1.0,0.9999999999999966
13,1,1.164068570671,-1.6092434159136892,1.0,1.0000000000000002
13,2,1.164068570671,-1.6092433956379057,1.0,1.0000000000000007
13,3,1.164068570671,3.326878585508265,1.0,1.0000000000000016
13,4,1.164068570671,3.326878585425624,1.0,1.0000000000000002
13,5,1.164068570671,6.85922733180481,1.0,0.9999999999999999
13,6,1.164068570671,6.859227457879556,1.0,1.0000000000000009
13,7,1.164068570671,16.384354685712434,1.0,0.9999999999999952
13,8,1.164068570671,16.384354685707734,1.0,1.0000000000000053
14,1,1.261074284893,-1.5983849586969046,1.0,1.0
14,2,1.261074284893,-1.5983849413998457,1.0,1.0
14,3,1.261074284893,3.233563489346852,1.0,1.0000000000000002
14,4,1.261074284893,3.2335634910232773,1.0,0.9999999999999992
14,5,1.261074284893,7.029055494501069,1.0,1.0
14,6,1.261074284893,7.0290555433052235,1.0,0.9999999999999991
14,7,1.261074284893,16.06762278134389,1.0,1.0000000000000029
14,8,1.261074284893,16.067622858911037,1.0,1.0000000000000049
15,1,1.358079999116,-1.568021679966708,1.0,1.0000000000000007
15,2,1.358079999116,-1.5680216652666676,1.0,1.0000000000000004
15,3,1.358079999116,3.0049684656058684,1.0,1.0000000000000002
15,4,1.358079999116,3.0049684741140936,1.0,1.0000000000000007
15,5,1.358079999116,7.4885608917741395,1.0,0.9999999999999973
15,6,1.358079999116,7.488560951088046,1.0,0.9999999999999993
15,7,1.358079999116,15.16648729538402,1.0,0.9999999999999917
15,8,1.358079999116,15.16648730011934,1.0,0.9999999999999941
16,1,1.455085713338,-1.5247449354842169,1.0,1.0000000000000004
16,2,1.455085713338,-1.5247449085209592,1.0,0.9999999999999991
16,3,1.455085713338,2.735201934146824,1.0,0.9999999999999997
16,4,1.455085713338,2.7352019487994585,1.0,1.0000000000000004
16,5,1.455085713338,8.14715214751662,1.0,1.0000000000000016
16,6,1.455085713338,8.14715219691066,1.0,0.9999999999999986
16,7,1.455085713338,14.092369391527367,1.0,0.9999999999999929
16,8,1.455085713338,14.09236951345762,1.0,0.9999999999999998
17,1,1.552091427561,-1.4791393318122246,1.0,1.0000000000000009
17,2,1.552091427561,-1.4791393145237604,1.0,1.0000000000000004
17,3,1.552091427561,2.497004677058733,1.0,1.0
17,4,1.552091427561,2.4970046819258775,1.0,0.9999999999999994
17,5,1.552091427561,8.935662081181073,1.0,0.9999999999999997
17,6,1.552091427561,8.935662194461461,1.0,0.9999999999999977
17,7,1.552091427561,13.005110831007915,1.0,1.000000000000004
17,8,1.552091427561,13.005111098477139,1.0,0.9999999999999927
18,1,1.649097141784,-1.444073803060603,1.0,1.0000000000000007
