sweep,energy_per_spin,M2,cos_x,cos_y,current_x,current_y,current_x2,current_y2,vortex_abs_density
5.000000000000000000e+01,-1.430544282040564052e+00,6.272336092448598244e-01,4.433712754176109172e+01,4.721770650883501474e+01,1.006696240217421101e+00,-1.110666170575753231e+00,1.013437320067891667e+00,1.233579342461408102e+00,0.000000000000000000e+00
1.000000000000000000e+02,-1.301244131518641378e+00,3.860896085897262964e-01,4.360433823111536356e+01,3.967528618607768465e+01,-6.572103157880920143e+00,-9.447194966183575460e+00,4.319253991782836266e+01,8.924949272908428100e+01,3.125000000000000000e-02
1.500000000000000000e+02,-1.558496778205317845e+00,6.742331571829838222e-01,4.918280979700988098e+01,5.056098400813045401e+01,-1.071503732853227753e+00,-3.297373364542166563e-02,1.148120249518401303e+00,1.087267110519212756e-03,0.000000000000000000e+00
2.000000000000000000e+02,-1.253608144686960024e+00,3.593326530879096259e-01,4.098809751456782635e+01,3.924282374539760809e+01,-1.218649432726304216e-02,-3.659123946260485205e-01,1.485106439884142980e-04,1.338918805409690660e-01,0.000000000000000000e+00
2.500000000000000000e+02,-1.565628546932886334e+00,7.066444554901553099e-01,4.956785048127539284e+01,5.063237652242933962e+01,-6.220977854060649737e-01,6.966898063274618025e-01,3.870056546071304893e-01,4.853766862405962113e-01,0.000000000000000000e+00
3.000000000000000000e+02,-1.150104440195534261e+00,3.768420330018242836e-01,3.379029990550574070e+01,3.981638426700845201e+01,2.778734874702321056e-01,-2.647162643376771651e+00,7.721367503886923667e-02,7.007470060489497499e+00,6.250000000000000000e-02
3.500000000000000000e+02,-1.509557314934087513e+00,6.180437834772070094e-01,5.001521820259590356e+01,4.659644995318569727e+01,-1.963382584913297979e-03,1.824264684261822644e+00,3.854871174740823458e-06,3.327941638244887645e+00,0.000000000000000000e+00
4.000000000000000000e+02,-1.515971092427759181e+00,6.907075034644576395e-01,4.805975595258909294e+01,4.896239396278750178e+01,4.657005829872702396e-01,9.953995672736952738e-01,2.168770329946833886e-01,9.908202985286598263e-01,0.000000000000000000e+00
4.500000000000000000e+02,-1.278332324848975965e+00,4.371990240399481475e-01,4.066835173151726224e+01,4.114491705881719952e+01,-1.956045734545215131e+00,-4.148895427010247161e+00,3.826114915632530256e+00,1.721333326426654153e+01,3.125000000000000000e-02
5.000000000000000000e+02,-1.450405265682540357e+00,6.626588461606830460e-01,4.801166954019649324e+01,4.481426746348608958e+01,6.148361387257158528e-01,-3.360428497109750889e+00,3.780234774831476852e-01,1.129247968418729897e+01,0.000000000000000000e+00
5.500000000000000000e+02,-1.597254273227619148e+00,5.420844138006678525e-01,4.910532689375050097e+01,5.311894659281713160e+01,6.206329649357422706e-01,-5.505142977635628654e-01,3.851852771649302842e-01,3.030659920421087672e-01,0.000000000000000000e+00
6.000000000000000000e+02,-1.434962736749565870e+00,5.477441892142519420e-01,4.626812938614440895e+01,4.556948576582780674e+01,6.041252875222316021e-01,1.408350834979833266e+00,3.649673630238189914e-01,1.983452074388393660e+00,0.000000000000000000e+00
6.500000000000000000e+02,-1.502007289633061404e+00,6.292843289462817236e-01,4.730750063554155815e+01,4.882096590097437883e+01,-1.727610622042834443e+00,-2.549140392780011144e+00,2.984638461395229481e+00,6.498116742102629573e+00,0.000000000000000000e+00
7.000000000000000000e+02,-1.138046361231983550e+00,4.114913454202388521e-01,3.165109309360779122e+01,4.118387402523914886e+01,2.681756325460765478e+00,-3.227939926796349113e+00,7.191816989148827055e+00,1.041959617100602031e+01,3.125000000000000000e-02
7.500000000000000000e+02,-1.355691403573575649e+00,6.019410531001638809e-01,4.424786917073440407e+01,4.251638065797443744e+01,8.079258118855561221e-01,1.212765181274247261e+00,6.527441175109349736e-01,1.470799384911157803e+00,3.125000000000000000e-02
8.000000000000000000e+02,-1.448556377437548726e+00,5.647269450726609685e-01,4.711767317891406037e+01,4.558993497708905807e+01,8.884300762187491429e-02,6.285457135630787562e-01,7.893080003300523284e-03,3.950697140385198702e-01,0.000000000000000000e+00
8.500000000000000000e+02,-1.587786660233567737e+00,6.656658185731835209e-01,4.936751654500076825e+01,5.225082970994756693e+01,2.477058250960299191e+00,-1.291885784576317420e+00,6.135817578650496706e+00,1.668968880390367282e+00,0.000000000000000000e+00
9.000000000000000000e+02,-1.483449575356530215e+00,6.277207165384351972e-01,4.630354996581571925e+01,4.863722285700220738e+01,2.685335655601670979e+00,3.299283603046854196e-02,7.211027583245655848e+00,1.088527229333383171e-03,0.000000000000000000e+00
9.500000000000000000e+02,-1.516230291717156842e+00,6.798137480029512458e-01,5.095674594916579281e+01,4.608199272073225217e+01,-5.168358029777149198e-01,-2.798749124813530997e+00,2.671192472396193285e-01,7.832996663644506086e+00,0.000000000000000000e+00
1.000000000000000000e+03,-1.405175938049688433e+00,6.157681408410422552e-01,4.631272657930975356e+01,4.361853345587030617e+01,-4.017264088200120375e-01,2.043465882063346672e+00,1.613841075434234440e-01,4.175752811156931088e+00,0.000000000000000000e+00
